ENTRY            F0129   20200509                             F077F0129  0    1 
SUBENT        F0129001   20200509                             F077F0129  1    1 
BIB                 10         20                                 F0129  1    2 
TITLE      Angular distribution and polarization of neutrons from F0129  1    3 
           Be-9(p,n0)B-9 and B-11(p,n0)C-11 reactions             F0129  1    4 
AUTHOR     (B.D.Walker,C.Wong,J.D.Anderson,J.W.McClure)           F0129  1    5 
INSTITUTE  (1USALRL)                                              F0129  1    6 
REFERENCE  (J,PR,137,B1504,1965)                                  F0129  1    7 
REL-REF    (I,T0015001,C.Wong+,J,PR,123,598,1961) - The method    F0129  1    8 
           and apparatus, including the time-of-flight            F0129  1    9 
           electronics, employed to measure the angular           F0129  1   10 
           distributions are described                            F0129  1   11 
FACILITY   (CYCLO,1USALRL) Variable energy cyclotron              F0129  1   12 
DETECTOR   (SCIN) Plastic and stilbene scintillators.             F0129  1   13 
METHOD     (TOF)                                                  F0129  1   14 
ERR-ANALYS (ERR-SYS) Absolute error in dif.cross section          F0129  1   15 
HISTORY    (19800919C)                                            F0129  1   16 
           (19991203U) corrected 4-dig. year and lower cases.     F0129  1   17 
           (20081013A) NDS: reference on Phys.Rev. corrected.     F0129  1   18 
                       PR/B,137,1504,1965 ==> PR,137,B1504,1965   F0129  1   19 
           (20200509A) SD: Corrections in all Subents. BIB updatedF0129  1   20 
           DATA-ERR1 -> ERR-SYS; DATA-ERR2 -> DATA-ERR. Subents   F0129  1   21 
           006, 007 added. SAMPLE moved to Subents 002-007.       F0129  1   22 
ENDBIB              20          0                                 F0129  1   23 
COMMON               2          3                                 F0129  1   24 
E-LVL      ERR-SYS                                                F0129  1   25 
MEV        PER-CENT                                               F0129  1   26 
 0.0         10.0                                                 F0129  1   27 
ENDCOMMON            3          0                                 F0129  1   28 
ENDSUBENT           27          0                                 F0129  199999 
SUBENT        F0129002   20200509                             F077F0129  2    1 
BIB                  5         14                                 F0129  2    2 
REACTION   (4-BE-9(P,N)5-B-9,PAR,DA)                              F0129  2    3 
SAMPLE     Beryllium target was prepared by evaporating the       F0129  2    4 
           element on a 0.020-in. tantalum backing. Target was    F0129  2    5 
           approximately 100-keV thick to a 8 MeV protons.        F0129  2    6 
ERR-ANALYS (DATA-ERR) Error from graphic bars (relative).         F0129  2    7 
           Relative errors are compounded from counting statisticsF0129  2    8 
           and from the reproducibility of the zero-degree cross  F0129  2    9 
           section measured before and after an angular           F0129  2   10 
           distribution measurement.                              F0129  2   11 
           Generally, relative errors were < 5%.                  F0129  2   12 
STATUS     (CURVE) Fig.2 from Phys.Rev.,137(1965)B1504            F0129  2   13 
HISTORY    (20200509A) SD: SF9=EXP deleted from REACTION code.    F0129  2   14 
           COS-ERR->COS-ERR-D; DATA-ERR3->ERR-DIG. STATUS updated.F0129  2   15 
           DATA-ERR2 -> DATA-ERR.                                 F0129  2   16 
ENDBIB              14          0                                 F0129  2   17 
COMMON               2          3                                 F0129  2   18 
COS-ERR-D  ERR-DIG                                                F0129  2   19 
NO-DIM     PER-CENT                                               F0129  2   20 
 0.010      1.0                                                   F0129  2   21 
ENDCOMMON            3          0                                 F0129  2   22 
DATA                 4        105                                 F0129  2   23 
        7.1      0.948   7.58E+00   1.13E-01                      F0129  2   71 
        7.1      0.823   8.09E+00   1.21E-01                      F0129  2   72 
        7.1      0.413   7.45E+00   1.11E-01                      F0129  2   73 
        7.1      0.141   5.06E+00   7.55E-02                      F0129  2   74 
        7.1     -0.133   4.84E+00   7.23E-02                      F0129  2   75 
        7.1     -0.369   4.33E+00   6.47E-02                      F0129  2   76 
        7.1     -0.594   4.94E+00   7.37E-02                      F0129  2   77 
        7.1     -0.969   8.17E+00   1.22E-01                      F0129  2   78 
        7.5      1.006   8.33E+00    1.1E-01                      F0129  2   79 
        7.5      0.957   7.73E+00   1.02E-01                      F0129  2   80 
        7.5      0.832   7.42E+00   9.77E-02                      F0129  2   81 
        7.5      0.645   8.24E+00   1.08E-01                      F0129  2   82 
        7.5      0.421    7.6E+00     1.E-01                      F0129  2   83 
        7.5      0.137   5.42E+00   7.14E-02                      F0129  2   84 
        7.5     -0.099   4.02E+00   5.29E-02                      F0129  2   85 
        7.5     -0.335   4.14E+00   5.45E-02                      F0129  2   86 
        7.5     -0.585   4.75E+00   6.26E-02                      F0129  2   87 
        7.5     -0.911   9.09E+00    1.2E-01                      F0129  2   88 
        7.5     -0.973   8.13E+00   1.07E-01                      F0129  2   89 
        7.6      0.931   6.96E+00   1.43E-01                      F0129  2   90 
        7.6      0.823   6.22E+00   1.28E-01                      F0129  2   91 
        7.6      0.628   6.87E+00   1.41E-01                      F0129  2   92 
        7.6      0.398   6.11E+00   1.26E-01                      F0129  2   93 
        7.6      0.120   5.04E+00   1.04E-01                      F0129  2   94 
        7.6     -0.146   4.02E+00   8.27E-02                      F0129  2   95 
        7.6     -0.364    3.7E+00   7.62E-02                      F0129  2   96 
        7.6     -0.584   4.23E+00   8.72E-02                      F0129  2   97 
        7.6     -0.951   8.56E+00   1.76E-01                      F0129  2   98 
        7.6     -0.988   9.52E+00   1.96E-01                      F0129  2   99 
        8.5      0.981   6.81E+00   1.38E-01                      F0129  2  100 
        8.5      0.932   6.33E+00   1.29E-01                      F0129  2  101 
        8.5      0.812   5.67E+00   1.15E-01                      F0129  2  102 
        8.5      0.618   5.43E+00    1.1E-01                      F0129  2  103 
        8.5      0.400   5.02E+00   1.02E-01                      F0129  2  104 
        8.5      0.134   3.75E+00   7.63E-02                      F0129  2  105 
        8.5     -0.144   3.23E+00   6.55E-02                      F0129  2  106 
        8.5     -0.387   2.98E+00   6.05E-02                      F0129  2  107 
        8.5     -0.886     4.E+00   8.12E-02                      F0129  2  108 
        8.5     -0.948   5.27E+00   1.07E-01                      F0129  2  109 
        9.7      1.007   7.11E+00   1.52E-01                      F0129  2  110 
        9.7      0.971    6.4E+00   1.38E-01                      F0129  2  111 
        9.7      0.910   6.39E+00   1.37E-01                      F0129  2  112 
        9.7      0.826   5.95E+00   1.28E-01                      F0129  2  113 
        9.7      0.692   5.72E+00   1.23E-01                      F0129  2  114 
        9.7      0.559    5.5E+00   1.18E-01                      F0129  2  115 
        9.7      0.402   4.76E+00   1.02E-01                      F0129  2  116 
        9.7      0.234   3.48E+00   7.46E-02                      F0129  2  117 
        9.7      0.064   3.34E+00   7.16E-02                      F0129  2  118 
        9.7     -0.129   2.35E+00   5.05E-02                      F0129  2  119 
        9.7     -0.420   2.25E+00   4.83E-02                      F0129  2  120 
        9.7     -0.712   2.73E+00   5.86E-02                      F0129  2  121 
        9.7     -0.822   3.23E+00   6.93E-02                      F0129  2  122 
       10.9      0.955   6.87E+00   1.37E-01                      F0129  2  123 
       10.9      0.811   5.45E+00   1.09E-01                      F0129  2  124 
       10.9      0.604   5.82E+00   1.16E-01                      F0129  2  125 
       10.9      0.374   4.77E+00   9.53E-02                      F0129  2  126 
       10.9      0.121   3.24E+00   6.48E-02                      F0129  2  127 
       10.9     -0.146    3.2E+00    6.4E-02                      F0129  2  128 
       10.9     -0.363   2.73E+00   5.45E-02                      F0129  2  129 
       10.9     -0.594    2.8E+00    5.6E-02                      F0129  2  130 
ENDDATA            107          0                                 F0129  2  131 
ENDSUBENT          130          0                                 F0129  299999 
SUBENT        F0129003   20200509                             F077F0129  3    1 
BIB                  5         14                                 F0129  3    2 
REACTION   (5-B-11(P,N)6-C-11,PAR,DA)                             F0129  3    3 
SAMPLE     Boron target (98% 11B) was made as a self-supporting   F0129  3    4 
           colloidal suspension. Target was approximately         F0129  3    5 
           100-keV thick to a 8 MeV protons.                      F0129  3    6 
ERR-ANALYS (DATA-ERR) Error from graphic bars (relative).         F0129  3    7 
           Relative errors are compounded from counting statisticsF0129  3    8 
           and from the reproducibility of the zero-degree cross  F0129  3    9 
           section measured before and after an angular           F0129  3   10 
           distribution measurement.                              F0129  3   11 
           Generally, relative errors were < 5%.                  F0129  3   12 
STATUS     (CURVE) Fig.3 from Phys.Rev.,137(1965)B1504            F0129  3   13 
HISTORY    (20200509A) SD: SF9=EXP deleted from REACTION code.    F0129  3   14 
           COS-ERR->COS-ERR-D; DATA-ERR3->ERR-DIG. STATUS updated.F0129  3   15 
           DATA-ERR2 -> DATA-ERR.                                 F0129  3   16 
ENDBIB              14          0                                 F0129  3   17 
COMMON               2          3                                 F0129  3   18 
COS-ERR-D  ERR-DIG                                                F0129  3   19 
NO-DIM     PER-CENT                                               F0129  3   20 
 0.010        1.0                                                 F0129  3   21 
ENDCOMMON            3          0                                 F0129  3   22 
DATA                 4         29                                 F0129  3   23 
EN         COS-CM     DATA-CM    DATA-ERR                         F0129  3   24 
MEV        NO-DIM     MB/SR      MB/SR                            F0129  3   25 
        7.1     -0.937   2.35E+01                                 F0129  3   26 
        7.1     -0.848   1.65E+01   1.49E+00                      F0129  3   27 
        7.1     -0.736   1.17E+01                                 F0129  3   28 
        7.1     -0.621   8.37E+00                                 F0129  3   29 
        7.1     -0.469   7.43E+00                                 F0129  3   30 
        7.1     -0.312   8.95E+00     5.E-01                      F0129  3   31 
        7.1      0.023   9.98E+00                                 F0129  3   32 
        7.1      0.221   1.13E+01   6.58E-01                      F0129  3   33 
        7.1      0.379   1.01E+01                                 F0129  3   34 
        7.1      0.542    9.4E+00                                 F0129  3   35 
        7.1      0.694   9.98E+00   4.83E-01                      F0129  3   36 
        7.1      0.826   1.09E+01                                 F0129  3   37 
        7.1      0.908   1.33E+01                                 F0129  3   38 
        7.1      0.968   1.51E+01   7.29E-01                      F0129  3   39 
        7.1      0.992   1.64E+01                                 F0129  3   40 
        8.2     -0.937   1.77E+02                                 F0129  3   41 
        8.2     -0.849   1.48E+02                                 F0129  3   42 
        8.2     -0.754   1.42E+02                                 F0129  3   43 
        8.2     -0.616   1.19E+02   1.05E+01                      F0129  3   44 
        8.2     -0.315   1.01E+02                                 F0129  3   45 
        8.2      0.032   7.69E+01                                 F0129  3   46 
        8.2      0.213   7.87E+01                                 F0129  3   47 
        8.2      0.380   8.75E+01                                 F0129  3   48 
        8.2      0.548   8.91E+01   4.34E+00                      F0129  3   49 
        8.2      0.683   1.03E+02                                 F0129  3   50 
        8.2      0.816   1.09E+02                                 F0129  3   51 
        8.2      0.888   1.37E+02   7.35E+00                      F0129  3   52 
        8.2      0.965   1.29E+02                                 F0129  3   53 
        8.2      0.972   1.39E+02                                 F0129  3   54 
ENDDATA             31          0                                 F0129  3   55 
ENDSUBENT           54          0                                 F0129  399999 
SUBENT        F0129004   20200509                             F077F0129  4    1 
BIB                  4          9                                 F0129  4    2 
REACTION   (4-BE-9(P,N)5-B-9,PAR,SIG)                             F0129  4    3 
SAMPLE     Beryllium target was prepared by evaporating the       F0129  4    4 
           element on a 0.020-in. tantalum backing. Target was    F0129  4    5 
           approximately 100-keV thick to a 8 MeV protons.        F0129  4    6 
STATUS     (CURVE) Fig.7 from Phys.Rev.,137(1965)B1504            F0129  4    7 
           (DEP,F0129002) Angular distributions                   F0129  4    8 
            Energy values were taken from the text.               F0129  4    9 
HISTORY    (20200509A) SD: SF9=EXP deleted from REACTION code.    F0129  4   10 
           DATA-ERR3->ERR-DIG. STATUS updated. ERR-ANALYS deleted.F0129  4   11 
ENDBIB               9          0                                 F0129  4   12 
COMMON               1          3                                 F0129  4   13 
ERR-DIG                                                           F0129  4   14 
MB                                                                F0129  4   15 
  1.1                                                             F0129  4   16 
ENDCOMMON            3          0                                 F0129  4   17 
DATA                 2          9                                 F0129  4   18 
EN         DATA                                                   F0129  4   19 
MEV        MB                                                     F0129  4   20 
       3.5        89.4                                            F0129  4   21 
       4.8       119.3                                            F0129  4   22 
       5.1       123.3                                            F0129  4   23 
       7.1        79.3                                            F0129  4   24 
       7.5        71.6                                            F0129  4   25 
       7.6        66.0                                            F0129  4   26 
       8.5        56.5                                            F0129  4   27 
       9.7        53.1                                            F0129  4   28 
      10.9        53.7                                            F0129  4   29 
ENDDATA             11          0                                 F0129  4   30 
ENDSUBENT           29          0                                 F0129  499999 
SUBENT        F0129005   20200509                             F077F0129  5    1 
BIB                  5         12                                 F0129  5    2 
REACTION   (5-B-11(P,N)6-C-11,PAR,SIG)                            F0129  5    3 
SAMPLE     Boron target (98% 11B) was made as a self-supporting   F0129  5    4 
           colloidal suspension. Target was approximately         F0129  5    5 
           100-keV thick to a 8 MeV protons.                      F0129  5    6 
REL-REF    (A,,J.C.Overley+,J,NP,65,156,1965)                     F0129  5    7 
STATUS     (CURVE) Fig.7 from Phys.Rev.,137(1965)B1504            F0129  5    8 
           (DEP,F0129003) Angular distributions                   F0129  5    9 
            Energy values were taken from the text.               F0129  5   10 
HISTORY    (20200509A) SD: SF9=EXP deleted from REACTION code.    F0129  5   11 
           DATA-ERR3->ERR-DIG. STATUS updated. ERR-ANALYS deleted.F0129  5   12 
           REL-REF added. Data from another publ.(see REL-REF)    F0129  5   13 
           were deleted. Data were re-digitized.                  F0129  5   14 
ENDBIB              12          0                                 F0129  5   15 
COMMON               1          3                                 F0129  5   16 
ERR-DIG                                                           F0129  5   17 
MB                                                                F0129  5   18 
  0.2                                                             F0129  5   19 
ENDCOMMON            3          0                                 F0129  5   20 
DATA                 2          2                                 F0129  5   21 
EN         DATA                                                   F0129  5   22 
MEV        MB                                                     F0129  5   23 
 7.1        144.4                                                 F0129  5   24 
 8.2        123.2                                                 F0129  5   25 
ENDDATA              4          0                                 F0129  5   26 
ENDSUBENT           25          0                                 F0129  599999 
SUBENT        F0129006   20200509                             F077F0129  6    1 
BIB                  6         11                                 F0129  6    2 
REACTION   (4-BE-9(P,N)5-B-9,PAR,POL/DA)                          F0129  6    3 
SAMPLE     Beryllium target was prepared by evaporating the       F0129  6    4 
           element on a 0.020-in. tantalum backing. Target was    F0129  6    5 
           approximately 100-keV thick to a 8 MeV protons.        F0129  6    6 
METHOD     (DSCAT) Liquid helium analyzer                         F0129  6    7 
ERR-ANALYS (DATA-ERR) Error from graphic bars (relative).         F0129  6    8 
           Uncertainty due to counting statistics and             F0129  6    9 
           of (p,n0) neutron separation. Generally, relative      F0129  6   10 
           errors were of the  order of 5% or less.               F0129  6   11 
STATUS     (CURVE) Fig.4 from Phys.Rev.,137(1965)B1504            F0129  6   12 
HISTORY    (20200509C) SD                                         F0129  6   13 
ENDBIB              11          0                                 F0129  6   14 
COMMON               2          3                                 F0129  6   15 
ANG-ERR-D  ERR-DIG                                                F0129  6   16 
ADEG       NO-DIM                                                 F0129  6   17 
  0.2       0.0015                                                F0129  6   18 
ENDCOMMON            3          0                                 F0129  6   19 
DATA                 4         46                                 F0129  6   20 
EN         ANG-CM     DATA       DATA-ERR                         F0129  6   21 
MEV        ADEG       NO-DIM     NO-DIM                           F0129  6   22 
        7.1       10.7     0.0141     0.0767                      F0129  6   23 
        7.1       21.3    -0.3113     0.0583                      F0129  6   24 
        7.1       33.2    -0.3911     0.0491                      F0129  6   25 
        7.1       44.6    -0.5660     0.0675                      F0129  6   26 
        7.1       56.0    -0.5813     0.0491                      F0129  6   27 
        7.1       67.1    -0.6888     0.0430                      F0129  6   28 
        7.1       76.8    -0.5567     0.0460                      F0129  6   29 
        7.1       87.3    -0.4738     0.0491                      F0129  6   30 
        7.6       16.4    -0.0934     0.0586                      F0129  6   31 
        7.6       33.6    -0.1207     0.0648                      F0129  6   32 
        7.6       54.6    -0.5585     0.0586                      F0129  6   33 
        7.6       55.9    -0.4535     0.0525                      F0129  6   34 
        7.6       77.2    -0.5332     0.0556                      F0129  6   35 
        7.6       97.4    -0.3907     0.0494                      F0129  6   36 
        8.1       10.0    -0.0864     0.0681                      F0129  6   37 
        8.1       21.6    -0.1387     0.0866                      F0129  6   38 
        8.1       33.3    -0.2869     0.0712                      F0129  6   39 
        8.1       45.2    -0.3609     0.0619                      F0129  6   40 
        8.1       56.0    -0.4318     0.0557                      F0129  6   41 
        8.1       66.1    -0.4966     0.0495                      F0129  6   42 
        8.1       77.1    -0.5675     0.0588                      F0129  6   43 
        8.1       87.9    -0.5486     0.0804                      F0129  6   44 
        8.5       16.4    -0.0606     0.0807                      F0129  6   45 
        8.5       33.5    -0.0597     0.0776                      F0129  6   46 
        8.5       56.1    -0.3597     0.0745                      F0129  6   47 
        8.5       77.2    -0.2622     0.0963                      F0129  6   48 
        8.5       97.3    -0.1742     0.0870                      F0129  6   49 
        9.1        8.9     0.0159     0.0431                      F0129  6   50 
        9.1       20.4     0.0773     0.0738                      F0129  6   51 
        9.1       32.2     0.0002     0.0554                      F0129  6   52 
        9.1       44.3    -0.2030     0.0462                      F0129  6   53 
        9.1       55.0    -0.2832     0.0369                      F0129  6   54 
        9.1       65.1    -0.3756     0.0431                      F0129  6   55 
        9.1       75.4    -0.4649     0.0400                      F0129  6   56 
        9.1       81.1    -0.4189     0.0462                      F0129  6   57 
        9.1       86.0    -0.2497     0.0585                      F0129  6   58 
       10.0        9.8     0.0371     0.0767                      F0129  6   59 
       10.0       20.8    -0.0401     0.0706                      F0129  6   60 
       10.0       33.1    -0.0774     0.0737                      F0129  6   61 
       10.0       43.5    -0.1852     0.0553                      F0129  6   62 
       10.0       54.7    -0.2655     0.0675                      F0129  6   63 
       10.0       64.8    -0.3303     0.0706                      F0129  6   64 
       10.0       75.7    -0.2908     0.0553                      F0129  6   65 
       11.1       21.6    -0.1832     0.0711                      F0129  6   66 
       11.1       44.6    -0.2879     0.0556                      F0129  6   67 
       11.1       66.5    -0.2350     0.0587                      F0129  6   68 
ENDDATA             48          0                                 F0129  6   69 
ENDSUBENT           68          0                                 F0129  699999 
SUBENT        F0129007   20200509                             F077F0129  7    1 
BIB                  6         13                                 F0129  7    2 
REACTION   (5-B-11(P,N)6-C-11,PAR,POL/DA)                         F0129  7    3 
SAMPLE     Boron target (98% 11B) was made as a self-supporting   F0129  7    4 
           colloidal suspension. The suspension was secured to theF0129  7    5 
           backing (0.040-in. gold) by an evaporated thin film    F0129  7    6 
            (~100 mu-g/cm2) of gold. Target was approximately     F0129  7    7 
           100-keV thick to a 8 MeV protons.                      F0129  7    8 
METHOD     (DSCAT) Liquid helium analyzer                         F0129  7    9 
ERR-ANALYS (DATA-ERR) Error from graphic bars (relative).         F0129  7   10 
           Uncertainty due to counting statistics and             F0129  7   11 
           of (p,n0) neutron separation. Generally, relative      F0129  7   12 
           errors were of the  order of 5% or less.               F0129  7   13 
STATUS     (CURVE) Fig.5 from Phys.Rev.,137(1965)B1504            F0129  7   14 
HISTORY    (20200509C) SD                                         F0129  7   15 
ENDBIB              13          0                                 F0129  7   16 
COMMON               2          3                                 F0129  7   17 
ANG-ERR-D  ERR-DIG                                                F0129  7   18 
ADEG       NO-DIM                                                 F0129  7   19 
     0.2     0.0021                                               F0129  7   20 
ENDCOMMON            3          0                                 F0129  7   21 
DATA                 4         56                                 F0129  7   22 
EN         ANG-CM     DATA       DATA-ERR                         F0129  7   23 
MEV        ADEG       NO-DIM     NO-DIM                           F0129  7   24 
        7.1       12.7    -0.0549     0.0464                      F0129  7   25 
        7.1       24.3    -0.0692     0.0464                      F0129  7   26 
        7.1       35.6    -0.0865     0.0464                      F0129  7   27 
        7.1       45.7     0.0135     0.0402                      F0129  7   28 
        7.1       56.6     0.1384     0.0433                      F0129  7   29 
        7.1       68.0     0.1644     0.0526                      F0129  7   30 
        7.1       77.8     0.1933     0.0526                      F0129  7   31 
        7.1       88.1    -0.0005     0.0650                      F0129  7   32 
        7.6       12.4    -0.0503     0.0529                      F0129  7   33 
        7.6       23.0    -0.1829     0.0529                      F0129  7   34 
        7.6       34.8    -0.2314     0.0529                      F0129  7   35 
        7.6       45.2    -0.2427     0.0591                      F0129  7   36 
        7.6       55.9    -0.2509     0.0622                      F0129  7   37 
        7.6       67.1    -0.0692     0.0653                      F0129  7   38 
        7.6       77.3    -0.1272     0.0591                      F0129  7   39 
        7.6       87.4     0.1258     0.0622                      F0129  7   40 
        7.9       11.4    -0.0838     0.0402                      F0129  7   41 
        7.9       22.1    -0.1565     0.0525                      F0129  7   42 
        7.9       34.0    -0.1487     0.0463                      F0129  7   43 
        7.9       45.4     0.0198     0.0525                      F0129  7   44 
        7.9       55.5     0.0706     0.0526                      F0129  7   45 
        7.9       66.5     0.2513     0.0525                      F0129  7   46 
        7.9       77.2     0.0519     0.0556                      F0129  7   47 
        7.9       86.8    -0.1292     0.0649                      F0129  7   48 
        8.5       11.5    -0.2767     0.0585                      F0129  7   49 
        8.5       21.9    -0.5031     0.0554                      F0129  7   50 
        8.5       33.4    -0.5140     0.0584                      F0129  7   51 
        8.5       44.2    -0.4018     0.0584                      F0129  7   52 
        8.5       55.6    -0.0835     0.0585                      F0129  7   53 
        8.5       66.5     0.1179     0.0769                      F0129  7   54 
        8.5       76.4     0.3007     0.0769                      F0129  7   55 
        8.5       86.5     0.0373     0.1138                      F0129  7   56 
        9.4       11.8    -0.0843     0.0433                      F0129  7   57 
        9.4       22.8    -0.2756     0.0526                      F0129  7   58 
        9.4       34.6    -0.3525     0.0495                      F0129  7   59 
        9.4       45.2    -0.4634     0.0433                      F0129  7   60 
        9.4       56.0    -0.3858     0.0433                      F0129  7   61 
        9.4       67.1    -0.2525     0.0618                      F0129  7   62 
        9.4       77.1    -0.1749     0.0495                      F0129  7   63 
        9.4       86.9     0.0943     0.0835                      F0129  7   64 
       10.3       11.2     0.0306     0.0463                      F0129  7   65 
       10.3       22.0     0.0531     0.0525                      F0129  7   66 
       10.3       33.7     0.0479     0.0463                      F0129  7   67 
       10.3       44.6    -0.0005     0.0555                      F0129  7   68 
       10.3       55.5    -0.1724     0.0494                      F0129  7   69 
