ENTRY            F1303   20170203                             F064F1303  0    1 
SUBENT        F1303001   20170203                             F064F1303  1    1 
BIB                 11         20                                 F1303  1    2 
TITLE      Inelastic 9Be+a scattering at 90 MeV: Whether the      F1303  1    3 
           concept of the Be-9 structure should be changed?       F1303  1    4 
AUTHOR     (A.S.Demyanova,A.A.Ogloblin,A.N.Danilov,S.V.Dmitriev,  F1303  1    5 
           V.I.Starostin,S.A.Goncharov,T.L.Belyaeva,V.Trzaska)    F1303  1    6 
INSTITUTE  (4RUSKUR,4RUSMOS,3MEXIFM,2SF JYV)                      F1303  1    7 
REFERENCE  (J,ZEP,104,(5),299,2016)                               F1303  1    8 
           #doi:10.7868/S0370274X1617001X                         F1303  1    9 
           (J,JEL,104,289,2016) English translation               F1303  1   10 
           #doi:10.1134/S0021364016170070                         F1303  1   11 
REL-REF    (N,F1302001,A.S.Demyanova+,J,ZEP,102,(7),467,2015)     F1303  1   12 
           Data for 2.43 MeV exited state of Be-9 are given.      F1303  1   13 
           (N,F1302001,A.S.Demyanova+,J,JEL,102,(7),413,2015)     F1303  1   14 
           English translation                                    F1303  1   15 
FACILITY   (CYCLO,2SF JYV)                                        F1303  1   16 
DETECTOR   (TELES) Telescope of delta E-E semiconductor           F1303  1   17 
           detectors was used.                                    F1303  1   18 
METHOD     (EDE)                                                  F1303  1   19 
ERR-ANALYS (ERR-S)    Statistical errors are presented            F1303  1   20 
STATUS     (APRVD)    Entry was approved by authors               F1303  1   21 
HISTORY    (20170203C)                                            F1303  1   22 
ENDBIB              20          0                                 F1303  1   23 
COMMON               1          3                                 F1303  1   24 
EN                                                                F1303  1   25 
MEV                                                               F1303  1   26 
        90.                                                       F1303  1   27 
ENDCOMMON            3          0                                 F1303  1   28 
ENDSUBENT           27          0                                 F1303  199999 
SUBENT        F1303002   20170203                             F064F1303  2    1 
BIB                  3          3                                 F1303  2    2 
REACTION   (4-BE-9(A,INL)4-BE-9,PAR,DA)                           F1303  2    3 
STATUS     (TABLE)  Data for Fig. 4 from ZEP,104,299,2016.        F1303  2    4 
HISTORY    (20170202R) Data were presented by Dr. A.S.Demyanova.  F1303  2    5 
ENDBIB               3          0                                 F1303  2    6 
NOCOMMON             0          0                                 F1303  2    7 
DATA                 4        108                                 F1303  2    8 
       4.70      92.21    0.00627    0.00118                      F1303  2   59 
       4.70      97.18    0.00848     0.0016                      F1303  2   60 
       6.76       8.86    5.55616     0.7561                      F1303  2   61 
       6.76      10.34    6.54681    0.85467                      F1303  2   62 
       6.76      13.28      3.332     0.6125                      F1303  2   63 
       6.76      14.46    5.86917    0.62266                      F1303  2   64 
       6.76      15.93    3.17228    0.51427                      F1303  2   65 
       6.76      16.96     2.3223    0.15357                      F1303  2   66 
       6.76      18.43    1.40828    0.10046                      F1303  2   67 
       6.76      19.17    0.66172     0.0914                      F1303  2   68 
       6.76      20.63    0.43397    0.08333                      F1303  2   69 
       6.76      23.56    0.56764    0.13185                      F1303  2   70 
       6.76        24.    0.50449    0.12351                      F1303  2   71 
       6.76      24.88    0.91919    0.09517                      F1303  2   72 
       6.76      25.02    0.78618    0.18221                      F1303  2   73 
       6.76      25.46     1.0966    0.14303                      F1303  2   74 
       6.76      26.19    1.13614    0.12606                      F1303  2   75 
       6.76      27.65    1.26467    0.11149                      F1303  2   76 
       6.76       29.4    1.49995    0.15021                      F1303  2   77 
       6.76      30.56     1.3836    0.16955                      F1303  2   78 
       6.76      30.85    1.40659    0.12299                      F1303  2   79 
       6.76      32.01    1.39394    0.16384                      F1303  2   80 
       6.76      34.47    0.47897    0.11607                      F1303  2   81 
       6.76      35.91    0.28573    0.07977                      F1303  2   82 
       6.76      37.35    0.55889    0.14219                      F1303  2   83 
       6.76      38.79    1.18902     0.1093                      F1303  2   84 
       6.76      40.23    1.28752    0.06413                      F1303  2   85 
       6.76      41.66    1.35633    0.06733                      F1303  2   86 
       6.76       43.8    1.02646    0.06118                      F1303  2   87 
       6.76      45.22    0.86902    0.04777                      F1303  2   88 
       6.76      47.06    0.80723    0.05145                      F1303  2   89 
       6.76      48.48     0.7137    0.04679                      F1303  2   90 
       6.76      50.17    0.66588    0.04156                      F1303  2   91 
       6.76      51.57    0.62122    0.03946                      F1303  2   92 
       6.76      53.67    0.46939    0.04155                      F1303  2   93 
       6.76      55.07    0.44047    0.03374                      F1303  2   94 
       6.76      56.87    0.33438    0.02912                      F1303  2   95 
       6.76      58.25    0.33413    0.02914                      F1303  2   96 
       6.76      60.53    0.30037    0.02599                      F1303  2   97 
       6.76      61.89    0.27724    0.02251                      F1303  2   98 
       6.76      63.32    0.26705    0.03291                      F1303  2   99 
       6.76      64.68    0.26165    0.03038                      F1303  2  100 
       6.76      66.04    0.20866    0.03298                      F1303  2  101 
       6.76      67.38     0.2376     0.0284                      F1303  2  102 
       6.76      68.72    0.22568    0.02604                      F1303  2  103 
       6.76      69.79    0.20014    0.03049                      F1303  2  104 
       6.76      71.12    0.20076    0.02601                      F1303  2  105 
       6.76      71.39    0.18908    0.02212                      F1303  2  106 
       6.76      72.71    0.18811    0.02113                      F1303  2  107 
       6.76      74.03    0.15926    0.01671                      F1303  2  108 
       6.76      75.99    0.14137    0.02449                      F1303  2  109 
       6.76      77.29    0.11923    0.02455                      F1303  2  110 
       6.76      78.97    0.07956    0.01665                      F1303  2  111 
       6.76      80.26    0.06514    0.01644                      F1303  2  112 
       6.76      82.17    0.06039     0.0175                      F1303  2  113 
       6.76      83.44    0.04662    0.01761                      F1303  2  114 
       6.76      86.73    0.03473    0.01389                      F1303  2  115 
       6.76      87.97    0.03485    0.00964                      F1303  2  116 
       6.76      92.61    0.01096    0.00744                      F1303  2  117 
       6.76      93.81    0.01887    0.01073                      F1303  2  118 
ENDDATA            110          0                                 F1303  2  119 
ENDSUBENT          118          0                                 F1303  299999 
ENDENTRY             2          0                                 F130399999999 
