ENTRY            10276   20011227                             00001027600000001 
SUBENT        10276001   20011227                             00001027600100001 
BIB                 13         25                                 1027600100002 
INSTITUTE  (1USAORL)                                              1027600100003 
REFERENCE  (R,ORNL-4780,197204)                                   1027600100004 
AUTHOR     (W.E.Kinney,F.G.Perey)                                 1027600100005 
TITLE      Neutron elastic- and inelastic- scattering cross       1027600100006 
            sections for oxygen in the energy range 4.34 to 8.56  1027600100007 
            MeV                                                   1027600100008 
FACILITY   (VDG,1USAORL) Van de Graaff, pulsed at 2 mHz and       1027600100009 
            bunched.                                              1027600100010 
INC-SOURCE (D-D) D(d,n) reaction using gas cells 1 and 2 cm       1027600100011 
            in length.  Neutron energy resolution between         1027600100012 
            60 and 70 keV.                                        1027600100013 
SAMPLE      Water contained in cylindrical can 1.61 cm diameter,  1027600100014 
            2.67 cm high placed 10 to 30 cm from gas cell.        1027600100015 
METHOD     (TOF) 2.5 ns resolution (FWHM) 2 mHz repetition rate.  1027600100016 
DETECTOR   (SCIN) 12.5 cm dia NE 213 liquid scintillator viewed   1027600100017 
            by XP-1040 photomultipliers.  Flight paths of 4 to 6  1027600100018 
            meters employed.                                      1027600100019 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1027600100020 
CORRECTION  Corrected for multiple scattering and other finite    1027600100021 
            sample size effects.                                  1027600100022 
STATUS     (APRVD) Approved by author.                            1027600100023 
HISTORY    (19720712R)                                            1027600100024 
           (19750902A) Standard corrected                         1027600100025 
           (19830111A) Converted to REACTION formalism            1027600100026 
           (20011227A) Updated to new date formats, lower case.   1027600100027 
ENDBIB              25          0                                 1027600100028 
NOCOMMON             0          0                                 1027600100029 
ENDSUBENT           28          0                                 1027600199999 
SUBENT        10276002   20011227                             00001027600200001 
BIB                  3          8                                 1027600200002 
REACTION   (8-O-16(N,EL)8-O-16,,DA)                               1027600200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1027600200004 
            . geometric parameters,                               1027600200005 
            . finite size corrections,                            1027600200006 
            . statistics,                                         1027600200007 
            . residual background effects due to peak stripping   1027600200008 
              procedures.                                         1027600200009 
HISTORY    (19820111A) Subentries 2,4,6,8,10,12,15,18 combined.   1027600200010 
ENDBIB               8          0                                 1027600200011 
NOCOMMON             0          0                                 1027600200012 
DATA                 6        138                                 1027600200013 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1027600200014 
  4.92     0.06        131.79         77.50     8.0        9.1    1027600200052 
  4.92     0.06        138.97         58.54     8.0        7.7    1027600200053 
  6.01     0.08         15.93        488.89    11.3       12.6    1027600200054 
  6.01     0.08         23.88        290.17    10.4       14.1    1027600200055 
  6.01     0.08         29.16        208.87     8.0        9.5    1027600200056 
  6.01     0.08         37.06         84.09    15.8       12.6    1027600200057 
  6.01     0.08         44.93         46.55    23.4       23.9    1027600200058 
  6.01     0.08         50.15         41.07    13.8       10.7    1027600200059 
  6.01     0.08         57.94         30.16    15.8       15.2    1027600200060 
  6.01     0.08         65.68         30.27    13.2       15.7    1027600200061 
  6.01     0.08         73.37         61.44     8.1        8.7    1027600200062 
  6.01     0.08         81.01         79.61     7.7        8.7    1027600200063 
  6.01     0.08         88.58         94.11     7.4        5.9    1027600200064 
  6.01     0.08         96.09        106.18     6.7        6.7    1027600200065 
  6.01     0.08        103.54         99.80     8.0        8.5    1027600200066 
  6.01     0.08        110.93         95.72     7.8        8.4    1027600200067 
  6.01     0.08        122.63         91.36     8.6        9.9    1027600200068 
  6.01     0.08        129.87         87.88     8.5        7.9    1027600200069 
  6.01     0.08        137.06         88.89    10.1       10.5    1027600200070 
  6.44     0.07         15.93        200.74    16.5       18.7    1027600200071 
  6.44     0.07         23.88        169.36    15.9       15.8    1027600200072 
  6.44     0.07         29.16        162.52     7.3        9.1    1027600200073 
  6.44     0.07         37.06         95.86     7.4        6.8    1027600200074 
  6.44     0.07         44.93         47.03    11.5       10.2    1027600200075 
  6.44     0.07         50.15         38.24    11.0       10.5    1027600200076 
  6.44     0.07         57.94         13.99    17.3        9.9    1027600200077 
  6.44     0.07         65.68          9.64    12.9       16.5    1027600200078 
  6.44     0.07         73.37         22.56     8.8       10.4    1027600200079 
  6.44     0.07         81.01         41.87     5.7        8.5    1027600200080 
  6.44     0.07         88.58         59.28     6.1        6.2    1027600200081 
  6.44     0.07         96.09         77.94     5.1        6.0    1027600200082 
  6.44     0.07        103.54         82.48     5.6        6.4    1027600200083 
  6.44     0.07        110.92         75.16     5.9        5.7    1027600200084 
  6.44     0.07        122.63         60.30     5.7        7.0    1027600200085 
  6.44     0.07        129.87         46.15     5.7        7.9    1027600200086 
  6.44     0.07        137.06         41.26     6.3        7.4    1027600200087 
  7.03     0.06         29.16        118.61     9.3        7.7    1027600200088 
  7.03     0.06         37.06         73.17    10.4       13.4    1027600200089 
  7.03     0.06         44.92         49.82     9.1        9.1    1027600200090 
  7.03     0.06         50.15         37.65    10.8        7.0    1027600200091 
  7.03     0.06         57.94         20.65    15.7       11.0    1027600200092 
  7.03     0.06         65.68         16.76     7.3       13.9    1027600200093 
  7.03     0.06         73.37         25.63     5.7       10.2    1027600200094 
  7.03     0.06         81.00         40.94     5.3        7.0    1027600200095 
  7.03     0.06         88.58         59.19     4.7        7.6    1027600200096 
  7.03     0.06         96.09         76.67     7.8        7.0    1027600200097 
  7.03     0.06        103.54         77.39     4.6        7.9    1027600200098 
  7.03     0.06        110.93         73.58     5.6        5.6    1027600200099 
  7.03     0.06        122.63         61.98     5.8        5.8    1027600200100 
  7.03     0.06        129.87         44.07     5.6        6.5    1027600200101 
  7.03     0.06        137.06         36.56     7.0        7.1    1027600200102 
  7.54     0.06         15.93        238.01    14.2       17.3    1027600200103 
  7.54     0.06         29.16        120.42     8.2        8.3    1027600200104 
  7.54     0.06         37.06         74.37     9.6       11.3    1027600200105 
  7.54     0.06         44.93         47.70    13.3       13.0    1027600200106 
  7.54     0.06         50.14         44.72     8.1       11.2    1027600200107 
  7.54     0.06         57.94         26.40    12.3       18.1    1027600200108 
  7.54     0.06         65.69         25.36     7.4       13.0    1027600200109 
  7.54     0.06         73.37         32.69     6.2       11.0    1027600200110 
  7.54     0.06         81.01         42.51     6.7        8.4    1027600200111 
  7.54     0.06         88.58         59.30     5.3        7.1    1027600200112 
  7.54     0.06         96.09         74.42     4.9        7.9    1027600200113 
  7.54     0.06        103.53         77.94     5.8        7.0    1027600200114 
  7.54     0.06        110.93         74.00     5.8        7.0    1027600200115 
  7.54     0.06        122.62         49.91     4.1        8.9    1027600200116 
  7.54     0.06        129.87         30.55     5.9        8.3    1027600200117 
  7.54     0.06        137.06         18.71     8.6       11.6    1027600200118 
  8.04     0.05         29.16        105.71    10.4       13.0    1027600200119 
  8.04     0.05         37.06         47.42    16.7       14.6    1027600200120 
  8.04     0.05         44.93         25.39    17.5       16.8    1027600200121 
  8.04     0.05         50.15         23.21    10.4       11.2    1027600200122 
  8.04     0.05         57.94         14.60    15.5       16.0    1027600200123 
  8.04     0.05         65.68         20.63    13.1       12.3    1027600200124 
  8.04     0.05         73.37         35.34    10.1        9.2    1027600200125 
  8.04     0.05         81.01         47.61     7.1       11.9    1027600200126 
  8.04     0.05         88.58         52.03     7.7        9.6    1027600200127 
  8.04     0.05         96.09         55.87     8.7       15.2    1027600200128 
  8.04     0.05        103.53         47.56     7.5        8.5    1027600200129 
  8.04     0.05        110.93         37.39     7.1        9.0    1027600200130 
  8.04     0.05        122.62         28.77     6.6        8.3    1027600200131 
  8.04     0.05        129.87         23.58     7.9        7.4    1027600200132 
  8.04     0.05        137.06         24.69     9.6        7.4    1027600200133 
  8.56     0.05         15.93        308.35    12.0       12.7    1027600200134 
  8.56     0.05         23.88        133.63    19.6       20.2    1027600200135 
  8.56     0.05         29.16         91.14    11.6       11.7    1027600200136 
  8.56     0.05         37.06         36.38    15.0       12.9    1027600200137 
  8.56     0.05         44.92         10.14    28.2       33.4    1027600200138 
  8.56     0.05         44.93         10.98    20.4       21.0    1027600200139 
  8.56     0.05         50.15          1.45   117.5       57.1    1027600200140 
  8.56     0.05         52.75          3.74    95.1       42.5    1027600200141 
  8.56     0.05         57.94          7.16    14.3       27.0    1027600200142 
  8.56     0.05         60.53         20.31    16.2       10.8    1027600200143 
  8.56     0.05         65.68         28.77     9.1       14.5    1027600200144 
  8.56     0.05         73.37         50.24     8.2        9.4    1027600200145 
  8.56     0.05         81.01         57.74     6.8       11.9    1027600200146 
  8.56     0.05         88.58         50.98    12.5       11.6    1027600200147 
  8.56     0.05         96.09         57.66     6.7       10.3    1027600200148 
  8.56     0.05        103.54         43.84     4.5        8.5    1027600200149 
  8.56     0.05        110.92         28.94    11.3        9.5    1027600200150 
  8.56     0.05        122.63         25.73     8.8       11.1    1027600200151 
  8.56     0.05        129.87         33.84    10.9        7.5    1027600200152 
  8.56     0.05        137.06         37.11     9.2       10.6    1027600200153 
ENDDATA            140          0                                 1027600200154 
ENDSUBENT          153          0                                 1027600299999 
SUBENT        10276003   20011227                             00001027600300001 
BIB                  3          8                                 1027600300002 
REACTION   (8-O-16(N,EL)8-O-16,,DA,,LEG/2L2)                      1027600300003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1027600300004 
            . geometric parameters,                               1027600300005 
            . finite size corrections,                            1027600300006 
            . statistics,                                         1027600300007 
            . residual background effects due to peak stripping   1027600300008 
              procedures.                                         1027600300009 
HISTORY    (19820111A) Subentries 3,5,7,9,11,13,16,19 combined.   1027600300010 
ENDBIB               8          0                                 1027600300011 
NOCOMMON             0          0                                 1027600300012 
DATA                 5         72                                 1027600300013 
EN         EN-RSL     NUMBER     DATA       DATA-ERR              1027600300014 
MEV        MEV        NO-DIM     MB/SR      PER-CENT              1027600300015 
  4.34     0.07        0.          323.26343    2.0               1027600300016 
  4.34     0.07        1.          128.79865    4.0               1027600300017 
  4.34     0.07        2.           91.47655    5.0               1027600300018 
  4.34     0.07        3.           54.64304    7.0               1027600300019 
  4.34     0.07        4.           17.45148   18.0               1027600300020 
  4.34     0.07        5.            5.70827   39.0               1027600300021 
  4.34     0.07        6.            3.86886   48.0               1027600300022 
  4.92     0.06        0.          154.72736    2.0               1027600300023 
  4.92     0.06        1.           18.52837   15.0               1027600300024 
  4.92     0.06        2.           14.71479   18.0               1027600300025 
  4.92     0.06        3.           23.47385    9.0               1027600300026 
  4.92     0.06        4.            4.25453   46.0               1027600300027 
  4.92     0.06        5.           -3.65671   42.0               1027600300028 
  4.92     0.06        6.           -1.04994  115.0               1027600300029 
  4.92     0.06        7.           -0.89900  130.0               1027600300030 
  6.01     0.08        0.          203.37531    3.0               1027600300031 
  6.01     0.08        1.           27.61330   21.0               1027600300032 
  6.01     0.08        2.           39.55037   14.0               1027600300033 
  6.01     0.08        3.           42.45798    9.0               1027600300034 
  6.01     0.08        4.           32.42499   11.0               1027600300035 
  6.01     0.08        5.           16.34142   18.0               1027600300036 
  6.01     0.08        6.            7.73927   32.0               1027600300037 
  6.01     0.08        7.            6.34801   36.0               1027600300038 
  6.01     0.08        8.            3.78395   40.0               1027600300039 
  6.01     0.08        9.            2.44105   61.0               1027600300040 
  6.44     0.07        0.          122.08974    2.0               1027600300041 
  6.44     0.07        1.           16.87874   16.0               1027600300042 
  6.44     0.07        2.           15.92367   16.0               1027600300043 
  6.44     0.07        3.           25.27797    8.0               1027600300044 
  6.44     0.07        4.           12.97415   12.0               1027600300045 
  6.44     0.07        5.           -1.53077   80.0               1027600300046 
  6.44     0.07        6.           -1.06600   78.0               1027600300047 
  6.44     0.07        7.            0.58704  132.0               1027600300048 
  7.03     0.06        0.          118.58188    5.0               1027600300049 
  7.03     0.06        1.           16.78435   34.0               1027600300050 
  7.03     0.06        2.           14.09226   42.0               1027600300051 
  7.03     0.06        3.           24.34073   19.0               1027600300052 
  7.03     0.06        4.           13.71324   31.0               1027600300053 
  7.03     0.06        5.            0.89908  402.0               1027600300054 
  7.03     0.06        6.            2.49192  105.0               1027600300055 
  7.03     0.06        7.            2.51517   83.0               1027600300056 
  7.03     0.06        8.            1.26619   91.0               1027600300057 
  7.03     0.06        9.            0.91355  109.0               1027600300058 
  7.54     0.06        0.          115.10645    3.0               1027600300059 
  7.54     0.06        1.           24.39861   13.0               1027600300060 
  7.54     0.06        2.           11.30394   26.0               1027600300061 
  7.54     0.06        3.           23.41466   10.0               1027600300062 
  7.54     0.06        4.           14.75196   15.0               1027600300063 
  7.54     0.06        5.            0.52005  364.0               1027600300064 
  7.54     0.06        6.            3.60260   40.0               1027600300065 
  7.54     0.06        7.            2.83962   42.0               1027600300066 
  7.54     0.06        8.            0.71952  115.0               1027600300067 
  7.54     0.06        9.            0.66956  103.0               1027600300068 
  8.04     0.05        0.           94.82703    7.0               1027600300069 
  8.04     0.05        1.           24.63556   25.0               1027600300070 
  8.04     0.05        2.           17.06116   35.0               1027600300071 
  8.04     0.05        3.           20.75504   24.0               1027600300072 
  8.04     0.05        4.           18.78998   24.0               1027600300073 
  8.04     0.05        5.            8.64078   41.0               1027600300074 
  8.04     0.05        6.            3.29581   77.0               1027600300075 
  8.04     0.05        7.            3.32402   58.0               1027600300076 
  8.04     0.05        8.            2.02253   58.0               1027600300077 
  8.04     0.05        9.            1.26456   67.0               1027600300078 
  8.56     0.05        0.           95.14551    4.0               1027600300079 
  8.56     0.05        1.           17.11748   18.0               1027600300080 
  8.56     0.05        2.           14.48577   21.0               1027600300081 
  8.56     0.05        3.           16.73456   14.0               1027600300082 
  8.56     0.05        4.           19.31073   10.0               1027600300083 
  8.56     0.05        5.           10.94458   15.0               1027600300084 
  8.56     0.05        6.            1.10850  106.0               1027600300085 
  8.56     0.05        7.            0.71944  152.0               1027600300086 
  8.56     0.05        8.            0.76742   99.0               1027600300087 
ENDDATA             74          0                                 1027600300088 
ENDSUBENT           87          0                                 1027600399999 
NOSUBENT      10276004   19830111                             00001027600400001 
NOSUBENT      10276005   19830111                             00001027600500001 
NOSUBENT      10276006   19830111                             00001027600600001 
NOSUBENT      10276007   19830111                             00001027600700001 
NOSUBENT      10276008   19830111                             00001027600800001 
NOSUBENT      10276009   19830111                             00001027600900001 
NOSUBENT      10276010   19830111                             00001027601000001 
NOSUBENT      10276011   19830111                             00001027601100001 
NOSUBENT      10276012   19830111                             00001027601200001 
NOSUBENT      10276013   19830111                             00001027601300001 
SUBENT        10276014   20011227                             00001027601400001 
BIB                  3          8                                 1027601400002 
REACTION   (8-O-16(N,INL)8-O-16,PAR,DA)                           1027601400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1027601400004 
            . geometric parameters,                               1027601400005 
            . finite size corrections,                            1027601400006 
            . statistics,                                         1027601400007 
            . residual background effects due to peak stripping   1027601400008 
              procedures.                                         1027601400009 
HISTORY    (19820111A) Subentries 14,17,20 combined.              1027601400010 
ENDBIB               8          0                                 1027601400011 
COMMON               2          3                                 1027601400012 
E-LVL      E-LVL                                                  1027601400013 
MEV        MEV                                                    1027601400014 
  6.052      6.131                                                1027601400015 
ENDCOMMON            3          0                                 1027601400016 
DATA                 6         26                                 1027601400017 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1027601400018 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1027601400019 
  7.54     0.06         32.05         39.56    33.1       24.5    1027601400020 
  7.54     0.06         40.69         44.22    24.8       24.8    1027601400021 
  7.54     0.06         49.24         32.08    29.2       29.4    1027601400022 
  7.54     0.06         54.76         25.05    31.4       29.2    1027601400023 
  8.04     0.05         53.76         10.43    27.1       21.4    1027601400024 
  8.04     0.05         61.85          6.94    24.3       21.5    1027601400025 
  8.04     0.05         85.31          8.99    27.0       29.0    1027601400026 
  8.04     0.05         93.55          8.96    52.8       25.9    1027601400027 
  8.04     0.05        100.97         14.59    23.7       25.6    1027601400028 
  8.56     0.05         30.90         24.91    22.0       20.5    1027601400029 
  8.56     0.05         39.28         22.85    14.7       20.4    1027601400030 
  8.56     0.05         47.53         18.71    18.3       17.1    1027601400031 
  8.56     0.05         47.56         26.15    14.7       11.8    1027601400032 
  8.56     0.05         53.00         23.23    11.4       12.2    1027601400033 
  8.56     0.05         55.71         25.21     9.9       14.8    1027601400034 
  8.56     0.05         61.09         24.26    12.6       13.8    1027601400035 
  8.56     0.05         69.12         25.38    37.5       13.8    1027601400036 
  8.56     0.05         77.00         22.42    12.3       15.3    1027601400037 
  8.56     0.05         84.77         22.22    11.0       17.2    1027601400038 
  8.56     0.05         92.44         23.77    10.9       11.2    1027601400039 
  8.56     0.05         99.96         25.58     9.2       10.7    1027601400040 
  8.56     0.05        107.38         27.64    10.6       10.3    1027601400041 
  8.56     0.05        114.65         24.50     9.6       10.0    1027601400042 
  8.56     0.05        126.01         28.33    12.5       16.4    1027601400043 
  8.56     0.05        132.96         26.72    13.8       13.8    1027601400044 
  8.56     0.05        139.84         28.37    16.0       17.9    1027601400045 
ENDDATA             28          0                                 1027601400046 
ENDSUBENT           45          0                                 1027601499999 
NOSUBENT      10276015   19830111                             00001027601500001 
NOSUBENT      10276016   19830111                             00001027601600001 
NOSUBENT      10276017   19830111                             00001027601700001 
NOSUBENT      10276018   19830111                             00001027601800001 
NOSUBENT      10276019   19830111                             00001027601900001 
NOSUBENT      10276020   19830111                             00001027602000001 
SUBENT        10276021   20011227                             00001027602100001 
BIB                  4          9                                 1027602100002 
REACTION   (8-O-16(N,INL)8-O-16,PAR,DA,,AV)                       1027602100003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1027602100004 
            . geometric parameters,                               1027602100005 
            . finite size corrections,                            1027602100006 
            . statistics,                                         1027602100007 
            . residual background effects due to peak stripping   1027602100008 
              procedures.                                         1027602100009 
STATUS     (DEP,10276014)  Average over angular distribution      1027602100010 
HISTORY    (19750902A) REACTION corrected. Angles added.          1027602100011 
ENDBIB               9          0                                 1027602100012 
COMMON               2          3                                 1027602100013 
E-LVL      E-LVL                                                  1027602100014 
MEV        MEV                                                    1027602100015 
  6.052      6.131                                                1027602100016 
ENDCOMMON            3          0                                 1027602100017 
DATA                 6          3                                 1027602100018 
EN         EN-RSL     ANG-MIN    ANG-MAX    DATA       DATA-ERR   1027602100019 
MEV        MEV        ADEG       ADEG       MB/SR      PER-CENT   1027602100020 
 7.54       0.06       32.05      54.76      34.15      27.4      1027602100021 
 8.04       0.05       53.76     100.97       9.10      15.0      1027602100022 
 8.56       0.05       30.90     139.84      24.54      12.5      1027602100023 
ENDDATA              5          0                                 1027602100024 
ENDSUBENT           23          0                                 1027602199999 
SUBENT        10276022   20011227                             00001027602200001 
BIB                  3         10                                 1027602200002 
REACTION   (8-O-16(N,EL)8-O-16,,SIG)                              1027602200003 
ERR-ANALYS (DATA-ERR) Includes absolute error of +/- 7% due to    1027602200004 
            estimated error in absolute value of the detector     1027602200005 
            efficiency, plus uncertainties in:                    1027602200006 
            . geometric parameters,                               1027602200007 
            . finite size corrections,                            1027602200008 
            . statistics,                                         1027602200009 
            . residual background effects due to peak stripping   1027602200010 
              procedures.                                         1027602200011 
STATUS     (DEP,10276002)                                         1027602200012 
ENDBIB              10          0                                 1027602200013 
NOCOMMON             0          0                                 1027602200014 
DATA                 4          8                                 1027602200015 
EN         EN-RSL     DATA       DATA-ERR                         1027602200016 
MEV        MEV        MB         PER-CENT                         1027602200017 
  4.34     0.07        2031.12     7.3                            1027602200018 
  4.92     0.06         972.18     7.5                            1027602200019 
  6.01     0.08        1277.84     8.0                            1027602200020 
  6.44     0.07         767.11     7.6                            1027602200021 
  7.03     0.06         745.07     9.1                            1027602200022 
  7.54     0.06         723.23     7.8                            1027602200023 
  8.04     0.05         595.82    10.4                            1027602200024 
  8.56     0.05         597.82     8.2                            1027602200025 
ENDDATA             10          0                                 1027602200026 
ENDSUBENT           25          0                                 1027602299999 
SUBENT        10276023   20011227                             00001027602300001 
BIB                  3         10                                 1027602300002 
REACTION   (8-O-16(N,INL)8-O-16,PAR,SIG)                          1027602300003 
ERR-ANALYS (DATA-ERR) Includes absolute error of +/- 7% due to    1027602300004 
            estimated error in absolute value of the detector     1027602300005 
            efficiency, plus uncertainties in:                    1027602300006 
            . geometric parameters,                               1027602300007 
            . finite size corrections,                            1027602300008 
            . statistics,                                         1027602300009 
            . residual background effects due to peak stripping   1027602300010 
              procedures.                                         1027602300011 
STATUS     (DEP,10276014)                                         1027602300012 
ENDBIB              10          0                                 1027602300013 
COMMON               2          3                                 1027602300014 
E-LVL      E-LVL                                                  1027602300015 
MEV        MEV                                                    1027602300016 
  6.052      6.131                                                1027602300017 
ENDCOMMON            3          0                                 1027602300018 
DATA                 4          3                                 1027602300019 
EN         EN-RSL     DATA       DATA-ERR                         1027602300020 
MEV        MEV        MB         PER-CENT                         1027602300021 
  7.54     0.06         429.08    27.4                            1027602300022 
  8.04     0.05         114.33    15.0                            1027602300023 
  8.56     0.05         308.43    12.5                            1027602300024 
ENDDATA              5          0                                 1027602300025 
ENDSUBENT           24          0                                 1027602399999 
ENDENTRY            23          0                                 1027699999999 
