ENTRY            C2661   20210925                             C209C2661  0    1 
SUBENT        C2661001   20210925                             C209C2661  1    1 
BIB                 12         23                                 C2661  1    2 
TITLE      Gamow-Teller strength function in 71Ge via the (p,n)   C2661  1    3 
           reaction at medium energies                            C2661  1    4 
AUTHOR     (D.Krofcheck,E.Sugarbaker,J.Rapaport,D.Wang,           C2661  1    5 
           J.N.Bahcall, R.C.Byrd,C.C.Foster,C.D.Goodman,          C2661  1    6 
           I.J.Van Heerden,C.Gaarde, J.S.Larsen,D.J.Horen,        C2661  1    7 
           T.N.Taddeucci)                                         C2661  1    8 
INSTITUTE  (1USAOSU,1USAOHO,1USAIAP,1USAINU,2DENNBI,1USAORL)      C2661  1    9 
REFERENCE  (J,PRL,55,1051,1985)                                   C2661  1   10 
           #doi:10.1103/PhysRevC.5.1562                           C2661  1   11 
FACILITY   (CYCLO,1USAINU)                                        C2661  1   12 
DETECTOR   Six 100x15x15-cm3 detectors of NE-102                  C2661  1   13 
SAMPLE     (31-GA-71,ENR=0.998) A metallic 71Gd target, 14 mg/cm2 C2661  1   14 
METHOD     (TOF) Flight path of 130 m.                            C2661  1   15 
ANALYSIS   The time-of-flight spectrum has been converted to an   C2661  1   16 
           energy scale. The neutron energy scale was calibrated  C2661  1   17 
           by use of (p,n) transition in 7Li which has known Q    C2661  1   18 
           value.                                                 C2661  1   19 
MONITOR    (3-LI-7(P,N)4-BE-7,,SIG) Conversion of time of flight  C2661  1   20 
           spectra was accomplished via energy and absolute       C2661  1   21 
           neutron-detection efficiency calibrations based on the C2661  1   22 
           7Li(p,n) reaction.                                     C2661  1   23 
MONIT-REF  (,C.D.Goodman+,J,PRL,44,1755,1980)                     C2661  1   24 
HISTORY    (20210925C) OG                                         C2661  1   25 
ENDBIB              23          0                                 C2661  1   26 
COMMON               2          3                                 C2661  1   27 
EN         EN-RSL-HW                                              C2661  1   28 
MEV        KEV                                                    C2661  1   29 
 120.        215.                                                 C2661  1   30 
ENDCOMMON            3          0                                 C2661  1   31 
ENDSUBENT           30          0                                 C2661  199999 
SUBENT        C2661002   20210925                             C209C2661  2    1 
BIB                  3          4                                 C2661  2    2 
REACTION   (31-GA-71(P,N)32-GE-71,ICL,DA/DE,N/RSD)                C2661  2    3 
ERR-ANALYS No information on uncertainties.                       C2661  2    4 
STATUS     (CURVE) Fig.2 (p.1053) in Phys.Rev.Lett.,55,1051,1985  C2661  2    5 
           was digitized by GSYS2.4.7.                            C2661  2    6 
ENDBIB               4          0                                 C2661  2    7 
NOCOMMON             0          0                                 C2661  2    8 
DATA                 4         83                                 C2661  2    9 
        5.2      0.452      0.502     17.423                      C2661  2   56 
        5.2      0.504      0.554     16.851                      C2661  2   57 
        5.2      0.551      0.601     17.423                      C2661  2   58 
        5.2      0.600       0.65     18.569                      C2661  2   59 
        5.2      0.650        0.7     18.160                      C2661  2   60 
        5.2      0.704      0.754     17.260                      C2661  2   61 
        5.2      0.753      0.803     17.751                      C2661  2   62 
        5.2      0.805      0.855     17.014                      C2661  2   63 
        5.2      0.850        0.9     22.577                      C2661  2   64 
        5.2      0.902      0.952     21.268                      C2661  2   65 
        5.2      0.953      1.003     15.051                      C2661  2   66 
        5.2      1.002      1.052      9.980                      C2661  2   67 
        9.4     -0.255     -0.205     -0.025                      C2661  2   68 
        9.4     -0.202     -0.152      8.697                      C2661  2   69 
        9.4     -0.148     -0.098     13.589                      C2661  2   70 
        9.4     -0.100      -0.05     24.183                      C2661  2   71 
        9.4     -0.047      0.003     33.556                      C2661  2   72 
        9.4      0.001      0.051     27.450                      C2661  2   73 
        9.4      0.053      0.103     12.546                      C2661  2   74 
        9.4      0.102      0.152     21.186                      C2661  2   75 
        9.4      0.150        0.2     27.951                      C2661  2   76 
        9.4      0.201      0.251     23.638                      C2661  2   77 
        9.4      0.248      0.298     16.065                      C2661  2   78 
        9.4      0.300       0.35     14.033                      C2661  2   79 
        9.4      0.347      0.397     22.346                      C2661  2   80 
        9.4      0.394      0.444     27.401                      C2661  2   81 
        9.4      0.448      0.498     20.481                      C2661  2   82 
        9.4      0.497      0.547     17.470                      C2661  2   83 
        9.4      0.546      0.596     19.429                      C2661  2   84 
        9.4      0.599      0.649     20.819                      C2661  2   85 
        9.4      0.650        0.7     21.963                      C2661  2   86 
        9.4      0.698      0.748     26.448                      C2661  2   87 
        9.4      0.747      0.797     26.126                      C2661  2   88 
        9.4      0.799      0.849     27.515                      C2661  2   89 
        9.4      0.846      0.896     25.727                      C2661  2   90 
        9.4      0.900       0.95     19.784                      C2661  2   91 
        9.4      0.948      0.998     15.878                      C2661  2   92 
        9.4      0.998      1.048     16.859                      C2661  2   93 
        9.4      1.000       1.05     60.851                      C2661  2   94 
ENDDATA             85          0                                 C2661  2   95 
ENDSUBENT           94          0                                 C2661  299999 
ENDENTRY             2          0                                 C266199999999 
