ENTRY            C2671   20211016                             C210C2671  0    1 
SUBENT        C2671001   20211016                             C210C2671  1    1 
BIB                 10         17                                 C2671  1    2 
TITLE      Search for a narrow state at 23.9 MeV in 4He in the    C2671  1    3 
           3H+p channel                                           C2671  1    4 
AUTHOR     (H.Paetz gen.Schieck,T.R.Donoghue,R.M.Prior,S.E.Darden)C2671  1    5 
INSTITUTE  (1USAOSU,1USANOT)                                      C2671  1    6 
REFERENCE  (J,NP/A,169,71,1971)                                   C2671  1    7 
           #doi:10.1016/0375-9474(71)90559-8                      C2671  1    8 
FACILITY   (VDGT,1USANOT) The Notre Dame Lamb-shift polarized     C2671  1    9 
           ion source                                             C2671  1   10 
INC-SOURCE (LAMB) A 0.14 nA beam whose polarization was measured  C2671  1   11 
           by scattering of protons from 4He at 115 degrees (lab) C2671  1   12 
           at 6 MeV.                                              C2671  1   13 
REL-REF    (I,,G.Michel+,J,NIM,78,261,1970)                       C2671  1   14 
SAMPLE     A Ti-3H target with 90 mu-g/cm2 of titanium evaporated C2671  1   15 
           onto a thin Ni backing.                                C2671  1   16 
DETECTOR   (SIBAR) Six 800 mu-m depletion depth surface barrier   C2671  1   17 
           detectors.                                             C2671  1   18 
HISTORY    (20211016C) OG                                         C2671  1   19 
ENDBIB              17          0                                 C2671  1   20 
NOCOMMON             0          0                                 C2671  1   21 
ENDSUBENT           20          0                                 C2671  199999 
SUBENT        C2671002   20211016                             C210C2671  2    1 
BIB                  3          6                                 C2671  2    2 
REACTION   (1-H-3(P,EL)1-H-3,,POL/DA,,ANA)                        C2671  2    3 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties.  C2671  2    4 
           (ERR-1,3.,5.) A statistical accuracy of the measured   C2671  2    5 
           analysing powers                                       C2671  2    6 
STATUS     (CURVE) Fig.3 (p.74) in Nucl.Phys.A,169,71,1971 was    C2671  2    7 
           digitized by GSYS2.4.7.                                C2671  2    8 
ENDBIB               6          0                                 C2671  2    9 
COMMON               2          3                                 C2671  2   10 
POL-BM     POL-BM-ERR                                             C2671  2   11 
NO-DIM     NO-DIM                                                 C2671  2   12 
0.609      0.015                                                  C2671  2   13 
ENDCOMMON            3          0                                 C2671  2   14 
DATA                 4         63                                 C2671  2   15 
       140.      5.500      0.142      0.044                      C2671  2   59 
       160.      5.400      0.031      0.036                      C2671  2   60 
       160.      5.405      0.079      0.041                      C2671  2   61 
       160.      5.410      0.024      0.047                      C2671  2   62 
       160.      5.415      0.002      0.037                      C2671  2   63 
       160.      5.420      0.079      0.027                      C2671  2   64 
       160.      5.425      0.071      0.036                      C2671  2   65 
       160.      5.430      0.074      0.033                      C2671  2   66 
       160.      5.435      0.081      0.032                      C2671  2   67 
       160.      5.440      0.083      0.033                      C2671  2   68 
       160.      5.445      0.056      0.034                      C2671  2   69 
       160.      5.450      0.061      0.034                      C2671  2   70 
       160.      5.455      0.082      0.036                      C2671  2   71 
       160.      5.460      0.092      0.027                      C2671  2   72 
       160.      5.465      0.127      0.029                      C2671  2   73 
       160.      5.470      0.044      0.029                      C2671  2   74 
       160.      5.475      0.080      0.028                      C2671  2   75 
       160.      5.480      0.103      0.036                      C2671  2   76 
       160.      5.485      0.033      0.033                      C2671  2   77 
       160.      5.490      0.056      0.032                      C2671  2   78 
       160.      5.495      0.083      0.030                      C2671  2   79 
       160.      5.500      0.026      0.032                      C2671  2   80 
ENDDATA             65          0                                 C2671  2   81 
ENDSUBENT           80          0                                 C2671  299999 
ENDENTRY             2          0                                 C267199999999 
