ENTRY            G3105   20120703                             G025G310500000001 
SUBENT        G3105001   20120703                             G025G310500100001 
BIB                 16         38                                 G310500100002 
TITLE      Measurement of photo-neutron cross-sections in 208Pb   G310500100003 
            and 209Bi with 50-70 MeV bremsstrahlung               G310500100004 
AUTHOR     (H.Naik, S.Singh, A.Goswami, V.K.Manchanda, G.N.Kim,   G310500100005 
            K.S.Kim, M.W.Lee, Md.Shakilur Rahman, D.Raj,          G310500100006 
            S.Ganesan, S.Suryanarayana, M.H.Cho, W.Namkung)       G310500100007 
INSTITUTE  (3INDTRM,3KORKNU,3KORPUE)                              G310500100008 
REFERENCE  (J,NIM/B,269,1417,2011)                                G310500100009 
FACILITY   (LINAC,3KORPUE) Pohang Accelerator Laboratory (PAL)    G310500100010 
INC-SOURCE (BRST) Pulsed electron beam on thin tungsten target    G310500100011 
            (size 10.0 x 10.0 cm, thickness 0.1 mm)               G310500100012 
SAMPLE     208Pb metal foil (2 mg/cm**2 thickness, 99.999% purity,G310500100013 
            1.225x1.225 cm size) and 209Bi metal foil (2 mg/cm**2 G310500100014 
            thickness, 1.414x1.414 cm size) wrapped with super    G310500100015 
            pure Al foil (0.025 mm thickness).                    G310500100016 
METHOD     (ACTIV) Irradiated for 2-4 hours (10-15 mA, 3.75 Hz)   G310500100017 
           (GSPEC) After cooling for 30 min                       G310500100018 
DETECTOR   (HPGE) To count gamma-ray reaction products,           G310500100019 
            1.8 keV FWHM at 1332.5 keV peak of 60Co               G310500100020 
MONITOR    ((MONIT)29-CU-65(G,N)29-CU-64,,SIG)                    G310500100021 
           (13-AL-27(G,N+2P)11-NA-24,,SIG) 0.05-0.2 mb            G310500100022 
            at the bremsstrahlung energy range of 50-70 MeV       G310500100023 
DECAY-MON  (29-CU-64,,DG,1345.8)                                  G310500100024 
           (11-NA-24,,DG,1368.6)                                  G310500100025 
MONIT-REF  ((MONIT),S.Shibata+,J,PR/C,35,254,1987)                G310500100026 
            65Cu(g,n)64Cu cross section                           G310500100027 
           (,V.Di.Napoli+,J,NCL,1,835,1971)                       G310500100028 
            27Al(g,n+2p)24Na cross section                        G310500100029 
REL-REF    (R,,E.Browne+,B,BROWNE,,1986) WWW Version 2.1          G310500100030 
           (R,,J.Blachot+,J,APH,6,3,1981) Decay data              G310500100031 
ERR-ANALYS (ERR-T) Total uncertainty                              G310500100032 
           (ERR-SYS) Overall systematic error                (6%) G310500100033 
                      - Irradiation time                  (~0.5%) G310500100034 
                      - Detection efficiency calibration    (~3%) G310500100035 
                      - Half-life and gamma-ray abundance   (~1%) G310500100036 
           (ERR-S,5.,10.) Counting statistics             (5-10%) G310500100037 
STATUS     (APRVD) Approved by G.N.Kim (2011-06-23)               G310500100038 
HISTORY    (20110527C) S.C.Yang                                   G310500100039 
           (20120703U) On. SAMPLE: free text revised              G310500100040 
ENDBIB              38          0                                 G310500100041 
COMMON               3          3                                 G310500100042 
MONIT      MONIT-ERR  ERR-SYS                                     G310500100043 
MB         MB         PER-CENT                                    G310500100044 
 16.35      0.78       6.                                         G310500100045 
ENDCOMMON            3          0                                 G310500100046 
ENDSUBENT           45          0                                 G310500199999 
SUBENT        G3105002   20110527                             G023G310500200001 
BIB                  3         21                                 G310500200002 
REACTION   (83-BI-209(G,3N)83-BI-206,,SIG,,BRA)                   G310500200003 
DECAY-DATA ((1.)83-BI-206,6.243D,DG,183.98,0.158)                 G310500200004 
           ((2.)83-BI-206,6.243D,DG,262.7,0.0302)                 G310500200005 
           ((3.)83-BI-206,6.243D,DG,343.51,0.23439)               G310500200006 
           ((4.)83-BI-206,6.243D,DG,398.0,0.10741)                G310500200007 
           ((5.)83-BI-206,6.243D,DG,497.06,0.1531)                G310500200008 
           ((6.)83-BI-206,6.243D,DG,516.18,0.40747)               G310500200009 
           ((7.)83-BI-206,6.243D,DG,537.72,0.304)                 G310500200010 
           ((8.)83-BI-206,6.243D,DG,620.48,0.0576)                G310500200011 
           ((9.)83-BI-206,6.243D,DG,632.25,0.0447)                G310500200012 
           ((10.)83-BI-206,6.243D,DG,657.16,0.0191)               G310500200013 
           ((11.)83-BI-206,6.243D,DG,803.1,0.989)                 G310500200014 
           ((12.)83-BI-206,6.243D,DG,881.01,0.66164)              G310500200015 
           ((13.)83-BI-206,6.243D,DG,895.12,0.15656)              G310500200016 
           ((14.)83-BI-206,6.243D,DG,1018.63,0.07596)             G310500200017 
           ((15.)83-BI-206,6.243D,DG,1098.26,0.135)               G310500200018 
           ((16.)83-BI-206,6.243D,DG,1405.01,0.0143)              G310500200019 
           ((17.)83-BI-206,6.243D,DG,1595.27,0.0501)              G310500200020 
           ((18.)83-BI-206,6.243D,DG,1718.7,0.38044)              G310500200021 
           ((19.)83-BI-206,6.243D,DG,1878.65,0.0201)              G310500200022 
STATUS     (TABLE) Table 1 of J,NIM/B,269,1417,2011               G310500200023 
ENDBIB              21          0                                 G310500200024 
NOCOMMON             0          0                                 G310500200025 
DATA                 4         91                                 G310500200026 
           ((8.)83-BI-205,15.3D,DG,1190.03,0.0226)                G310500300011 
           ((9.)83-BI-205,15.3D,DG,1616.31,0.0228)                G310500300012 
           ((10.)83-BI-205,15.3D,DG,1764.36,0.325)                G310500300013 
           ((11.)83-BI-205,15.3D,DG,1775.79,0.0399)               G310500300014 
           ((12.)83-BI-205,15.3D,DG,1861.67,0.0617)               G310500300015 
           ((13.)83-BI-205,15.3D,DG,1903.42,0.0247)               G310500300016 
STATUS     (TABLE) Table 2 of J,NIM/B,269,1417,2011               G310500300017 
ENDBIB              15          0                                 G310500300018 
NOCOMMON             0          0                                 G310500300019 
DATA                 4         45                                 G310500300020 
EN-MAX     DATA       ERR-T      DECAY-FLAG                       G310500300021 
MEV        MB         MB         NO-DIM                           G310500300022 
50.        0.357      0.017      3.                               G310500300023 
50.        0.334      0.022      4.                               G310500300024 
50.        0.241      0.036      5.                               G310500300025 
50.        0.262      0.035      6.                               G310500300026 
50.        0.318      0.012      7.                               G310500300027 
50.        0.293      0.011      10.                              G310500300028 
50.        0.372      0.049      11.                              G310500300029 
50.        0.261      0.025      12.                              G310500300030 
50.        0.392      0.044      13.                              G310500300031 
55.        0.374      0.034      1.                               G310500300032 
55.        0.348      0.035      2.                               G310500300033 
55.        0.410      0.037      4.                               G310500300034 
55.        0.362      0.028      5.                               G310500300035 
55.        0.414      0.028      6.                               G310500300036 
55.        0.430      0.027      7.                               G310500300037 
55.        0.381      0.043      10.                              G310500300038 
55.        0.330      0.032      11.                              G310500300039 
55.        0.341      0.026      12.                              G310500300040 
55.        0.346      0.022      13.                              G310500300041 
60.        0.370      0.026      2.                               G310500300042 
60.        0.375      0.028      5.                               G310500300043 
60.        0.427      0.030      6.                               G310500300044 
60.        0.318      0.056      7.                               G310500300045 
60.        0.440      0.022      10.                              G310500300046 
60.        0.342      0.024      11.                              G310500300047 
60.        0.450      0.031      12.                              G310500300048 
65.        0.424      0.037      5.                               G310500300049 
65.        0.494      0.022      6.                               G310500300050 
65.        0.340      0.031      7.                               G310500300051 
65.        0.395      0.036      9.                               G310500300052 
65.        0.421      0.023      10.                              G310500300053 
65.        0.421      0.022      11.                              G310500300054 
65.        0.329      0.038      12.                              G310500300055 
70.        0.511      0.022      1.                               G310500300056 
70.        0.512      0.027      2.                               G310500300057 
70.        0.404      0.037      3.                               G310500300058 
70.        0.481      0.021      4.                               G310500300059 
70.        0.370      0.040      5.                               G310500300060 
70.        0.441      0.024      6.                               G310500300061 
70.        0.369      0.031      7.                               G310500300062 
70.        0.384      0.025      8.                               G310500300063 
70.        0.421      0.028      9.                               G310500300064 
70.        0.398      0.037      10.                              G310500300065 
70.        0.360      0.052      11.                              G310500300066 
70.        0.384      0.025      12.                              G310500300067 
ENDDATA             47          0                                 G310500300068 
ENDSUBENT           67          0                                 G310500399999 
SUBENT        G3105004   20110527                             G023G310500400001 
BIB                  3          6                                 G310500400002 
REACTION   (83-BI-209(G,5N)83-BI-204,,SIG,,BRA)                   G310500400003 
DECAY-DATA ((1.)83-BI-204,11.22HR,DG,374.72,0.820)                G310500400004 
           ((2.)83-BI-204,11.22HR,DG,899.15,0.988)                G310500400005 
           ((3.)83-BI-204,11.22HR,DG,911.78,0.135,                G310500400006 
                                  DG,912.22,0.111)                G310500400007 
STATUS     (TABLE) Table 3 of J,NIM/B,269,1417,2011               G310500400008 
ENDBIB               6          0                                 G310500400009 
NOCOMMON             0          0                                 G310500400010 
DATA                 4         15                                 G310500400011 
EN-MAX     DATA       ERR-T      DECAY-FLAG                       G310500400012 
MEV        MB         MB         NO-DIM                           G310500400013 
50.        0.058      0.003      1.                               G310500400014 
50.        0.052      0.005      2.                               G310500400015 
50.        0.064      0.005      3.                               G310500400016 
55.        0.090      0.002      1.                               G310500400017 
55.        0.126      0.009      2.                               G310500400018 
55.        0.087      0.004      3.                               G310500400019 
60.        0.138      0.010      1.                               G310500400020 
60.        0.143      0.013      2.                               G310500400021 
60.        0.166      0.019      3.                               G310500400022 
65.        0.138      0.013      1.                               G310500400023 
65.        0.176      0.012      2.                               G310500400024 
65.        0.175      0.012      3.                               G310500400025 
70.        0.149      0.012      1.                               G310500400026 
70.        0.178      0.015      2.                               G310500400027 
70.        0.185      0.015      3.                               G310500400028 
ENDDATA             17          0                                 G310500400029 
ENDSUBENT           28          0                                 G310500499999 
SUBENT        G3105005   20110527                             G023G310500500001 
BIB                  3         10                                 G310500500002 
REACTION   (83-BI-209(G,6N)83-BI-203,,SIG,,BRA)                   G310500500003 
DECAY-DATA ((1.)83-BI-203,11.76HR,DG,722.4,0.0477)                G310500500004 
           ((2.)83-BI-203,11.76HR,DG,816.2,0.040)                 G310500500005 
           ((3.)83-BI-203,11.76HR,DG,820.3,0.300)                 G310500500006 
           ((4.)83-BI-203,11.76HR,DG,825.2,0.146)                 G310500500007 
           ((5.)83-BI-203,11.76HR,DG,847.3,0.080)                 G310500500008 
           ((6.)83-BI-203,11.76HR,DG,1033.8,0.090)                G310500500009 
           ((7.)83-BI-203,11.76HR,DG,1536.4,0.075)                G310500500010 
           ((8.)83-BI-203,11.76HR,DG,1847.4,0.114)                G310500500011 
STATUS     (TABLE) Table 4 of J,NIM/B,269,1417,2011               G310500500012 
ENDBIB              10          0                                 G310500500013 
NOCOMMON             0          0                                 G310500500014 
DATA                 4         19                                 G310500500015 
EN-MAX     DATA       ERR-T      DECAY-FLAG                       G310500500016 
MEV        MB         MB         NO-DIM                           G310500500017 
60.        0.020      0.002      1.                               G310500500018 
60.        0.025      0.004      3.                               G310500500019 
60.        0.028      0.002      4.                               G310500500020 
60.        0.022      0.002      5.                               G310500500021 
60.        0.026      0.002      6.                               G310500500022 
60.        0.018      0.002      7.                               G310500500023 
65.        0.049      0.004      1.                               G310500500024 
65.        0.061      0.004      3.                               G310500500025 
65.        0.057      0.003      4.                               G310500500026 
65.        0.066      0.003      5.                               G310500500027 
65.        0.057      0.003      6.                               G310500500028 
65.        0.044      0.004      7.                               G310500500029 
65.        0.066      0.003      8.                               G310500500030 
70.        0.106      0.016      2.                               G310500500031 
70.        0.099      0.008      3.                               G310500500032 
70.        0.123      0.015      4.                               G310500500033 
70.        0.074      0.006      6.                               G310500500034 
70.        0.136      0.015      7.                               G310500500035 
70.        0.092      0.008      8.                               G310500500036 
ENDDATA             21          0                                 G310500500037 
ENDSUBENT           36          0                                 G310500599999 
SUBENT        G3105006   20110527                             G023G310500600001 
BIB                  4          6                                 G310500600002 
REACTION   (82-PB-208(G,4N)82-PB-204-M,,SIG,,BRA)                 G310500600003 
SAMPLE     (82-PB-208,ENR=0.9986)                                 G310500600004 
DECAY-DATA ((1.)82-PB-204-M,67.2MIN,DG,374.72,0.890)              G310500600005 
           ((2.)82-PB-204-M,67.2MIN,DG,899.15,0.990)              G310500600006 
           ((3.)82-PB-204-M,67.2MIN,DG,911.78,0.9069)             G310500600007 
STATUS     (TABLE) Table 5 of J,NIM/B,269,1417,2011               G310500600008 
ENDBIB               6          0                                 G310500600009 
NOCOMMON             0          0                                 G310500600010 
DATA                 4          9                                 G310500600011 
EN-MAX     DATA       ERR-T      DECAY-FLAG                       G310500600012 
MEV        MB         MB         NO-DIM                           G310500600013 
50.        0.232      0.025      1.                               G310500600014 
50.        0.314      0.028      2.                               G310500600015 
50.        0.310      0.028      3.                               G310500600016 
60.        0.320      0.032      1.                               G310500600017 
60.        0.342      0.021      2.                               G310500600018 
60.        0.371      0.031      3.                               G310500600019 
70.        0.386      0.024      1.                               G310500600020 
70.        0.355      0.026      2.                               G310500600021 
70.        0.378      0.029      3.                               G310500600022 
ENDDATA             11          0                                 G310500600023 
ENDSUBENT           22          0                                 G310500699999 
SUBENT        G3105007   20110527                             G023G310500700001 
BIB                  4          4                                 G310500700002 
REACTION   (82-PB-208(G,5N)82-PB-203,,SIG,,BRA)                   G310500700003 
SAMPLE     (82-PB-208,ENR=0.9986)                                 G310500700004 
DECAY-DATA (82-PB-203,51.873HR,DG,279.2,0.810)                    G310500700005 
STATUS     (TABLE) Table 6 of J,NIM/B,269,1417,2011               G310500700006 
ENDBIB               4          0                                 G310500700007 
NOCOMMON             0          0                                 G310500700008 
DATA                 3          3                                 G310500700009 
EN-MAX     DATA       ERR-T                                       G310500700010 
MEV        MB         MB                                          G310500700011 
50.        0.055      0.010                                       G310500700012 
60.        0.145      0.025                                       G310500700013 
70.        0.187      0.024                                       G310500700014 
ENDDATA              5          0                                 G310500700015 
ENDSUBENT           14          0                                 G310500799999 
SUBENT        G3105008   20110527                             G023G310500800001 
BIB                  4          8                                 G310500800002 
REACTION   (82-PB-208(G,6N)82-PB-202-M,,SIG,,BRA)                 G310500800003 
SAMPLE     (82-PB-208,ENR=0.9986)                                 G310500800004 
DECAY-DATA ((1.)82-PB-202-M,3.53HR,DG,422.18,0.860)               G310500800005 
           ((2.)82-PB-202-M,3.53HR,DG,490.47,0.090)               G310500800006 
           ((3.)82-PB-202-M,3.53HR,DG,657.49,0.324)               G310500800007 
           ((4.)82-PB-202-M,3.53HR,DG,786.99,0.500)               G310500800008 
           ((5.)82-PB-202-M,3.53HR,DG,960.67,0.920)               G310500800009 
STATUS     (TABLE) Table 7 of J,NIM/B,269,1417,2011               G310500800010 
ENDBIB               8          0                                 G310500800011 
COMMON               1          3                                 G310500800012 
EN-MAX                                                            G310500800013 
MEV                                                               G310500800014 
70.                                                               G310500800015 
ENDCOMMON            3          0                                 G310500800016 
DATA                 3          5                                 G310500800017 
DATA       ERR-T      DECAY-FLAG                                  G310500800018 
MB         MB         NO-DIM                                      G310500800019 
0.081      0.024      1.                                          G310500800020 
0.126      0.020      2.                                          G310500800021 
0.127      0.018      3.                                          G310500800022 
0.113      0.026      4.                                          G310500800023 
0.084      0.034      5.                                          G310500800024 
ENDDATA              7          0                                 G310500800025 
ENDSUBENT           24          0                                 G310500899999 
SUBENT        G3105009   20110527                             G023G310500900001 
BIB                  2          4                                 G310500900002 
REACTION   (83-BI-209(G,6N)83-BI-203,,SIG,,BRA,DERIV)             G310500900003 
            Average of gamma line dependent cross sections        G310500900004 
STATUS     (TABLE) Table 8 of J,NIM/B,269,1417,2011               G310500900005 
           (DEP,G3105005) Gamma line dependent cross sections     G310500900006 
ENDBIB               4          0                                 G310500900007 
NOCOMMON             0          0                                 G310500900008 
DATA                 3          3                                 G310500900009 
EN-MAX     DATA       ERR-T                                       G310500900010 
MEV        MB         MB                                          G310500900011 
60.        0.023      0.004                                       G310500900012 
65.        0.057      0.008                                       G310500900013 
70.        0.105      0.022                                       G310500900014 
ENDDATA              5          0                                 G310500900015 
ENDSUBENT           14          0                                 G310500999999 
SUBENT        G3105010   20110527                             G023G310501000001 
BIB                  2          4                                 G310501000002 
REACTION   (83-BI-209(G,5N)83-BI-204,,SIG,,BRA,DERIV)             G310501000003 
            Average of gamma line dependent cross sections        G310501000004 
STATUS     (TABLE) Table 8 of J,NIM/B,269,1417,2011               G310501000005 
           (DEP,G3105004) Gamma line dependent cross sections     G310501000006 
ENDBIB               4          0                                 G310501000007 
NOCOMMON             0          0                                 G310501000008 
DATA                 3          5                                 G310501000009 
EN-MAX     DATA       ERR-T                                       G310501000010 
MEV        MB         MB                                          G310501000011 
50.        0.058      0.006                                       G310501000012 
55.        0.101      0.022                                       G310501000013 
60.        0.149      0.015                                       G310501000014 
65.        0.163      0.023                                       G310501000015 
70.        0.171      0.019                                       G310501000016 
ENDDATA              7          0                                 G310501000017 
ENDSUBENT           16          0                                 G310501099999 
SUBENT        G3105011   20110527                             G023G310501100001 
BIB                  2          4                                 G310501100002 
REACTION   (83-BI-209(G,4N)83-BI-205,,SIG,,BRA,DERIV)             G310501100003 
            Average of gamma line dependent cross sections        G310501100004 
STATUS     (TABLE) Table 8 of J,NIM/B,269,1417,2011               G310501100005 
           (DEP,G3105003) Gamma line dependent cross sections     G310501100006 
ENDBIB               4          0                                 G310501100007 
NOCOMMON             0          0                                 G310501100008 
DATA                 3          5                                 G310501100009 
EN-MAX     DATA       ERR-T                                       G310501100010 
MEV        MB         MB                                          G310501100011 
50.        0.315      0.054                                       G310501100012 
55.        0.374      0.035                                       G310501100013 
60.        0.389      0.051                                       G310501100014 
65.        0.403      0.056                                       G310501100015 
70.        0.420      0.055                                       G310501100016 
ENDDATA              7          0                                 G310501100017 
ENDSUBENT           16          0                                 G310501199999 
SUBENT        G3105012   20110527                             G023G310501200001 
BIB                  2          4                                 G310501200002 
REACTION   (83-BI-209(G,3N)83-BI-206,,SIG,,BRA,DERIV)             G310501200003 
            Average of gamma line dependent cross sections        G310501200004 
STATUS     (TABLE) Table 8 of J,NIM/B,269,1417,2011               G310501200005 
           (DEP,G3105002) Gamma line dependent cross sections     G310501200006 
ENDBIB               4          0                                 G310501200007 
NOCOMMON             0          0                                 G310501200008 
DATA                 3          5                                 G310501200009 
EN-MAX     DATA       ERR-T                                       G310501200010 
MEV        MB         MB                                          G310501200011 
50.        0.652      0.040                                       G310501200012 
