ENTRY            G0059   20180921                             G042G005900000001 
SUBENT        G0059001   20180921                             G042G005900100001 
BIB                 13         48                                 G005900100002 
TITLE      Correlated mass, energy, and angular distributions     G005900100003 
            from bremsstrahlung-induced fission of 234U and       G005900100004 
            232Th in the energy region of the fission barrier     G005900100005 
AUTHOR     (A.Goeoek, C.Eckardt, J.Enders, M.Freudenberger,       G005900100006 
            A.Oberstedt, S.Oberstedt)                             G005900100007 
INSTITUTE  (2GERTHD,3RUMBUC,2ZZZGEL)                              G005900100008 
REFERENCE  (J,PR/C,96,044301,2017)                                G005900100009 
           (J,PPRC,59,42,2014) Preliminary data sets of figs      G005900100010 
REL-REF    The nu(A) are given.                                   G005900100011 
           (R,,M.Piessens,T,PIESSENS,1989)                        G005900100012 
            Proefschrift, Rijksuniversiteit Gent,1989             G005900100013 
           (R,,V.F.Apalin+,J,NP,71,553,1965)                      G005900100014 
FACILITY   (LINAC,2GERTHD) S-DALINAC                              G005900100015 
INC-SOURCE (BRST) Bremsstrahlung of end-point energies            G005900100016 
            U-234:                                                G005900100017 
             E0=9.0 MeV, <Ex>=7.23 MeV,                           G005900100018 
                         Irradiated for 21h with 23 uA            G005900100019 
             E0=7.5 MeV, <Ex>=6.49 MeV,                           G005900100020 
                         Irradiated for 96h with 12 uA            G005900100021 
             E0=6.4 MeV, <Ex>=5.80 MeV,                           G005900100022 
                         Irradiated for 81h with 29 uA            G005900100023 
            Th-232:                                               G005900100024 
             E0=9.5 MeV, <Ex>=7.26 MeV                            G005900100025 
                         Irradiated for 22h with 15 uA            G005900100026 
             E0=8.0 MeV, <Ex>=6.68 MeV                            G005900100027 
                         Irradiated for 29h with 20 uA            G005900100028 
            The average excitation energy <Ex> of fission nucleus G005900100029 
             was calculated from the bremsstrahlung spectra       G005900100030 
             simulated using Geant4 and photofission cross        G005900100031 
             sections.                                            G005900100032 
METHOD     The fission-fragment mass and TKE distributions from   G005900100033 
            the reaction 238U(g,f) at E0 = 8.5 MeV were used      G005900100034 
            for calibration.                                      G005900100035 
DETECTOR   (FISCH) Twin Frisch-grid ionization chamber (FGIC)     G005900100036 
SAMPLE      U-234: UF4, 46.6 +/- 0.3 ug/cm2;                      G005900100037 
            Th-232: ThF4, 87.0 +/- 5.0 ug/cm2;                    G005900100038 
            Vacuum-evaporated onto one side of thin polyamide     G005900100039 
             foils, with gold layers (50 ug/cm2) evaporated onto  G005900100040 
             the opposite side.                                   G005900100041 
ANALYSIS   The determination of fission fragment masses is based  G005900100042 
            on the well-established double kinetic energy (2E)    G005900100043 
            technique.                                            G005900100044 
           The fragment energy and mass before neutron            G005900100045 
            evaporation was calculated using nu(A) by             G005900100046 
            M.Piessens(1989) and V.F.Apalin(1965).                G005900100047 
STATUS     (APRVD) Approved by Dr. Goeoek, 4th October 2018       G005900100048 
HISTORY    (20180921C) So.                                        G005900100049 
           (20180928R) So. Received the data set from Dr. Goeoek  G005900100050 
ENDBIB              48          0                                 G005900100051 
NOCOMMON             0          0                                 G005900100052 
ENDSUBENT           51          0                                 G005900199999 
SUBENT        G0059002   20180921                             G042G005900200001 
BIB                  3          3                                 G005900200002 
REACTION   (92-U-234(G,F)MASS,PRE,FY,,BRA)                        G005900200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G005900200004 
STATUS     (TABLE) Fig.2(a) of Phys.Rev.C,96,044301(2017)         G005900200005 
ENDBIB               3          0                                 G005900200006 
NOCOMMON             0          0                                 G005900200007 
DATA                 4        255                                 G005900200008 
       7.5       145.    3.82306    0.14512                       G005900200166 
       7.5       146.    2.70479    0.12207                       G005900200167 
       7.5       147.    2.37426    0.11436                       G005900200168 
       7.5       148.    1.74076    0.09793                       G005900200169 
       7.5       149.    1.37167    0.08693                       G005900200170 
       7.5       150.    0.88140    0.06968                       G005900200171 
       7.5       151.    0.71063    0.06257                       G005900200172 
       7.5       152.    0.42417    0.04834                       G005900200173 
       7.5       153.    0.33052    0.04267                       G005900200174 
       7.5       154.    0.14874    0.02862                       G005900200175 
       7.5       155.    0.12670    0.02642                       G005900200176 
       7.5       156.    0.03856    0.01457                       G005900200177 
       7.5       157.    0.04407    0.01558                       G005900200178 
       7.5       158.    0.02754    0.01232                       G005900200179 
       7.5       159.    0.01653    0.00954                       G005900200180 
       9.0        75.    0.01419    0.00710                       G005900200181 
       9.0        76.    0.01064    0.00615                       G005900200182 
       9.0        77.    0.02839    0.01004                       G005900200183 
       9.0        78.    0.04613    0.01279                       G005900200184 
       9.0        79.    0.10644    0.01943                       G005900200185 
       9.0        80.    0.12773    0.02129                       G005900200186 
       9.0        81.    0.21999    0.02794                       G005900200187 
       9.0        82.    0.31579    0.03347                       G005900200188 
       9.0        83.    0.55351    0.04432                       G005900200189 
       9.0        84.    0.77705    0.05251                       G005900200190 
       9.0        85.    1.24541    0.06648                       G005900200191 
       9.0        86.    1.56120    0.07443                       G005900200192 
       9.0        87.    2.13245    0.08698                       G005900200193 
       9.0        88.    2.71081    0.09807                       G005900200194 
       9.0        89.    3.45947    0.11079                       G005900200195 
       9.0        90.    4.33587    0.12403                       G005900200196 
       9.0        91.    5.34355    0.13770                       G005900200197 
       9.0        92.    5.97513    0.14561                       G005900200198 
       9.0        93.    6.03899    0.14638                       G005900200199 
       9.0        94.    6.05674    0.14660                       G005900200200 
       9.0        95.    6.30866    0.14961                       G005900200201 
       9.0        96.    6.34059    0.14999                       G005900200202 
       9.0        97.    6.45413    0.15133                       G005900200203 
       9.0        98.    6.18447    0.14813                       G005900200204 
       9.0        99.    5.83675    0.14391                       G005900200205 
       9.0       100.    5.58128    0.14072                       G005900200206 
       9.0       101.    4.90358    0.13190                       G005900200207 
       9.0       102.    4.26491    0.12301                       G005900200208 
       9.0       103.    3.80364    0.11617                       G005900200209 
       9.0       104.    2.82080    0.10004                       G005900200210 
       9.0       105.    2.27083    0.08976                       G005900200211 
       9.0       106.    1.52572    0.07358                       G005900200212 
       9.0       107.    1.00768    0.05979                       G005900200213 
       9.0       108.    0.53932    0.04374                       G005900200214 
       9.0       109.    0.32643    0.03403                       G005900200215 
       9.0       110.    0.21644    0.02771                       G005900200216 
       9.0       111.    0.15257    0.02327                       G005900200217 
       9.0       112.    0.12064    0.02069                       G005900200218 
       9.0       113.    0.06032    0.01463                       G005900200219 
       9.0       114.    0.05322    0.01374                       G005900200220 
       9.0       115.    0.05677    0.01419                       G005900200221 
       9.0       116.    0.04258    0.01229                       G005900200222 
       9.0       117.    0.07806    0.01664                       G005900200223 
       9.0       118.    0.04258    0.01229                       G005900200224 
       9.0       119.    0.05677    0.01419                       G005900200225 
       9.0       120.    0.05322    0.01374                       G005900200226 
       9.0       121.    0.06032    0.01463                       G005900200227 
       9.0       122.    0.12064    0.02069                       G005900200228 
       9.0       123.    0.15257    0.02327                       G005900200229 
       9.0       124.    0.21644    0.02771                       G005900200230 
       9.0       125.    0.32643    0.03403                       G005900200231 
       9.0       126.    0.53932    0.04374                       G005900200232 
       9.0       127.    1.00768    0.05979                       G005900200233 
       9.0       128.    1.52572    0.07358                       G005900200234 
       9.0       129.    2.27083    0.08976                       G005900200235 
       9.0       130.    2.82080    0.10004                       G005900200236 
       9.0       131.    3.80364    0.11617                       G005900200237 
       9.0       132.    4.26491    0.12301                       G005900200238 
       9.0       133.    4.90358    0.13190                       G005900200239 
       9.0       134.    5.58128    0.14072                       G005900200240 
       9.0       135.    5.83675    0.14391                       G005900200241 
       9.0       136.    6.18447    0.14813                       G005900200242 
       9.0       137.    6.45413    0.15133                       G005900200243 
       9.0       138.    6.34059    0.14999                       G005900200244 
       9.0       139.    6.30866    0.14961                       G005900200245 
       9.0       140.    6.05674    0.14660                       G005900200246 
       9.0       141.    6.03899    0.14638                       G005900200247 
       9.0       142.    5.97513    0.14561                       G005900200248 
       9.0       143.    5.34355    0.13770                       G005900200249 
       9.0       144.    4.33587    0.12403                       G005900200250 
       9.0       145.    3.45947    0.11079                       G005900200251 
       9.0       146.    2.71081    0.09807                       G005900200252 
       9.0       147.    2.13245    0.08698                       G005900200253 
       9.0       148.    1.56120    0.07443                       G005900200254 
       9.0       149.    1.24541    0.06648                       G005900200255 
       9.0       150.    0.77705    0.05251                       G005900200256 
       9.0       151.    0.55351    0.04432                       G005900200257 
       9.0       152.    0.31579    0.03347                       G005900200258 
       9.0       153.    0.21999    0.02794                       G005900200259 
       9.0       154.    0.12773    0.02129                       G005900200260 
       9.0       155.    0.10644    0.01943                       G005900200261 
       9.0       156.    0.04613    0.01279                       G005900200262 
       9.0       157.    0.02839    0.01004                       G005900200263 
       9.0       158.    0.01064    0.00615                       G005900200264 
       9.0       159.    0.01419    0.00710                       G005900200265 
ENDDATA            257          0                                 G005900200266 
ENDSUBENT          265          0                                 G005900299999 
SUBENT        G0059003   20180921                             G042G005900300001 
BIB                  3          3                                 G005900300002 
REACTION   (90-TH-232(G,F)MASS,PRE,FY,,BRA)                       G005900300003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G005900300004 
STATUS     (TABLE) Fig.2(b) of Phys.Rev.C,96,044301(2017)         G005900300005 
ENDBIB               3          0                                 G005900300006 
NOCOMMON             0          0                                 G005900300007 
DATA                 4        178                                 G005900300008 
EN-MAX     MASS       DATA       ERR-S                            G005900300009 
MEV        NO-DIM     PC/FIS     PC/FIS                           G005900300010 
       8.0        72.    0.00464    0.00464                       G005900300011 
       8.0        73.    0.01855    0.00928                       G005900300012 
       8.0        74.    0.02319    0.01037                       G005900300013 
       8.0        75.    0.01855    0.00928                       G005900300014 
       8.0        76.    0.02319    0.01037                       G005900300015 
       8.0        77.    0.08350    0.01968                       G005900300016 
       8.0        78.    0.19483    0.03006                       G005900300017 
       8.0        79.    0.36646    0.04123                       G005900300018 
       8.0        80.    0.54273    0.05018                       G005900300019 
       8.0        81.    0.99733    0.06802                       G005900300020 
       8.0        82.    1.45657    0.08220                       G005900300021 
       8.0        83.    1.96683    0.09552                       G005900300022 
       8.0        84.    3.04766    0.11890                       G005900300023 
       8.0        85.    4.15633    0.13885                       G005900300024 
       8.0        86.    5.52012    0.16002                       G005900300025 
       8.0        87.    6.85144    0.17828                       G005900300026 
       8.0        88.    7.37098    0.18491                       G005900300027 
       8.0        89.    7.91372    0.19160                       G005900300028 
       8.0        90.    7.61220    0.18791                       G005900300029 
       8.0        91.    6.85144    0.17828                       G005900300030 
       8.0        92.    6.17419    0.16923                       G005900300031 
       8.0        93.    6.35046    0.17163                       G005900300032 
       8.0        94.    5.88194    0.16518                       G005900300033 
       8.0        95.    5.39951    0.15826                       G005900300034 
       8.0        96.    5.09335    0.15371                       G005900300035 
       8.0        97.    4.17488    0.13916                       G005900300036 
       8.0        98.    3.72492    0.13145                       G005900300037 
       8.0        99.    2.63945    0.11065                       G005900300038 
       8.0       100.    1.86942    0.09312                       G005900300039 
       8.0       101.    1.35452    0.07927                       G005900300040 
       8.0       102.    0.89992    0.06461                       G005900300041 
       8.0       103.    0.55665    0.05081                       G005900300042 
       8.0       104.    0.35718    0.04070                       G005900300043 
       8.0       105.    0.19019    0.02970                       G005900300044 
       8.0       106.    0.07886    0.01913                       G005900300045 
       8.0       107.    0.03247    0.01227                       G005900300046 
       8.0       108.    0.03711    0.01312                       G005900300047 
       8.0       109.    0.01855    0.00928                       G005900300048 
       8.0       110.    0.02319    0.01037                       G005900300049 
       8.0       111.    0.02319    0.01037                       G005900300050 
       8.0       112.    0.01855    0.00928                       G005900300051 
       8.0       113.    0.00464    0.00464                       G005900300052 
       8.0       114.    0.01392    0.00803                       G005900300053 
       8.0       115.    0.00928    0.00656                       G005900300054 
       8.0       116.    0.01855    0.00928                       G005900300055 
       8.0       117.    0.00928    0.00656                       G005900300056 
       8.0       118.    0.01392    0.00803                       G005900300057 
       8.0       119.    0.00464    0.00464                       G005900300058 
       8.0       120.    0.01855    0.00928                       G005900300059 
       8.0       121.    0.02319    0.01037                       G005900300060 
       8.0       122.    0.02319    0.01037                       G005900300061 
       8.0       123.    0.01855    0.00928                       G005900300062 
       8.0       124.    0.03711    0.01312                       G005900300063 
       8.0       125.    0.03247    0.01227                       G005900300064 
       8.0       126.    0.07886    0.01913                       G005900300065 
       8.0       127.    0.19019    0.02970                       G005900300066 
       8.0       128.    0.35718    0.04070                       G005900300067 
       8.0       129.    0.55665    0.05081                       G005900300068 
       8.0       130.    0.89992    0.06461                       G005900300069 
       8.0       131.    1.35452    0.07927                       G005900300070 
       8.0       132.    1.86942    0.09312                       G005900300071 
       8.0       133.    2.63945    0.11065                       G005900300072 
       8.0       134.    3.72492    0.13145                       G005900300073 
       8.0       135.    4.17488    0.13916                       G005900300074 
       8.0       136.    5.09335    0.15371                       G005900300075 
       8.0       137.    5.39951    0.15826                       G005900300076 
       8.0       138.    5.88194    0.16518                       G005900300077 
       8.0       139.    6.35046    0.17163                       G005900300078 
       8.0       140.    6.17419    0.16923                       G005900300079 
       8.0       141.    6.85144    0.17828                       G005900300080 
       8.0       142.    7.61220    0.18791                       G005900300081 
       8.0       143.    7.91372    0.19160                       G005900300082 
       8.0       144.    7.37098    0.18491                       G005900300083 
       8.0       145.    6.85144    0.17828                       G005900300084 
       8.0       146.    5.52012    0.16002                       G005900300085 
       8.0       147.    4.15633    0.13885                       G005900300086 
       8.0       148.    3.04766    0.11890                       G005900300087 
       8.0       149.    1.96683    0.09552                       G005900300088 
       8.0       150.    1.45657    0.08220                       G005900300089 
       8.0       151.    0.99733    0.06802                       G005900300090 
       8.0       152.    0.54273    0.05018                       G005900300091 
       8.0       153.    0.36646    0.04123                       G005900300092 
       8.0       154.    0.19483    0.03006                       G005900300093 
       8.0       155.    0.08350    0.01968                       G005900300094 
       8.0       156.    0.02319    0.01037                       G005900300095 
       8.0       157.    0.01855    0.00928                       G005900300096 
       8.0       158.    0.02319    0.01037                       G005900300097 
       8.0       159.    0.01855    0.00928                       G005900300098 
       8.0       160.    0.00464    0.00464                       G005900300099 
       9.5        72.    0.00428    0.00302                       G005900300100 
       9.5        73.    0.01283    0.00524                       G005900300101 
       9.5        74.    0.01496    0.00566                       G005900300102 
       9.5        75.    0.01710    0.00605                       G005900300103 
       9.5        76.    0.02565    0.00740                       G005900300104 
       9.5        77.    0.07909    0.01300                       G005900300105 
       9.5        78.    0.18170    0.01971                       G005900300106 
       9.5        79.    0.37622    0.02836                       G005900300107 
       9.5        80.    0.67548    0.03800                       G005900300108 
       9.5        81.    0.82939    0.04211                       G005900300109 
       9.5        82.    1.28897    0.05249                       G005900300110 
       9.5        83.    1.92811    0.06420                       G005900300111 
       9.5        84.    2.95202    0.07944                       G005900300112 
       9.5        85.    4.09991    0.09362                       G005900300113 
       9.5        86.    5.26918    0.10613                       G005900300114 
       9.5        87.    6.45341    0.11745                       G005900300115 
       9.5        88.    6.85527    0.12105                       G005900300116 
       9.5        89.    7.47304    0.12639                       G005900300117 
       9.5        90.    7.47304    0.12639                       G005900300118 
       9.5        91.    6.83604    0.12088                       G005900300119 
       9.5        92.    6.39783    0.11694                       G005900300120 
       9.5        93.    6.46409    0.11755                       G005900300121 
       9.5        94.    6.00024    0.11325                       G005900300122 
       9.5        95.    5.70525    0.11043                       G005900300123 
       9.5        96.    5.14733    0.10490                       G005900300124 
       9.5        97.    4.60652    0.09923                       G005900300125 
       9.5        98.    3.85409    0.09077                       G005900300126 
       9.5        99.    2.83018    0.07778                       G005900300127 
       9.5       100.    2.04354    0.06609                       G005900300128 
       9.5       101.    1.42578    0.05521                       G005900300129 
       9.5       102.    1.00040    0.04624                       G005900300130 
       9.5       103.    0.60280    0.03590                       G005900300131 
       9.5       104.    0.37408    0.02828                       G005900300132 
       9.5       105.    0.22445    0.02190                       G005900300133 
       9.5       106.    0.10902    0.01527                       G005900300134 
       9.5       107.    0.05558    0.01090                       G005900300135 
       9.5       108.    0.06413    0.01171                       G005900300136 
       9.5       109.    0.03634    0.00881                       G005900300137 
       9.5       110.    0.02993    0.00800                       G005900300138 
       9.5       111.    0.03848    0.00907                       G005900300139 
       9.5       112.    0.02351    0.00709                       G005900300140 
       9.5       113.    0.02565    0.00740                       G005900300141 
       9.5       114.    0.02138    0.00676                       G005900300142 
