ENTRY            G0071   20200213                             G044G007100000001 
SUBENT        G0071001   20200213                             G044G007100100001 
BIB                 12         27                                 G007100100002 
TITLE      Product yields for the photofission of 238U with 12-,  G007100100003 
            15-, 20-, 30-, and 70-MeV bremsstrahlung              G007100100004 
AUTHOR     (E.Jacobs, H.Thierens, D.De Frenne, A.De Clercq,       G007100100005 
            P.D'hondt, P.De Gelder, A.J.Deruytter)                G007100100006 
INSTITUTE  (2BLGGHT)                                              G007100100007 
REFERENCE  (J,PR/C,19,422,1979)                                   G007100100008 
FACILITY   (LINAC,2BLGGHT)                                        G007100100009 
INC-SOURCE (BRST) Electron on a 0.1 mm thick Au target            G007100100010 
SAMPLE     (92-U-238,ENR=0.996)                                   G007100100011 
           U3O8 target(18 mg/cm2 thick) on a 5 mm thick graphite  G007100100012 
            disk.                                                 G007100100013 
           The target was followed by a 0.1 mm thick Al catcher   G007100100014 
            foil at a distance of 1 mm from the target.           G007100100015 
METHOD     (ACTIV)                                                G007100100016 
           (CHSEP) Radiochemical procedure for Cd, I and Cs       G007100100017 
REL-REF    (R,,H.Thierens+,J,PR/C,14,1058,1976)                   G007100100018 
            Decay data                                            G007100100019 
           (R,,H.Thierens+,J,NIM,134,299,1976)                    G007100100020 
            Decay data                                            G007100100021 
DETECTOR   (GELI) 19cm3 and 50 cm3 Ortec Ge(Li) detectors which   G007100100022 
            resolutions at 1.33 MeV are 2.2 and 2.4 keV,          G007100100023 
            respectively.                                         G007100100024 
DECAY-DATA (48-CD-117-M,3.5HR,DG,564.4,0.124)                     G007100100025 
           (53-I-132-M,83.6MIN,DG,175.0,0.083)                    G007100100026 
           (55-CS-134-G,2.062YR,DG,604.7,0.976,                   G007100100027 
                                DG,795.8,0.854)                   G007100100028 
HISTORY    (20200213C) Ayano Makinaga + LV                        G007100100029 
ENDBIB              27          0                                 G007100100030 
NOCOMMON             0          0                                 G007100100031 
ENDSUBENT           30          0                                 G007100199999 
SUBENT        G0071002   20200213                             G044G007100200001 
BIB                  3          3                                 G007100200002 
REACTION   (92-U-238(G,F)MASS,CHN,FY,,BRA)                        G007100200003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100200004 
STATUS     (TABLE) Table II of Phys.Rev.C19(1979)422              G007100200005 
ENDBIB               3          0                                 G007100200006 
NOCOMMON             0          0                                 G007100200007 
DATA                 4        203                                 G007100200008 
 15.        151.       0.742      0.067                           G007100200088 
 15.        153.       0.324      0.053                           G007100200089 
 20.         84.       0.84       0.13                            G007100200090 
 20.         85.       1.21       0.09                            G007100200091 
 20.         87.       2.06       0.15                            G007100200092 
 20.         88.       2.60       0.11                            G007100200093 
 20.         89.       3.01       0.16                            G007100200094 
 20.         91.       4.30       0.19                            G007100200095 
 20.         92.       4.80       0.27                            G007100200096 
 20.         93.       5.02       0.36                            G007100200097 
 20.         94.       5.33       0.38                            G007100200098 
 20.         95.       5.70       0.25                            G007100200099 
 20.         97.       5.87       0.29                            G007100200100 
 20.         99.       6.17       0.26                            G007100200101 
 20.        101.       5.59       0.30                            G007100200102 
 20.        103.       4.97       0.37                            G007100200103 
 20.        104.       3.56       0.26                            G007100200104 
 20.        105.       2.68       0.11                            G007100200105 
 20.        106.       1.64       0.24                            G007100200106 
 20.        112.       0.311      0.048                           G007100200107 
 20.        113.       0.290      0.039                           G007100200108 
 20.        115.       0.270      0.025                           G007100200109 
 20.        117.       0.281      0.031                           G007100200110 
 20.        123.       0.277      0.034                           G007100200111 
 20.        127.       0.667      0.042                           G007100200112 
 20.        129.       1.403      0.092                           G007100200113 
 20.        131.       3.90       0.24                            G007100200114 
 20.        132.       4.74       0.39                            G007100200115 
 20.        133.       6.30       0.35                            G007100200116 
 20.        134.       6.84       0.22                            G007100200117 
 20.        135.       6.65       0.28                            G007100200118 
 20.        137.       6.11       0.55                            G007100200119 
 20.        140.       5.59       0.20                            G007100200120 
 20.        141.       5.05       0.37                            G007100200121 
 20.        142.       4.88       0.37                            G007100200122 
 20.        143.       4.53       0.32                            G007100200123 
 20.        144.       3.97       0.34                            G007100200124 
 20.        146.       2.90       0.17                            G007100200125 
 20.        147.       2.16       0.12                            G007100200126 
 20.        149.       1.38       0.11                            G007100200127 
 20.        151.       0.757      0.070                           G007100200128 
 20.        153.       0.316      0.039                           G007100200129 
 30.         84.       0.90       0.10                            G007100200130 
 30.         85.       1.20       0.09                            G007100200131 
 30.         87.       1.99       0.14                            G007100200132 
 30.         88.       2.62       0.14                            G007100200133 
 30.         89.       3.04       0.16                            G007100200134 
 30.         91.       4.20       0.19                            G007100200135 
 30.         92.       4.76       0.25                            G007100200136 
 30.         93.       4.93       0.35                            G007100200137 
 30.         94.       5.32       0.38                            G007100200138 
 30.         95.       5.75       0.25                            G007100200139 
 30.         97.       5.69       0.29                            G007100200140 
 30.         99.       6.09       0.25                            G007100200141 
 30.        101.       5.51       0.28                            G007100200142 
 30.        103.       4.82       0.35                            G007100200143 
 30.        104.       3.37       0.26                            G007100200144 
 30.        105.       2.57       0.24                            G007100200145 
 30.        106.       1.75       0.18                            G007100200146 
 30.        112.       0.491      0.049                           G007100200147 
 30.        113.       0.441      0.052                           G007100200148 
 30.        115.       0.444      0.036                           G007100200149 
 30.        117.       0.446      0.045                           G007100200150 
 30.        123.       0.450      0.059                           G007100200151 
 30.        125.       0.553      0.073                           G007100200152 
 30.        127.       0.894      0.053                           G007100200153 
 30.        129.       1.516      0.095                           G007100200154 
 30.        131.       3.95       0.24                            G007100200155 
 30.        132.       4.63       0.15                            G007100200156 
 30.        133.       6.10       0.31                            G007100200157 
 30.        134.       6.43       0.21                            G007100200158 
 30.        135.       6.27       0.26                            G007100200159 
 30.        137.       5.97       0.52                            G007100200160 
 30.        140.       5.62       0.18                            G007100200161 
 30.        141.       5.34       0.29                            G007100200162 
 30.        142.       4.60       0.38                            G007100200163 
 30.        143.       4.39       0.31                            G007100200164 
 30.        144.       3.82       0.32                            G007100200165 
 30.        146.       2.82       0.18                            G007100200166 
 30.        147.       2.22       0.13                            G007100200167 
 30.        149.       1.222      0.089                           G007100200168 
 30.        151.       0.694      0.068                           G007100200169 
 30.        153.       0.316      0.038                           G007100200170 
 70.         84.       0.93       0.12                            G007100200171 
 70.         85.       1.17       0.09                            G007100200172 
 70.         87.       1.99       0.14                            G007100200173 
 70.         88.       2.65       0.12                            G007100200174 
 70.         89.       2.95       0.16                            G007100200175 
 70.         91.       3.99       0.17                            G007100200176 
 70.         92.       4.69       0.25                            G007100200177 
 70.         93.       4.82       0.35                            G007100200178 
 70.         94.       5.13       0.37                            G007100200179 
 70.         95.       5.49       0.25                            G007100200180 
 70.         97.       5.42       0.27                            G007100200181 
 70.         99.       5.90       0.25                            G007100200182 
 70.        101.       5.51       0.31                            G007100200183 
 70.        103.       4.62       0.33                            G007100200184 
 70.        104.       3.32       0.24                            G007100200185 
 70.        105.       2.66       0.11                            G007100200186 
 70.        106.       1.95       0.17                            G007100200187 
 70.        111.       0.718      0.089                           G007100200188 
 70.        112.       0.744      0.060                           G007100200189 
 70.        113.       0.745      0.074                           G007100200190 
 70.        115.       0.695      0.052                           G007100200191 
 70.        117.       0.737      0.064                           G007100200192 
 70.        123.       0.683      0.064                           G007100200193 
 70.        125.       0.746      0.075                           G007100200194 
 70.        127.       1.045      0.058                           G007100200195 
 70.        129.       1.81       0.17                            G007100200196 
 70.        131.       3.85       0.23                            G007100200197 
 70.        132.       4.34       0.24                            G007100200198 
 70.        133.       5.84       0.30                            G007100200199 
 70.        134.       6.12       0.27                            G007100200200 
 70.        135.       5.72       0.25                            G007100200201 
 70.        137.       5.75       0.48                            G007100200202 
 70.        140.       5.33       0.17                            G007100200203 
 70.        141.       5.21       0.27                            G007100200204 
 70.        142.       4.60       0.35                            G007100200205 
 70.        143.       4.20       0.32                            G007100200206 
 70.        144.       3.65       0.26                            G007100200207 
 70.        146.       2.70       0.15                            G007100200208 
 70.        147.       2.13       0.16                            G007100200209 
 70.        149.       1.27       0.10                            G007100200210 
 70.        151.       0.720      0.065                           G007100200211 
 70.        153.       0.326      0.050                           G007100200212 
 70.        155.       0.110      0.034                           G007100200213 
ENDDATA            205          0                                 G007100200214 
ENDSUBENT          213          0                                 G007100299999 
SUBENT        G0071003   20200213                             G044G007100300001 
BIB                  4          6                                 G007100300002 
REACTION   (92-U-238(G,F),,NU,,BRA,DERIV)                         G007100300003 
ANALYSIS   Calculated from the mass distribution                  G007100300004 
ERR-ANALYS (ERR-S) Uncertainty due to statistical treatment of    G007100300005 
            the uncertainties of the yields                       G007100300006 
STATUS     (TABLE) Table III of Phys.Rev.C19(1979)422             G007100300007 
           (DEP,G0071002) Mass distribution                       G007100300008 
ENDBIB               6          0                                 G007100300009 
NOCOMMON             0          0                                 G007100300010 
DATA                 3          5                                 G007100300011 
EN-MAX     DATA       ERR-S                                       G007100300012 
MEV        PRT/FIS    PRT/FIS                                     G007100300013 
 12.        2.85       0.11                                       G007100300014 
 15.        3.39       0.12                                       G007100300015 
 20.        3.44       0.11                                       G007100300016 
 30.        3.57       0.11                                       G007100300017 
 70.        3.66       0.11                                       G007100300018 
ENDDATA              7          00                                G007100300019 
ENDSUBENT           18          0                                 G007100399999 
SUBENT        G0071004   20200213                             G044G007100400001 
BIB                  3          3                                 G007100400002 
REACTION   (92-U-238(G,F)ELEM/MASS,IND,FY,,FRC/BRA)               G007100400003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100400004 
STATUS     (TABLE) Table IV of Phys.Rev.C19(1979)422              G007100400005 
ENDBIB               3          0                                 G007100400006 
NOCOMMON             0          0                                 G007100400007 
DATA                 6         39                                 G007100400008 
EN-MAX     ELEMENT    MASS       ISOMER     DATA       DATA-ERR   G007100400009 
MEV        NO-DIM     NO-DIM     NO-DIM     NO-DIM     NO-DIM     G007100400010 
 12.        52.        131.       1.         0.029      0.007     G007100400011 
 12.        53.        134.                  0.169      0.041     G007100400012 
 12.        54.        135.                  0.035      0.015     G007100400013 
 12.        57.        136.                  0.00046    0.00011   G007100400014 
 15.        51.        128.                  0.049      0.019     G007100400015 
 15.        52.        131.       0.         0.078      0.048     G007100400016 
 15.        52.        131.       1.         0.057      0.011     G007100400017 
 15.        53.        132.       0.         0.0057     0.0014    G007100400018 
 15.        53.        132.       1.         0.0039     0.0012    G007100400019 
 15.        53.        134.                  0.213      0.024     G007100400020 
 15.        54.        135.                  0.044      0.017     G007100400021 
 15.        57.        136.                  0.00106    0.00011   G007100400022 
 20.        51.        128.       0.         0.062      0.023     G007100400023 
 20.        52.        131.       0.         0.085      0.045     G007100400024 
 20.        52.        131.       1.         0.077      0.011     G007100400025 
 20.        53.        132.       0.         0.0074     0.0015    G007100400026 
 20.        53.        132.       1.         0.0057     0.0009    G007100400027 
 20.        53.        134.                  0.227      0.028     G007100400028 
 20.        54.        135.                  0.051      0.012     G007100400029 
 20.        57.        134.                  0.000040   0.000015  G007100400030 
 20.        57.        136.                  0.00186    0.00016   G007100400031 
 30.        51.        128.       0.         0.085      0.024     G007100400032 
 30.        52.        131.       0.         0.093      0.043     G007100400033 
 30.        52.        131.       1.         0.100      0.013     G007100400034 
 30.        53.        132.       0.         0.0117     0.0021    G007100400035 
 30.        53.        132.       1.         0.0126     0.0017    G007100400036 
 30.        53.        134.                  0.255      0.023     G007100400037 
 30.        54.        135.                  0.060      0.012     G007100400038 
 30.        57.        134.                  0.000086   0.000034  G007100400039 
 30.        57.        136.                  0.00362    0.00032   G007100400040 
 70.        51.        128.       0.         0.188      0.030     G007100400041 
 70.        52.        131.       0.         0.109      0.041     G007100400042 
 70.        52.        131.       1.         0.110      0.013     G007100400043 
 70.        53.        132.       0.         0.0282     0.0051    G007100400044 
 70.        53.        132.       1.         0.0213     0.0039    G007100400045 
 70.        53.        134.                  0.275      0.025     G007100400046 
 70.        54.        135.                  0.077      0.013     G007100400047 
 70.        57.        134.                  0.00133    0.00014   G007100400048 
 70.        57.        136.                  0.0115     0.0012    G007100400049 
ENDDATA             41          0                                 G007100400050 
ENDSUBENT           49          0                                 G007100499999 
SUBENT        G0071005   20200213                             G044G007100500001 
BIB                  3          3                                 G007100500002 
REACTION   (92-U-238(G,F)ELEM/MASS,CUM,FY,,FRC/BRA)               G007100500003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100500004 
STATUS     (TABLE)Table IV of Phys. Rev. C19(1979)422             G007100500005 
ENDBIB               3          0                                 G007100500006 
NOCOMMON             0          0                                 G007100500007 
DATA                 5         10                                 G007100500008 
EN-MAX     ELEMENT    MASS       DATA       DATA-ERR              G007100500009 
MEV        NO-DIM     NO-DIM     NO-DIM     NO-DIM                G007100500010 
 12.        50.        128.       0.77       0.12                 G007100500011 
 12.        51.        131.       0.915      0.071                G007100500012 
 15.        50.        128.       0.67       0.11                 G007100500013 
 15.        51.        131.       0.855      0.050                G007100500014 
 20.        50.        128.       0.700      0.090                G007100500015 
 20.        51.        131.       0.828      0.046                G007100500016 
 30.        50.        128.       0.702      0.090                G007100500017 
 30.        51.        131.       0.798      0.049                G007100500018 
 70.        50.        128.       0.615      0.076                G007100500019 
 70.        51.        131.       0.761      0.061                G007100500020 
ENDDATA             12          0                                 G007100500021 
ENDSUBENT           20          0                                 G007100599999 
SUBENT        G0071006   20200213                             G044G007100600001 
BIB                  3          3                                 G007100600002 
REACTION   (92-U-238(G,F)MASS,SEC,ZP,,BRA)                        G007100600003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100600004 
STATUS     (TABLE) Table V of Phys.Rev.C19(1979)422               G007100600005 
ENDBIB               3          0                                 G007100600006 
NOCOMMON             0          0                                 G007100600007 
DATA                 6         23                                 G007100600008 
EN-MAX     MASS       DATA       DATA-ERR   +DATA-ERR  -DATA-ERR  G007100600009 
MEV        NO-DIM     NO-DIM     NO-DIM     NO-DIM     NO-DIM     G007100600010 
 12.        128.       50.08                 0.21       0.29      G007100600011 
 12.        131.       50.68                 0.22       0.50      G007100600012 
 12.        134.       51.95      0.11                            G007100600013 
 12.        135.       52.43                 0.10       0.15      G007100600014 
 12.        136.       52.51      0.05                            G007100600015 
 15.        128.       50.24                 0.19       0.10      G007100600016 
 15.        131.       50.86                 0.13       0.16      G007100600017 
 15.        132.       51.10      0.04                            G007100600018 
 15.        134.       52.05      0.06                            G007100600019 
 15.        135.       52.50                 0.10       0.13      G007100600020 
 15.        136.       52.66      0.02                            G007100600021 
 20.        128.       50.19                 0.15       0.17      G007100600022 
 20.        131.       50.92                 0.11       0.14      G007100600023 
 20.        132.       51.16      0.03                            G007100600024 
 20.        134.       52.07      0.08                            G007100600025 
 20.        135.       52.52                 0.06       0.08      G007100600026 
 20.        136.       52.75      0.02                            G007100600027 
 30.        128.       50.17                 0.15       0.17      G007100600028 
 30.        131.       50.98                 0.11       0.13      G007100600029 
 30.        132.       51.26      0.03                            G007100600030 
 30.        134.       52.12      0.07                            G007100600031 
 30.        135.       52.55                 0.06       0.08      G007100600032 
 30.        136.       52.83      0.02                            G007100600033 
ENDDATA             25          0                                 G007100600034 
ENDSUBENT           33          0                                 G007100699999 
SUBENT        G0071007   20200213                             G044G007100700001 
BIB                  3          3                                 G007100700002 
REACTION   (92-U-238(G,F)52-TE-131-M/T,IND,FY/RAT,,BRA)           G007100700003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100700004 
STATUS     (TABLE) Table VI of Phys.Rev.C19(1979)422              G007100700005 
ENDBIB               3          0                                 G007100700006 
NOCOMMON             0          0                                 G007100700007 
DATA                 3          4                                 G007100700008 
EN-MAX     DATA       DATA-ERR                                    G007100700009 
MEV        NO-DIM     NO-DIM                                      G007100700010 
 15.        0.43       0.15                                       G007100700011 
 20.        0.48       0.14                                       G007100700012 
 30.        0.52       0.12                                       G007100700013 
 70.        0.50       0.10                                       G007100700014 
ENDDATA              6          0                                 G007100700015 
ENDSUBENT           14          0                                 G007100799999 
SUBENT        G0071008   20200213                             G044G007100800001 
BIB                  3          3                                 G007100800002 
REACTION   (92-U-238(G,F)53-I-132-M/T,IND,FY/RAT,,BRA)            G007100800003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty G007100800004 
STATUS     (TABLE) Table VI of Phys.Rev.C19(1979)422              G007100800005 
ENDBIB               3          0                                 G007100800006 
NOCOMMON             0          0                                 G007100800007 
DATA                 3          4                                 G007100800008 
EN-MAX     DATA       DATA-ERR                                    G007100800009 
MEV        NO-DIM     NO-DIM                                      G007100800010 
 15.        0.41       0.09                                       G007100800011 
 20.        0.44       0.06                                       G007100800012 
 30.        0.51       0.06                                       G007100800013 
 70.        0.44       0.05                                       G007100800014 
ENDDATA              6          0                                 G007100800015 
ENDSUBENT           14          0                                 G007100899999 
ENDENTRY             8          0                                 G007199999999 
