ENTRY            A1073   20240703                             A112A1073  0    1 
SUBENT        A1073001   20240703                             A112A1073  1    1 
BIB                 10         13                                 A1073  1    2 
TITLE      Study of 5Li around 20 MeV excitation energy by a      A1073  1    3 
           radiative capture reaction                             A1073  1    4 
AUTHOR     (H.Schroder,W.Mausberg)                                A1073  1    5 
REFERENCE  (J,ZP,235,234,1970)                                    A1073  1    6 
INSTITUTE  (2GERFRB)                                              A1073  1    7 
FACILITY   (VDG,2GERFRB)                                          A1073  1    8 
SAMPLE     Zirconium-deuterium targets on a tungsten backing      A1073  1    9 
METHOD     (PHD)                                                  A1073  1   10 
DETECTOR   (NAICR) Two detectors 6. in. * 8. in. diam             A1073  1   11 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  A1073  1   12 
HISTORY    (19810327C) Compilation produced by Arzamas RFNC-VNIIEFA1073  1   13 
           (19990205U)CNPD: corrected 4-dig. year and lower cases.A1073  1   14 
           (20240703A) SD: Corrections in all Subents.            A1073  1   15 
ENDBIB              13          0                                 A1073  1   16 
COMMON               2          3                                 A1073  1   17 
EN-ERR     E-LVL                                                  A1073  1   18 
MEV        MEV                                                    A1073  1   19 
 0.02              0.0                                            A1073  1   20 
ENDCOMMON            3          0                                 A1073  1   21 
ENDSUBENT           20          0                                 A1073  199999 
SUBENT        A1073002   20240703                             A112A1073  2    1 
BIB                  4          6                                 A1073  2    2 
REACTION   (1-H-2(HE3,G)3-LI-5,PAR,DA)                            A1073  2    3 
ERR-ANALYS  E-EXC-C-ER - Digitizing error of excitation energy of A1073  2    4 
            initial compound nucleus                              A1073  2    5 
STATUS     (CURVE,,H.Schroder+,J,ZP,235,234,1970) Fig 2           A1073  2    6 
HISTORY    (20240703A) SD: SF5=PAR added; SF9=EXP deleted from    A1073  2    7 
           REACTION code. Data were re-digitized.                 A1073  2    8 
ENDBIB               6          0                                 A1073  2    9 
COMMON               2          3                                 A1073  2   10 
E-EXC-C-ER ERR-DIG                                                A1073  2   11 
MEV        MU-B/SR                                                A1073  2   12 
       0.01       0.01                                            A1073  2   13 
ENDCOMMON            3          0                                 A1073  2   14 
DATA                 4        131                                 A1073  2   15 
      130.0      19.70       4.49       0.23                      A1073  2  127 
      130.0      19.78       4.61       0.21                      A1073  2  128 
      130.0      19.83       4.56       0.30                      A1073  2  129 
      130.0      19.90       4.61       0.24                      A1073  2  130 
      130.0      19.94       4.57       0.28                      A1073  2  131 
      130.0      19.99       4.49       0.21                      A1073  2  132 
      130.0      20.10       4.34       0.21                      A1073  2  133 
      130.0      20.21       4.23       0.25                      A1073  2  134 
      130.0      20.25       4.18       0.25                      A1073  2  135 
      130.0      20.28       4.40       0.23                      A1073  2  136 
      130.0      20.29       4.23       0.24                      A1073  2  137 
      130.0      20.41       4.39       0.25                      A1073  2  138 
      130.0      20.50       4.03       0.23                      A1073  2  139 
      130.0      20.56       4.12       0.24                      A1073  2  140 
      130.0      20.61       4.11       0.24                      A1073  2  141 
      130.0      20.72       4.34       0.27                      A1073  2  142 
      130.0      20.79       4.02       0.23                      A1073  2  143 
      130.0      20.88       3.91       0.23                      A1073  2  144 
      130.0      20.89       4.18       0.27                      A1073  2  145 
      130.0      20.99       3.98       0.21                      A1073  2  146 
      130.0      21.10       4.22       0.23                      A1073  2  147 
      130.0      21.15       4.08       0.27                      A1073  2  148 
ENDDATA            133          0                                 A1073  2  149 
ENDSUBENT          148          0                                 A1073  299999 
SUBENT        A1073003   20240703                             A112A1073  3    1 
BIB                  3          7                                 A1073  3    2 
REACTION   (1-H-2(HE3,G)3-LI-5,PAR,DA)                            A1073  3    3 
STATUS     (CURVE,,H.Schroder+,J,ZP,235,234,1970) Fig 3           A1073  3    4 
HISTORY    (20240703A) SD: SF5=PAR added; SF9=EXP deleted from    A1073  3    5 
           REACTION code. ANG-ERR -> ANG-ERR-D; EN -> E-EXC-CMP   A1073  3    6 
           and values were changed according to presentation      A1073  3    7 
           on the fig. Data units were changed according to       A1073  3    8 
           the figure (MB/SR -> MU-B/SR).                         A1073  3    9 
ENDBIB               7          0                                 A1073  3   10 
COMMON               1          3                                 A1073  3   11 
ANG-ERR-D                                                         A1073  3   12 
ADEG                                                              A1073  3   13 
 2.0                                                              A1073  3   14 
ENDCOMMON            3          0                                 A1073  3   15 
DATA                 4         75                                 A1073  3   16 
E-EXC-CMP  ANG-CM     DATA-CM    DATA-ERR                         A1073  3   17 
MEV        ADEG       MU-B/SR    MU-B/SR                          A1073  3   18 
       18.0        2.1       2.70       0.20                      A1073  3   19 
       18.0       31.0       2.80       0.20                      A1073  3   20 
       18.0       59.5       3.00       0.07                      A1073  3   21 
       18.0       98.7       2.80       0.20                      A1073  3   22 
       18.0      139.9       2.50       0.40                      A1073  3   23 
       18.8        4.1       3.90       0.20                      A1073  3   24 
       18.8       11.5       4.00       0.07                      A1073  3   25 
       18.8       19.8       3.70       0.30                      A1073  3   26 
       18.8       31.0       3.90       0.30                      A1073  3   27 
       18.8       42.4       3.90       0.10                      A1073  3   28 
       18.8       61.6       3.80       0.20                      A1073  3   29 
       18.8       77.3       3.70       0.30                      A1073  3   30 
       18.8       88.1       4.00       0.07                      A1073  3   31 
       18.8      103.6       3.90       0.10                      A1073  3   32 
       18.8      118.5       4.10       0.10                      A1073  3   33 
       18.8      130.2       4.00       0.10                      A1073  3   34 
       18.8      137.8       4.00       0.10                      A1073  3   35 
       19.1        0.0       4.50       0.40                      A1073  3   36 
       19.1       26.9       4.20       0.20                      A1073  3   37 
       19.1       57.8       4.40       0.20                      A1073  3   38 
       19.1       87.8       4.10       0.30                      A1073  3   39 
       19.1      120.9       4.20       0.30                      A1073  3   40 
       19.5        0.0       4.70       0.20                      A1073  3   41 
       19.5        8.6       4.60       0.20                      A1073  3   42 
       19.5       14.6       4.60       0.30                      A1073  3   43 
       19.5       28.5       4.40       0.10                      A1073  3   44 
       19.5       42.4       4.30       0.30                      A1073  3   45 
       19.5       58.0       4.40       0.20                      A1073  3   46 
       19.5       73.8       4.30       0.30                      A1073  3   47 
       19.5       89.2       4.40       0.30                      A1073  3   48 
       19.5      104.4       4.60       0.20                      A1073  3   49 
       19.5      120.4       4.40       0.30                      A1073  3   50 
       19.5      128.4       4.40       0.20                      A1073  3   51 
       19.5      139.9       4.50       0.10                      A1073  3   52 
       19.9        0.0       4.70       0.40                      A1073  3   53 
       19.9        4.2       4.90       0.10                      A1073  3   54 
       19.9       15.7       5.00       0.20                      A1073  3   55 
       19.9       27.9       4.60       0.30                      A1073  3   56 
       19.9       41.5       4.60       0.30                      A1073  3   57 
       19.9       56.4       5.00       0.10                      A1073  3   58 
       19.9       68.2       4.80       0.40                      A1073  3   59 
       19.9       83.7       4.90       0.10                      A1073  3   60 
       19.9      103.5       4.60       0.30                      A1073  3   61 
       19.9      118.2       5.10       0.20                      A1073  3   62 
       19.9      126.4       4.80       0.30                      A1073  3   63 
       19.9      138.0       4.80       0.10                      A1073  3   64 
       20.3        0.0       4.40       0.30                      A1073  3   65 
       20.3        6.8       4.60       0.10                      A1073  3   66 
       20.3       16.4       4.70       0.20                      A1073  3   67 
       20.3       58.0       4.40       0.30                      A1073  3   68 
       20.3      104.8       4.40       0.30                      A1073  3   69 
       20.3      116.5       4.50       0.40                      A1073  3   70 
       20.3      128.1       4.50       0.20                      A1073  3   71 
       20.3      139.7       4.60       0.10                      A1073  3   72 
       20.6        0.0       4.40       0.10                      A1073  3   73 
       20.6       19.0       4.40       0.20                      A1073  3   74 
       20.6       49.8       4.70       0.10                      A1073  3   75 
       20.6       55.7       4.70       0.30                      A1073  3   76 
       20.6       70.7       5.00       0.50                      A1073  3   77 
       20.6       82.3       5.10       0.40                      A1073  3   78 
       20.6      106.4       4.70       0.30                      A1073  3   79 
       20.6      117.8       4.90       0.10                      A1073  3   80 
       20.6      129.9       4.70       0.20                      A1073  3   81 
       20.9        1.7       4.30       0.30                      A1073  3   82 
       20.9        9.4       4.40       0.07                      A1073  3   83 
       20.9       19.1       4.40       0.20                      A1073  3   84 
       20.9       31.0       4.30       0.20                      A1073  3   85 
       20.9       44.6       4.40       0.30                      A1073  3   86 
       20.9       55.6       4.70       0.20                      A1073  3   87 
       20.9       70.9       5.00       0.20                      A1073  3   88 
       20.9       86.7       4.90       0.10                      A1073  3   89 
       20.9      102.3       4.90       0.10                      A1073  3   90 
       20.9      118.5       4.60       0.30                      A1073  3   91 
       20.9      130.3       4.60       0.20                      A1073  3   92 
       20.9      142.4       4.40       0.30                      A1073  3   93 
ENDDATA             77          0                                 A1073  3   94 
ENDSUBENT           93          0                                 A1073  399999 
SUBENT        A1073004   20240703                             A112A1073  4    1 
BIB                  4          6                                 A1073  4    2 
REACTION   (1-H-2(HE3,G)3-LI-5,PAR,SIG)                           A1073  4    3 
ERR-ANALYS  E-EXC-C-ER - Digitizing error of excitation energy of A1073  4    4 
            initial compound nucleus                              A1073  4    5 
STATUS     (CURVE,,H.Schroder+,J,ZP,235,234,1970) Fig 4           A1073  4    6 
HISTORY    (20240703A) SD: SF5=PAR added; SF9=EXP deleted from    A1073  4    7 
           REACTION code. Data were re-digitized.                 A1073  4    8 
ENDBIB               6          0                                 A1073  4    9 
COMMON               2          3                                 A1073  4   10 
E-EXC-C-ER ERR-DIG                                                A1073  4   11 
MEV        MICRO-B                                                A1073  4   12 
   0.01         0.08                                              A1073  4   13 
ENDCOMMON            3          0                                 A1073  4   14 
DATA                 3         49                                 A1073  4   15 
E-EXC-CMP  DATA       DATA-ERR                                    A1073  4   16 
MEV        MICRO-B    MICRO-B                                     A1073  4   17 
      17.38      29.19       1.33                                 A1073  4   18 
      17.52      30.34       1.24                                 A1073  4   19 
      17.63      33.09       1.33                                 A1073  4   20 
      17.75      33.70       1.51                                 A1073  4   21 
      17.88      35.12       1.51                                 A1073  4   22 
      17.94      38.04       1.60                                 A1073  4   23 
      17.96      35.65       1.77                                 A1073  4   24 
      17.98      35.29       1.86                                 A1073  4   25 
      18.08      37.42       1.77                                 A1073  4   26 
      18.14      38.30       1.95                                 A1073  4   27 
      18.16      39.37       2.13                                 A1073  4   28 
      18.36      43.09       1.77                                 A1073  4   29 
      18.45      43.08       1.68                                 A1073  4   30 
      18.55      43.17       2.22                                 A1073  4   31 
      18.71      47.95       2.22                                 A1073  4   32 
      18.93      50.52       2.30                                 A1073  4   33 
      18.97      50.52       2.22                                 A1073  4   34 
      19.00      50.60       2.39                                 A1073  4   35 
      19.07      51.31       2.48                                 A1073  4   36 
      19.18      50.24       2.75                                 A1073  4   37 
      19.23      51.66       2.39                                 A1073  4   38 
      19.37      52.37       2.22                                 A1073  4   39 
      19.44      52.81       2.30                                 A1073  4   40 
      19.48      53.78       2.48                                 A1073  4   41 
      19.56      57.15       2.75                                 A1073  4   42 
      19.61      55.73       2.93                                 A1073  4   43 
      19.62      56.88       2.39                                 A1073  4   44 
      19.66      56.88       2.57                                 A1073  4   45 
      19.76      58.65       3.10                                 A1073  4   46 
      19.79      57.50       2.66                                 A1073  4   47 
      19.85      55.99       2.84                                 A1073  4   48 
      19.93      55.45       2.75                                 A1073  4   49 
      19.95      55.90       2.57                                 A1073  4   50 
      20.05      55.27       2.66                                 A1073  4   51 
      20.15      53.76       2.84                                 A1073  4   52 
      20.20      52.61       2.75                                 A1073  4   53 
      20.24      54.20       2.66                                 A1073  4   54 
      20.26      53.58       2.75                                 A1073  4   55 
      20.34      54.02       2.75                                 A1073  4   56 
      20.45      52.34       2.57                                 A1073  4   57 
      20.52      52.07       2.66                                 A1073  4   58 
      20.55      53.40       2.57                                 A1073  4   59 
      20.64      52.95       3.01                                 A1073  4   60 
      20.76      50.38       2.48                                 A1073  4   61 
      20.83      49.76       2.66                                 A1073  4   62 
      20.85      50.82       2.30                                 A1073  4   63 
      20.95      51.26       2.48                                 A1073  4   64 
      21.05      50.99       2.31                                 A1073  4   65 
      21.12      49.48       2.48                                 A1073  4   66 
ENDDATA             51          0                                 A1073  4   67 
ENDSUBENT           66          0                                 A1073  499999 
ENDENTRY             4          0                                 A107399999999 
