ENTRY            O2309   20210906                             O084O2309  0    1 
SUBENT        O2309001   20210906                             O084O2309  1    1 
BIB                 10         34                                 O2309  1    2 
TITLE      High-resolution (p,t) reaction measurements as         O2309  1    3 
           spectroscopic tests of ab-initio theory in the mid-pf  O2309  1    4 
           shell                                                  O2309  1    5 
AUTHOR     (K.G.Leach,J.D.Holt,P.E.Garrett,S.R.Stroberg,G.C.Ball, O2309  1    6 
           P.C.Bender,V.Bildstein,A.Diaz Varela,R.Dunlop,         O2309  1    7 
           T.Faestermann, B.Hadinia,R.Hertenberger,D.S.Jamieson,  O2309  1    8 
           B.Jigmeddorj,R.Krucken,A.T.Laffoley,A.J.Radich,        O2309  1    9 
           E.T.Rand,C.E.Svensson,S.Triambak,H.-F.Wirth)           O2309  1   10 
INSTITUTE  (1USACSM,1CANGUE,1CANTMF,2GERMUN,2GERLMU,3SAFUWC)      O2309  1   11 
           (2GERGER) Excellence Cluster Universe,Garching,Germany O2309  1   12 
REFERENCE  (J,PR/C,100,014320,2019)                               O2309  1   13 
           (J,PR/C,94,011304,2016)                                O2309  1   14 
           Results for ground and excited states at 3895.0(5) keV O2309  1   15 
           and (c) 4068.8(5) keV on graph.                        O2309  1   16 
REL-REF    (O,O2265001,K.G.Leach+,J,PR/C,100,014320,2019)         O2309  1   17 
            64Zn(p,t) data compiled in entry O2165                O2309  1   18 
           (I,O2154001,K.G.Leach+,J,PR/C,87,064306,2013)          O2309  1   19 
FACILITY   (VDGT,2GERLMU) Experiment was performed at the         O2309  1   20 
           Maier-Leibnitz tandem Van de Graaff accelerator        O2309  1   21 
           laboratory of the Ludwig-Maximilians-Universitat       O2309  1   22 
           and Technische Universitat Munchen                     O2309  1   23 
SAMPLE     (24-CR-50,ENR=0.993) A 99.3% isotopically pure Cr-52   O2309  1   24 
           sample of 130 ug/cm**2 thickness on 10 ug/cm2 carbon   O2309  1   25 
           backing was used.                                      O2309  1   26 
METHOD     (BCINT)                                                O2309  1   27 
DETECTOR   (MAGSP)                                                O2309  1   28 
           (SISD)                                                 O2309  1   29 
HISTORY    (20161010C) S.B.                                       O2309  1   30 
           (20200403R) Data received from Dr. K.G.Leach           O2309  1   31 
           (20200407A) VS Reference PR/C,100,015320,2019 added    O2309  1   32 
           Subentries 002-003 combined and new data added.        O2309  1   33 
           Subentry 004 added.                                    O2309  1   34 
           (20210906A) VS EN-SEC deleted in subent 002.           O2309  1   35 
            Data replaced and ERR-ANALYS deleted in subent 003.   O2309  1   36 
ENDBIB              34          0                                 O2309  1   37 
COMMON               1          3                                 O2309  1   38 
EN                                                                O2309  1   39 
MEV                                                               O2309  1   40 
24.                                                               O2309  1   41 
ENDCOMMON            3          0                                 O2309  1   42 
ENDSUBENT           41          0                                 O2309  199999 
SUBENT        O2309002   20210906                             O084O2309  2    1 
BIB                  4          7                                 O2309  2    2 
REACTION   (24-CR-52(P,T)24-CR-50,PAR,DA)                         O2309  2    3 
ERR-ANALYS (ERR-T) The 5% systematic uncertainties combined in    O2309  2    4 
           quadrature with statistical uncertainties.             O2309  2    5 
           (ERR-SYS) 5% systamatic uncertainties                  O2309  2    6 
STATUS     (TABLE) Figs. 4 and 5 of Phys.Rev.C100(2019)015320     O2309  2    7 
HISTORY    (20200407A) VS. New data added.                        O2309  2    8 
           (20210906U) VS. EN-SEC deleted.                        O2309  2    9 
ENDBIB               7          0                                 O2309  2   10 
COMMON               1          3                                 O2309  2   11 
ERR-SYS                                                           O2309  2   12 
PER-CENT                                                          O2309  2   13 
         5.                                                       O2309  2   14 
ENDCOMMON            3          0                                 O2309  2   15 
DATA                 4        287                                 O2309  2   16 
     3.7919  30.565037   3.368602   0.273411                      O2309  2   76 
     3.7919  35.647579   3.914452   0.297171                      O2309  2   77 
     3.7919  40.724953   3.954325   0.251138                      O2309  2   78 
     3.7919  50.861855   3.070549   0.199939                      O2309  2   79 
     3.8255  10.196702  25.903121    1.35649                      O2309  2   80 
     3.8255  15.293069  26.034885    1.39571                      O2309  2   81 
     3.8255  20.387077  24.486388    1.35586                      O2309  2   82 
     3.8255  25.477974  23.166727    1.49058                      O2309  2   83 
     3.8255  30.565037  19.373123     1.0866                      O2309  2   84 
     3.8255  35.647579  18.989209    1.05286                      O2309  2   85 
     3.8255  40.724953  18.012419   0.958815                      O2309  2   86 
     3.8255  50.861855   15.62325   0.831798                      O2309  2   87 
     3.8455  10.196702   1.205856   0.133089                      O2309  2   88 
     3.8455  15.293069   1.505377   0.156412                      O2309  2   89 
     3.8455  20.387077   1.521571   0.194958                      O2309  2   90 
     3.8455  25.477974   1.294453   0.190941                      O2309  2   91 
     3.8455  30.565037   1.598848   0.216339                      O2309  2   92 
     3.8455  35.647579   1.427584   0.200174                      O2309  2   93 
     3.8455  40.724953   1.161489   0.136874                      O2309  2   94 
     3.8455  50.861855   0.907241   0.114107                      O2309  2   95 
     3.8735  10.196702   0.748436   0.104819                      O2309  2   96 
     3.8735  15.293069   0.824385   0.119714                      O2309  2   97 
     3.8735  20.387077   1.397401   0.174393                      O2309  2   98 
     3.8735  25.477974   2.102136   0.209287                      O2309  2   99 
     3.8735  30.565037   1.783706   0.207285                      O2309  2  100 
     3.8735  35.647579   2.117454   0.239571                      O2309  2  101 
     3.8735  40.724953   2.130057   0.227662                      O2309  2  102 
     3.8735  50.861855    1.40748   0.132865                      O2309  2  103 
      3.895  10.196702   72.78542    3.73725                      O2309  2  104 
      3.895  15.293069  43.664298    2.30231                      O2309  2  105 
      3.895  20.387077  31.005624    1.69895                      O2309  2  106 
      3.895  25.477974  36.388941    2.29817                      O2309  2  107 
      3.895  30.565037  51.255903    2.73571                      O2309  2  108 
      3.895  35.647579  55.105537    2.90582                      O2309  2  109 
      3.895  40.724953  51.084595    2.66536                      O2309  2  110 
      3.895  50.861855   21.91775    1.15124                      O2309  2  111 
     3.9358  10.196702   2.323992   0.197875                      O2309  2  112 
     3.9358  15.293069   2.445067   0.192064                      O2309  2  113 
     3.9358  20.387077   2.148989   0.206519                      O2309  2  114 
     3.9358  25.477974   2.167399   0.213811                      O2309  2  115 
     3.9358  30.565037    1.91206   0.209528                      O2309  2  116 
     3.9358  35.647579   1.939423   0.230188                      O2309  2  117 
     3.9358  40.724953   1.362331   0.179779                      O2309  2  118 
     3.9358  50.861855   0.938568     0.1118                      O2309  2  119 
     4.0518  10.196702  68.231179    3.82157                      O2309  2  120 
     4.0518  15.293069  89.420355    4.64834                      O2309  2  121 
     4.0518  20.387077 106.116442    5.49297                      O2309  2  122 
     4.0518  25.477974 118.927601    6.62415                      O2309  2  123 
     4.0518  30.565037 131.554051    6.81135                      O2309  2  124 
     4.0518  35.647579 127.287564    6.54928                      O2309  2  125 
     4.0518  40.724953 114.592826     5.8623                      O2309  2  126 
     4.0518  50.861855  67.742269    3.45787                      O2309  2  127 
     4.0688  10.196702 106.446602    5.93698                      O2309  2  128 
     4.0688  15.293069  71.166124    3.74015                      O2309  2  129 
     4.0688  20.387077  48.776339     2.5907                      O2309  2  130 
     4.0688  25.477974  47.502369    2.74701                      O2309  2  131 
     4.0688  30.565037  55.315804    2.97218                      O2309  2  132 
     4.0688  35.647579  58.200491     3.0722                      O2309  2  133 
     4.0688  40.724953  53.032197    2.78272                      O2309  2  134 
     4.0688  50.861855  23.133041    1.23272                      O2309  2  135 
     4.1305  10.196702   1.138843   0.162797                      O2309  2  136 
     4.1305  15.293069   1.347201   0.158512                      O2309  2  137 
     4.1305  20.387077   0.955252    0.14607                      O2309  2  138 
     4.1305  30.565037   0.608985   0.202525                      O2309  2  139 
     4.1305  35.647579   0.428943   0.162217                      O2309  2  140 
     4.1305  40.724953   0.495882   0.143602                      O2309  2  141 
     4.1305  50.861855   0.427391  0.0879244                      O2309  2  142 
     4.1919  10.196702   7.115943   0.462704                      O2309  2  143 
     4.1919  15.293069   7.722118   0.521166                      O2309  2  144 
     4.1919  20.387077   6.538917   0.446938                      O2309  2  145 
     4.1919  25.477974   6.538325   0.409402                      O2309  2  146 
     4.1919  30.565037   7.069574   0.404796                      O2309  2  147 
     4.1919  35.647579   6.313261   0.363197                      O2309  2  148 
     4.1919  40.724953   5.601246   0.405672                      O2309  2  149 
     4.1919  50.861855   4.345561   0.256634                      O2309  2  150 
     4.2133  10.196702   1.951557   0.207555                      O2309  2  151 
     4.2133  15.293069   2.490116   0.237826                      O2309  2  152 
     4.2133  20.387077   2.332401   0.213755                      O2309  2  153 
     4.2133  25.477974   2.460579   0.212131                      O2309  2  154 
     4.2133  30.565037   2.290166   0.172915                      O2309  2  155 
     4.2133  35.647579   2.247357   0.171906                      O2309  2  156 
     4.2133  40.724953   1.827263   0.165464                      O2309  2  157 
     4.2133  50.861855    1.60945   0.125814                      O2309  2  158 
     4.2864  10.196702   0.147601   0.135041                      O2309  2  159 
     4.2864  15.293069   0.124161   0.121856                      O2309  2  160 
     4.2864  20.387077   0.249091  0.0935706                      O2309  2  161 
     4.2864  25.477974   0.386642   0.128637                      O2309  2  162 
     4.2864  30.565037   0.277003  0.0878635                      O2309  2  163 
     4.2864  35.647579   0.388772  0.0862783                      O2309  2  164 
     4.2864  40.724953   0.540801  0.0945059                      O2309  2  165 
     4.2864  50.861855   0.807463  0.0866999                      O2309  2  166 
     4.3683  10.196702  11.649416   0.710151                      O2309  2  167 
     4.3683  15.293069  10.563531   0.753883                      O2309  2  168 
     4.3683  20.387077   8.487796   0.585766                      O2309  2  169 
     4.3683  25.477974   7.781939   0.474804                      O2309  2  170 
     4.3683  30.565037  10.145319   0.557296                      O2309  2  171 
     4.3683  35.647579   8.964977   0.496995                      O2309  2  172 
     4.3683  40.724953   8.400923   0.551196                      O2309  2  173 
     4.3683  50.861855   8.171598   0.448617                      O2309  2  174 
     4.5253  10.196702   0.962184   0.133824                      O2309  2  175 
     4.5253  25.477974   1.451195   0.212494                      O2309  2  176 
     4.5253  30.565037   1.938075   0.203266                      O2309  2  177 
     4.5253  35.647579   2.615345   0.248544                      O2309  2  178 
     4.5253  40.724953   2.036718   0.219479                      O2309  2  179 
     4.5253  50.861855   1.698205   0.156029                      O2309  2  180 
     4.5487  10.196702  43.311592    2.25502                      O2309  2  181 
     4.5487  25.477974  76.636083    3.91134                      O2309  2  182 
     4.5487  30.565037  84.025652    4.27416                      O2309  2  183 
     4.5487  35.647579  83.805057    4.27441                      O2309  2  184 
     4.5487  40.724953  71.650815    3.69234                      O2309  2  185 
     4.5487  50.861855  39.436546    2.01266                      O2309  2  186 
     4.6554  10.196702   0.390111   0.109868                      O2309  2  187 
     4.6554  15.293069   0.642074   0.118728                      O2309  2  188 
     4.6554  30.565037   1.326864   0.250053                      O2309  2  189 
     4.6554  35.647579   1.340699   0.188858                      O2309  2  190 
     4.6554  40.724953   1.139325   0.130029                      O2309  2  191 
     4.6554  50.861855   1.458349   0.130471                      O2309  2  192 
     4.6808  10.196702   0.341504   0.106563                      O2309  2  193 
     4.6808  15.293069   0.390341   0.109102                      O2309  2  194 
     4.6808  20.387077    0.43186   0.125684                      O2309  2  195 
     4.6808  30.565037    0.70444   0.159036                      O2309  2  196 
     4.6808  35.647579   0.727178   0.164146                      O2309  2  197 
     4.6808  40.724953    0.61032   0.106824                      O2309  2  198 
     4.6808  50.861855   0.610736  0.0899895                      O2309  2  199 
     4.7329  10.196702   1.736433   0.177504                      O2309  2  200 
     4.7329  15.293069   2.433162   0.201967                      O2309  2  201 
     4.7329  20.387077   2.417042   0.196163                      O2309  2  202 
     4.7329  35.647579   2.741901   0.261503                      O2309  2  203 
     4.7329  40.724953   2.236941   0.179699                      O2309  2  204 
     4.7329  50.861855   2.549268   0.184751                      O2309  2  205 
     4.7629  10.196702   7.831128   0.537596                      O2309  2  206 
     4.7629  15.293069   9.511031   0.570089                      O2309  2  207 
     4.7629  20.387077   9.493325   0.559039                      O2309  2  208 
     4.7629  35.647579   16.37394    1.02327                      O2309  2  209 
     4.7629  40.724953  11.118994   0.638339                      O2309  2  210 
     4.7629  50.861855   5.680095   0.352056                      O2309  2  211 
     4.8099  10.196702   0.690551   0.127172                      O2309  2  212 
     4.8099  15.293069   1.380285    0.15768                      O2309  2  213 
     4.8099  20.387077   1.542462   0.159088                      O2309  2  214 
     4.8099  25.477974   1.828267   0.234979                      O2309  2  215 
     4.8099  35.647579   2.086537   0.234547                      O2309  2  216 
     4.8099  40.724953   1.943784   0.171596                      O2309  2  217 
     4.8099  50.861855   1.771383   0.151287                      O2309  2  218 
     4.9128  10.196702    0.45464  0.0965968                      O2309  2  219 
     4.9128  15.293069   0.607711  0.0982735                      O2309  2  220 
     4.9128  20.387077   0.587518  0.0993159                      O2309  2  221 
     4.9128  25.477974   0.810122   0.224708                      O2309  2  222 
     4.9128  40.724953   1.042706   0.112579                      O2309  2  223 
     4.9128  50.861855   0.970008   0.298517                      O2309  2  224 
     4.9307  10.196702   1.287659   0.151885                      O2309  2  225 
     4.9307  15.293069   1.841667   0.185245                      O2309  2  226 
     4.9307  20.387077   1.776673   0.198184                      O2309  2  227 
     4.9307  25.477974   2.164431   0.298993                      O2309  2  228 
     4.9307  40.724953   2.600613   0.199941                      O2309  2  229 
     4.9307  50.861855   1.966472   0.325751                      O2309  2  230 
     4.9701  10.196702   1.838256   0.184767                      O2309  2  231 
     4.9701  15.293069   2.337411   0.216638                      O2309  2  232 
     4.9701  20.387077   2.227357   0.233054                      O2309  2  233 
     4.9701  25.477974   2.451336   0.277673                      O2309  2  234 
     4.9701  30.565037   3.079539   0.381141                      O2309  2  235 
     4.9701  40.724953   2.802553   0.198961                      O2309  2  236 
     4.9701  50.861855   2.123236    0.31402                      O2309  2  237 
     4.9995  10.196702    0.82758  0.0857907                      O2309  2  238 
     4.9995  15.293069   0.861655   0.108422                      O2309  2  239 
     4.9995  25.477974   0.838534  0.0890337                      O2309  2  240 
     4.9995  30.565037    1.12763  0.0969315                      O2309  2  241 
     4.9995  50.861855   0.568028  0.0634227                      O2309  2  242 
     5.0208  10.196702   4.106437   0.256648                      O2309  2  243 
     5.0208  15.293069   4.693956   0.307308                      O2309  2  244 
     5.0208  25.477974   2.814156   0.187993                      O2309  2  245 
     5.0208  30.565037    2.55306   0.171451                      O2309  2  246 
     5.0208  50.861855   1.680951   0.122018                      O2309  2  247 
     5.0459  10.196702  14.246952   0.801252                      O2309  2  248 
     5.0459  15.293069  16.063984   0.937478                      O2309  2  249 
     5.0459  25.477974  11.313202   0.633994                      O2309  2  250 
     5.0459  30.565037  11.944867   0.681967                      O2309  2  251 
     5.0459  50.861855   9.239301   0.538283                      O2309  2  252 
     5.0601  10.196702   2.931722   0.285375                      O2309  2  253 
     5.0601  15.293069   3.859544   0.340435                      O2309  2  254 
     5.0601  25.477974   3.862529   0.377506                      O2309  2  255 
     5.0601  30.565037   2.268617   0.226422                      O2309  2  256 
     5.0601  50.861855   2.158001   0.296042                      O2309  2  257 
     5.0856  10.196702   0.710001  0.0830588                      O2309  2  258 
     5.0856  15.293069   1.022777   0.117165                      O2309  2  259 
     5.0856  25.477974   1.396641   0.120858                      O2309  2  260 
     5.0856  30.565037   1.075936  0.0966633                      O2309  2  261 
     5.0856  35.647579   1.275718   0.125316                      O2309  2  262 
     5.0856  50.861855   0.825215  0.0789533                      O2309  2  263 
     5.1021  10.196702   2.225453   0.159414                      O2309  2  264 
     5.1021  15.293069   3.012678   0.219986                      O2309  2  265 
     5.1021  25.477974   2.381842   0.179623                      O2309  2  266 
     5.1021  30.565037     2.0329   0.148345                      O2309  2  267 
     5.1021  35.647579    1.51121   0.188115                      O2309  2  268 
     5.1021  50.861855   0.865067  0.0891839                      O2309  2  269 
     5.1720  10.196702   0.732131  0.0811658                      O2309  2  270 
     5.1720  15.293069   0.786542   0.106946                      O2309  2  271 
     5.1720  25.477974   0.491365  0.0740598                      O2309  2  272 
     5.1720  30.565037   0.622311  0.0739616                      O2309  2  273 
     5.1720  35.647579   0.728672  0.0836627                      O2309  2  274 
     5.1720  50.861855   0.544895  0.0618571                      O2309  2  275 
     5.2096  10.196702   2.966649   0.195671                      O2309  2  276 
     5.2096  15.293069   3.203379   0.229534                      O2309  2  277 
     5.2096  25.477974   2.086584   0.155355                      O2309  2  278 
     5.2096  30.565037   3.268124   0.209788                      O2309  2  279 
     5.2096  35.647579   3.252769    0.21749                      O2309  2  280 
     5.2096  50.861855   2.675097   0.169866                      O2309  2  281 
     5.2433  10.196702   5.168106   0.314202                      O2309  2  282 
     5.2433  15.293069   5.823369   0.371279                      O2309  2  283 
     5.2433  25.477974   3.744975   0.242824                      O2309  2  284 
     5.2433  30.565037   4.008912   0.245556                      O2309  2  285 
     5.2433  35.647579   4.256994   0.267694                      O2309  2  286 
     5.2433  50.861855   8.479792   0.486792                      O2309  2  287 
     5.2619  10.196702   1.159518   0.119106                      O2309  2  288 
     5.2619  15.293069   1.369541   0.172933                      O2309  2  289 
     5.2619  25.477974   1.752599   0.159791                      O2309  2  290 
     5.2619  30.565037   2.410838   0.180666                      O2309  2  291 
     5.2619  35.647579   2.317297   0.182784                      O2309  2  292 
     5.2619  50.861855   0.964987   0.112039                      O2309  2  293 
     5.2831  10.196702   1.733011   0.132681                      O2309  2  294 
     5.2831  15.293069   2.575235   0.199869                      O2309  2  295 
     5.2831  25.477974   3.210763   0.222757                      O2309  2  296 
     5.2831  30.565037   2.728672   0.185787                      O2309  2  297 
     5.2831  35.647579   2.674595   0.190798                      O2309  2  298 
     5.2831  50.861855   1.769207   0.131006                      O2309  2  299 
     5.3084  10.196702   0.972353  0.0924992                      O2309  2  300 
     5.3084  15.293069   1.171835   0.125126                      O2309  2  301 
     5.3084  25.477974   1.104129   0.106467                      O2309  2  302 
     5.3084  30.565037   0.570864  0.0749591                      O2309  2  303 
     5.3084  35.647579    0.56085  0.0773065                      O2309  2  304 
     5.3084  50.861855   0.682917  0.0692601                      O2309  2  305 
ENDDATA            289          0                                 O2309  2  306 
ENDSUBENT          305          0                                 O2309  299999 
NOSUBENT      O2309003   20200503                             O077O2309  3    1 
SUBENT        O2309004   20210906                             O084O2309  4    1 
BIB                  3          4                                 O2309  4    2 
REACTION   (24-CR-52(P,EL)24-CR-52,,DA)                           O2309  4    3 
STATUS     (CURVE) Fig. 3 of Phys.Rev.C100(2019)015320            O2309  4    4 
HISTORY    (20200503C) VS The subentry added.                     O2309  4    5 
           (20210906A) VS Data replaced. ERR-ANALYS deleted.      O2309  4    6 
ENDBIB               4          0                                 O2309  4    7 
NOCOMMON             0          0                                 O2309  4    8 
DATA                 2         10                                 O2309  4    9 
ANG-CM     DATA-CM                                                O2309  4   10 
ADEG       MU-B/SR                                                O2309  4   11 
       15.3   3.04E+06                                            O2309  4   12 
       20.1   1.18E+06                                            O2309  4   13 
       25.5   3.04E+05                                            O2309  4   14 
       30.6   6.43E+04                                            O2309  4   15 
       35.6   5.43E+04                                            O2309  4   16 
       45.8   9.27E+04                                            O2309  4   17 
       56.0   5.19E+04                                            O2309  4   18 
       66.0   6.73E+03                                            O2309  4   19 
       81.2   1.32E+04                                            O2309  4   20 
       86.3   1.22E+04                                            O2309  4   21 
ENDDATA             12          0                                 O2309  4   22 
ENDSUBENT           21          0                                 O2309  499999 
ENDENTRY             4          0                                 O230999999999 
