ENTRY            O2445   20190415                             O070O2445  0    1 
SUBENT        O2445001   20190415                             O070O2445  1    1 
BIB                  9         19                                 O2445  1    2 
TITLE      Experimental study of the rearrangements of valence    O2445  1    3 
           protons and neutrons amongst single-particle orbits    O2445  1    4 
           during double-beta decay in 100Mo                      O2445  1    5 
AUTHOR     (S.J.Freeman,D.K.Sharp,S.A.McAllister,B.P.Kay,         O2445  1    6 
           C.M.Deibel, T.Faestermann,R.Hertenberger,              O2445  1    7 
           A.J.Mitchell,J.P.Schiffer,S.V.Szwec,J.S.Thomas,        O2445  1    8 
           H.-F.Wirth)                                            O2445  1    9 
INSTITUTE  (2UK MAN,2UK YRK,1USAANL,1USAMSU,2GERMUN,2GERMUU,      O2445  1   10 
           2GERLMU)                                               O2445  1   11 
REFERENCE  (J,PR/C,96,054325,2017)                                O2445  1   12 
           #doi:10.1103/PhysRevC.96.054325                        O2445  1   13 
FACILITY   (VDGT,2GERLMU) MP tandem accelerator at the            O2445  1   14 
           Maier-Leibnitz Laboratorium of the Ludwig-Maximilians  O2445  1   15 
           Universitat and the Technische Universitat Munchen     O2445  1   16 
METHOD     (BCINT)                                                O2445  1   17 
DETECTOR   (MAGSP) Q3D magnetic spectrometer                      O2445  1   18 
ERR-ANALYS (ERR-S) Statistical uncertainties                      O2445  1   19 
           (ERR-SYS) Systematic uncertainties - 5%.               O2445  1   20 
HISTORY    (20190415C) VS                                         O2445  1   21 
ENDBIB              19          0                                 O2445  1   22 
COMMON               1          3                                 O2445  1   23 
ERR-SYS                                                           O2445  1   24 
PER-CENT                                                          O2445  1   25 
         5.                                                       O2445  1   26 
ENDCOMMON            3          0                                 O2445  1   27 
ENDSUBENT           26          0                                 O2445  199999 
SUBENT        O2445002   20190415                             O070O2445  2    1 
BIB                  3          7                                 O2445  2    2 
REACTION   (44-RU-102(D,P)44-RU-103,PAR,DA)                       O2445  2    3 
SAMPLE     Isotopically enriched target with nominal thicknesses  O2445  2    4 
           of 100 ug/cm2, which were evaporated onto thin carbon  O2445  2    5 
           foils with thicknesses in the range of 8-20 ug/cm2.    O2445  2    6 
           (44-RU-102,ENR=0.9938)                                 O2445  2    7 
STATUS     (TABLE) Table I. of Phy. Rev. C96 (2017) 054325        O2445  2    8 
           Supplemental material.                                 O2445  2    9 
ENDBIB               7          0                                 O2445  2   10 
COMMON               3          3                                 O2445  2   11 
EN         EN-RSL-FW  E-LVL-ERR                                   O2445  2   12 
MEV        KEV        KEV                                         O2445  2   13 
        15.         8.         3.                                 O2445  2   14 
ENDCOMMON            3          0                                 O2445  2   15 
DATA                 4        579                                 O2445  2   16 
        18.       239.      0.228      0.002                      O2445  2  136 
        18.       297.      0.568      0.003                      O2445  2  137 
        18.       346.      0.165      0.002                      O2445  2  138 
        18.       406.      2.687      0.008                      O2445  2  139 
        18.       432.      0.040      0.001                      O2445  2  140 
        18.       480.     0.0022     0.0003                      O2445  2  141 
        18.       500.      0.075      0.001                      O2445  2  142 
        18.       548.      0.177      0.002                      O2445  2  143 
        18.       554.      0.051      0.002                      O2445  2  144 
        18.       562.      0.205      0.002                      O2445  2  145 
        18.       591.      0.812      0.004                      O2445  2  146 
        18.       661.      0.557      0.003                      O2445  2  147 
        18.       698.      0.063      0.001                      O2445  2  148 
        18.       737.      0.073      0.001                      O2445  2  149 
        18.       774.     0.0256     0.0007                      O2445  2  150 
        18.       785.     0.0078     0.0004                      O2445  2  151 
        18.       908.      1.547      0.006                      O2445  2  152 
        18.       927.      0.075      0.004                      O2445  2  153 
        18.      1004.      0.142      0.002                      O2445  2  154 
        18.      1056.     0.0088     0.0004                      O2445  2  155 
        18.      1065.     0.0089     0.0004                      O2445  2  156 
        18.      1080.     0.0164     0.0005                      O2445  2  157 
        18.      1107.      0.082      0.001                      O2445  2  158 
        18.      1174.     0.0084     0.0004                      O2445  2  159 
        18.      1184.      0.101      0.001                      O2445  2  160 
        18.      1218.     0.0914     0.0008                      O2445  2  161 
        18.      1236.     0.0385     0.0007                      O2445  2  162 
        18.      1250.      0.497      0.002                      O2445  2  163 
        18.      1270.      0.109      0.001                      O2445  2  164 
        18.      1288.     0.0048     0.0004                      O2445  2  165 
        18.      1300.     0.0055     0.0004                      O2445  2  166 
        18.      1312.     0.0175     0.0005                      O2445  2  167 
        18.      1323.     0.0827     0.0008                      O2445  2  168 
        18.      1347.     0.0344     0.0005                      O2445  2  169 
        18.      1370.     0.0226     0.0004                      O2445  2  170 
        18.      1400.     0.0041     0.0003                      O2445  2  171 
        18.      1432.     0.1129     0.0008                      O2445  2  172 
        18.      1461.     0.0905     0.0008                      O2445  2  173 
        18.      1487.      0.052      0.003                      O2445  2  174 
        18.      1644.     0.0193     0.0006                      O2445  2  175 
        18.      1661.     0.0529     0.0008                      O2445  2  176 
        18.      1699.      0.099      0.001                      O2445  2  177 
        18.      1716.      0.155      0.001                      O2445  2  178 
        18.      1729.     0.0120     0.0005                      O2445  2  179 
        18.      1750.     0.0787     0.0009                      O2445  2  180 
        18.      1779.      0.109      0.001                      O2445  2  181 
        18.      1810.      0.161      0.002                      O2445  2  182 
        18.      1835.     0.0452     0.0009                      O2445  2  183 
        18.      1878.     0.0777     0.0009                      O2445  2  184 
        18.      1907.      0.119      0.001                      O2445  2  185 
        18.      1916.      0.044      0.001                      O2445  2  186 
        18.      1928.     0.0376     0.0009                      O2445  2  187 
        18.      1962.      0.814      0.003                      O2445  2  188 
        18.      1999.      0.072      0.001                      O2445  2  189 
        18.      2011.      0.065      0.001                      O2445  2  190 
        18.      2016.     0.0609     0.0009                      O2445  2  191 
        18.      2042.     0.0230     0.0006                      O2445  2  192 
        18.      2058.      0.079      0.001                      O2445  2  193 
        18.      2081.      0.214      0.002                      O2445  2  194 
        18.      2102.      0.072      0.001                      O2445  2  195 
        18.      2117.      0.235      0.002                      O2445  2  196 
        18.      2137.      0.066      0.001                      O2445  2  197 
        18.      2158.      0.029      0.001                      O2445  2  198 
        18.      2170.     0.0415     0.0009                      O2445  2  199 
        18.      2194.      0.049      0.001                      O2445  2  200 
        18.      2206.      0.099      0.001                      O2445  2  201 
        18.      2221.      0.050      0.001                      O2445  2  202 
        18.      2237.     0.0314     0.0009                      O2445  2  203 
        18.      2248.      0.046      0.002                      O2445  2  204 
        18.      2318.      0.090      0.004                      O2445  2  205 
        18.      2328.       0.08       0.02                      O2445  2  206 
        18.      2353.      0.060      0.001                      O2445  2  207 
        18.      2364.      0.049      0.001                      O2445  2  208 
        18.      2373.     0.0303     0.0008                      O2445  2  209 
        18.      2398.     0.0292     0.0008                      O2445  2  210 
        18.      2410.     0.0231     0.0007                      O2445  2  211 
        18.      2426.     0.0184     0.0006                      O2445  2  212 
        18.      2438.      0.150      0.001                      O2445  2  213 
        18.      2452.      0.063      0.001                      O2445  2  214 
        18.      2468.     0.0050     0.0004                      O2445  2  215 
        18.      2479.      0.043      0.001                      O2445  2  216 
        18.      2488.      0.061      0.001                      O2445  2  217 
        18.      2515.     0.0769     0.0009                      O2445  2  218 
        18.      2532.     0.0033     0.0005                      O2445  2  219 
        18.      2549.      0.177      0.001                      O2445  2  220 
        18.      2576.      0.060      0.008                      O2445  2  221 
        18.      2626.     0.1349     0.0009                      O2445  2  222 
        18.      2656.     0.1260     0.0009                      O2445  2  223 
        18.      2669.     0.0839     0.0009                      O2445  2  224 
        18.      2694.      0.128      0.002                      O2445  2  225 
        18.      2723.      0.173      0.002                      O2445  2  226 
        18.      2735.      0.052      0.002                      O2445  2  227 
        18.      2782.      0.031      0.001                      O2445  2  228 
        18.      2808.      0.050      0.003                      O2445  2  229 
        18.      2833.      0.030      0.002                      O2445  2  230 
        18.      2847.      0.034      0.001                      O2445  2  231 
        18.      2870.      0.069      0.001                      O2445  2  232 
        18.      2879.      0.021      0.001                      O2445  2  233 
        18.      2893.      0.059      0.002                      O2445  2  234 
        18.      2904.      0.119      0.002                      O2445  2  235 
        18.      2947.      0.068      0.002                      O2445  2  236 
        18.      2960.      0.102      0.002                      O2445  2  237 
        18.      2979.      0.091      0.002                      O2445  2  238 
        18.      2996.      0.048      0.002                      O2445  2  239 
        18.      3015.      0.172      0.002                      O2445  2  240 
        18.      3041.      0.066      0.002                      O2445  2  241 
        18.      3061.      0.110      0.002                      O2445  2  242 
        18.      3072.      0.071      0.002                      O2445  2  243 
        18.      3093.      0.043      0.001                      O2445  2  244 
        18.      3109.      0.030      0.001                      O2445  2  245 
        18.      3117.      0.046      0.001                      O2445  2  246 
        18.      3131.      0.055      0.001                      O2445  2  247 
        18.      3169.      0.086      0.003                      O2445  2  248 
        18.      3204.      0.088      0.002                      O2445  2  249 
        18.      3216.      0.031      0.002                      O2445  2  250 
        18.      3232.      0.050      0.002                      O2445  2  251 
        18.      3245.      0.048      0.002                      O2445  2  252 
        18.      3278.      0.065      0.001                      O2445  2  253 
        27.         2.      2.364      0.007                      O2445  2  254 
        27.       134.     0.0131     0.0005                      O2445  2  255 
        27.       174.      2.540      0.008                      O2445  2  256 
        27.       213.      0.262      0.002                      O2445  2  257 
        27.       239.      0.278      0.002                      O2445  2  258 
        27.       297.      0.536      0.003                      O2445  2  259 
        27.       346.      0.088      0.001                      O2445  2  260 
        27.       406.      1.273      0.005                      O2445  2  261 
        27.       432.      0.098      0.001                      O2445  2  262 
        27.       480.     0.0049     0.0003                      O2445  2  263 
        27.       500.     0.0445     0.0008                      O2445  2  264 
        27.       548.      0.070      0.003                      O2445  2  265 
        27.       554.      0.121      0.002                      O2445  2  266 
        27.       562.      0.114      0.002                      O2445  2  267 
        27.       591.      0.485      0.003                      O2445  2  268 
        27.       661.      0.308      0.002                      O2445  2  269 
        27.       698.      0.090      0.001                      O2445  2  270 
        27.       737.      0.145      0.001                      O2445  2  271 
        27.       774.     0.0302     0.0007                      O2445  2  272 
        27.       785.     0.0039     0.0003                      O2445  2  273 
        27.       908.      0.738      0.004                      O2445  2  274 
        27.       927.      0.031      0.005                      O2445  2  275 
        27.      1004.      0.080      0.001                      O2445  2  276 
        27.      1056.     0.0087     0.0004                      O2445  2  277 
        27.      1065.     0.0035     0.0003                      O2445  2  278 
        27.      1080.     0.0121     0.0005                      O2445  2  279 
        27.      1107.      0.202      0.002                      O2445  2  280 
        27.      1174.     0.0026     0.0003                      O2445  2  281 
        27.      1184.     0.0571     0.0009                      O2445  2  282 
        27.      1218.     0.0578     0.0006                      O2445  2  283 
        27.      1236.     0.0195     0.0005                      O2445  2  284 
        27.      1250.      0.278      0.001                      O2445  2  285 
        27.      1270.     0.0687     0.0008                      O2445  2  286 
        27.      1288.     0.0046     0.0004                      O2445  2  287 
        27.      1300.     0.0038     0.0003                      O2445  2  288 
        27.      1312.     0.0230     0.0006                      O2445  2  289 
        27.      1323.     0.0928     0.0009                      O2445  2  290 
        27.      1347.     0.0236     0.0005                      O2445  2  291 
        27.      1370.     0.0341     0.0005                      O2445  2  292 
        27.      1400.     0.0045     0.0003                      O2445  2  293 
        27.      1432.     0.0566     0.0006                      O2445  2  294 
        27.      1461.     0.0897     0.0008                      O2445  2  295 
        27.      1487.     0.0587     0.0007                      O2445  2  296 
        27.      1554.      0.173      0.002                      O2445  2  297 
        27.      1600.     0.0494     0.0008                      O2445  2  298 
        27.      1614.     0.0392     0.0008                      O2445  2  299 
        27.      1644.      0.034      0.001                      O2445  2  300 
        27.      1699.      0.071      0.006                      O2445  2  301 
        27.      1716.      0.078      0.009                      O2445  2  302 
        27.      1750.     0.0301     0.0006                      O2445  2  303 
        27.      1779.      0.075      0.008                      O2445  2  304 
        27.      1878.      0.071      0.001                      O2445  2  305 
        27.      1907.      0.074      0.002                      O2445  2  306 
        27.      1916.      0.054      0.001                      O2445  2  307 
        27.      1928.     0.0336     0.0009                      O2445  2  308 
        27.      1962.      0.554      0.003                      O2445  2  309 
        27.      1999.      0.056      0.001                      O2445  2  310 
        27.      2011.     0.0375     0.0009                      O2445  2  311 
        27.      2016.      0.050      0.001                      O2445  2  312 
        27.      2042.     0.0226     0.0007                      O2445  2  313 
        27.      2058.      0.086      0.001                      O2445  2  314 
        27.      2081.      0.140      0.001                      O2445  2  315 
        27.      2102.      0.047      0.001                      O2445  2  316 
        27.      2117.      0.201      0.002                      O2445  2  317 
        27.      2137.      0.040      0.001                      O2445  2  318 
        27.      2158.      0.023      0.001                      O2445  2  319 
        27.      2170.      0.032      0.001                      O2445  2  320 
        27.      2194.     0.0328     0.0009                      O2445  2  321 
        27.      2206.      0.076      0.001                      O2445  2  322 
        27.      2221.      0.050      0.001                      O2445  2  323 
        27.      2237.      0.050      0.001                      O2445  2  324 
        27.      2248.      0.071      0.001                      O2445  2  325 
        27.      2318.      0.099      0.001                      O2445  2  326 
        27.      2328.      0.128      0.002                      O2445  2  327 
        27.      2353.      0.028      0.002                      O2445  2  328 
        27.      2364.      0.019      0.002                      O2445  2  329 
        27.      2398.      0.045      0.002                      O2445  2  330 
        27.      2410.      0.042      0.002                      O2445  2  331 
        27.      2426.      0.023      0.002                      O2445  2  332 
        27.      2438.      0.131      0.002                      O2445  2  333 
        27.      2452.      0.048      0.002                      O2445  2  334 
        27.      2515.      0.095      0.001                      O2445  2  335 
        27.      2532.     0.0021     0.0003                      O2445  2  336 
        27.      2549.      0.101      0.002                      O2445  2  337 
        27.      2576.     0.0448     0.0009                      O2445  2  338 
        27.      2626.     0.0953     0.0009                      O2445  2  339 
        27.      2656.      0.110      0.001                      O2445  2  340 
        27.      2669.      0.067      0.001                      O2445  2  341 
        27.      2694.      0.097      0.002                      O2445  2  342 
        27.      2723.      0.150      0.002                      O2445  2  343 
        27.      2735.      0.039      0.001                      O2445  2  344 
        27.      2763.      0.027      0.001                      O2445  2  345 
        27.      2808.      0.073      0.001                      O2445  2  346 
        27.      2833.      0.041      0.001                      O2445  2  347 
        27.      2847.      0.060      0.001                      O2445  2  348 
        27.      2870.      0.083      0.002                      O2445  2  349 
        27.      2879.      0.037      0.001                      O2445  2  350 
        27.      2893.      0.073      0.002                      O2445  2  351 
        27.      2904.      0.081      0.002                      O2445  2  352 
        27.      2947.      0.041      0.002                      O2445  2  353 
        27.      2960.      0.079      0.002                      O2445  2  354 
        27.      2979.      0.080      0.002                      O2445  2  355 
        27.      2996.      0.035      0.001                      O2445  2  356 
        27.      3015.      0.144      0.002                      O2445  2  357 
        27.      3041.      0.045      0.002                      O2445  2  358 
        27.      3061.      0.075      0.002                      O2445  2  359 
        27.      3072.      0.048      0.002                      O2445  2  360 
        27.      3093.      0.030      0.001                      O2445  2  361 
        27.      3109.      0.032      0.001                      O2445  2  362 
        27.      3117.      0.032      0.001                      O2445  2  363 
        27.      3131.      0.044      0.001                      O2445  2  364 
        27.      3169.      0.066      0.002                      O2445  2  365 
        27.      3204.      0.059      0.001                      O2445  2  366 
        27.      3216.      0.030      0.001                      O2445  2  367 
        27.      3232.      0.033      0.001                      O2445  2  368 
        27.      3245.      0.028      0.001                      O2445  2  369 
        27.      3278.      0.049      0.001                      O2445  2  370 
        33.         2.      1.098      0.004                      O2445  2  371 
        33.       134.     0.0092     0.0003                      O2445  2  372 
        33.       174.      2.468      0.007                      O2445  2  373 
        33.       213.      0.338      0.002                      O2445  2  374 
        33.       239.      0.363      0.002                      O2445  2  375 
        33.       297.      0.419      0.002                      O2445  2  376 
        33.       346.     0.0483     0.0007                      O2445  2  377 
        33.       406.      0.646      0.003                      O2445  2  378 
        33.       432.      0.094      0.001                      O2445  2  379 
        33.       480.     0.0043     0.0002                      O2445  2  380 
        33.       500.     0.0255     0.0005                      O2445  2  381 
        33.       548.      0.081      0.002                      O2445  2  382 
        33.       554.      0.114      0.002                      O2445  2  383 
        33.       562.      0.058      0.001                      O2445  2  384 
        33.       591.      0.263      0.002                      O2445  2  385 
        33.       661.      0.180      0.001                      O2445  2  386 
        33.       698.      0.120      0.001                      O2445  2  387 
        33.       737.      0.159      0.001                      O2445  2  388 
        33.       774.     0.0393     0.0007                      O2445  2  389 
        33.       785.     0.0042     0.0003                      O2445  2  390 
        33.       908.      0.415     0.0002                      O2445  2  391 
        33.       927.     0.0344     0.0008                      O2445  2  392 
        33.      1004.     0.0424     0.0008                      O2445  2  393 
        33.      1056.     0.0106     0.0003                      O2445  2  394 
        33.      1065.     0.0025     0.0003                      O2445  2  395 
        33.      1080.     0.0168     0.0005                      O2445  2  396 
        33.      1107.      0.218      0.001                      O2445  2  397 
        33.      1174.     0.0033     0.0002                      O2445  2  398 
        33.      1184.     0.0289     0.0006                      O2445  2  399 
        33.      1218.     0.0337     0.0004                      O2445  2  400 
        33.      1236.     0.0074      0.004                      O2445  2  401 
        33.      1250.     0.1468     0.0009                      O2445  2  402 
        33.      1270.     0.0360     0.0005                      O2445  2  403 
        33.      1288.     0.0033     0.0002                      O2445  2  404 
        33.      1300.     0.0041     0.0002                      O2445  2  405 
        33.      1312.     0.0259     0.0004                      O2445  2  406 
        33.      1323.     0.1137     0.0008                      O2445  2  407 
        33.      1347.     0.0137     0.0004                      O2445  2  408 
        33.      1370.     0.0416     0.0005                      O2445  2  409 
        33.      1400.     0.0049     0.0002                      O2445  2  410 
        33.      1432.     0.0548     0.0005                      O2445  2  411 
        33.      1461.     0.0724     0.0006                      O2445  2  412 
        33.      1487.     0.0401     0.0005                      O2445  2  413 
        33.      1554.      0.173      0.001                      O2445  2  414 
        33.      1600.     0.0491     0.0008                      O2445  2  415 
        33.      1614.     0.0548     0.0009                      O2445  2  416 
        33.      1644.     0.0396     0.0008                      O2445  2  417 
        33.      1661.     0.0233     0.0006                      O2445  2  418 
        33.      1699.     0.0394     0.0006                      O2445  2  419 
        33.      1716.     0.0865     0.0009                      O2445  2  420 
        33.      1729.     0.0230     0.0005                      O2445  2  421 
        33.      1779.     0.0497     0.0008                      O2445  2  422 
        33.      1962.      0.306      0.003                      O2445  2  423 
        33.      2058.      0.076      0.001                      O2445  2  424 
        33.      2081.      0.091      0.001                      O2445  2  425 
        33.      2102.     0.0375     0.0008                      O2445  2  426 
        33.      2117.      0.160      0.001                      O2445  2  427 
        33.      2137.     0.0372     0.0009                      O2445  2  428 
        33.      2158.     0.0136     0.0008                      O2445  2  429 
        33.      2170.     0.0234     0.0008                      O2445  2  430 
        33.      2194.     0.0175     0.0007                      O2445  2  431 
        33.      2206.     0.0611     0.0009                      O2445  2  432 
        33.      2221.     0.0538     0.0009                      O2445  2  433 
        33.      2237.     0.0394     0.0008                      O2445  2  434 
        33.      2248.      0.072      0.001                      O2445  2  435 
        33.      2318.      0.068      0.001                      O2445  2  436 
        33.      2328.      0.091      0.001                      O2445  2  437 
        33.      2353.     0.0193     0.0005                      O2445  2  438 
        33.      2364.      0.028      0.001                      O2445  2  439 
        33.      2373.      0.014      0.001                      O2445  2  440 
        33.      2398.     0.0205     0.0007                      O2445  2  441 
        33.      2410.     0.0131     0.0006                      O2445  2  442 
        33.      2426.     0.0166     0.0006                      O2445  2  443 
        33.      2438.      0.101      0.001                      O2445  2  444 
        33.      2452.     0.0338     0.0009                      O2445  2  445 
