ENTRY            O2173   20170404                             O061O2173  0    1 
SUBENT        O2173001   20170404                             O061O2173  1    1 
BIB                 12         27                                 O2173  1    2 
TITLE      Quantitative analysis of two-neutron correlations in   O2173  1    3 
           the 12C(18O,16O)14C reaction.                          O2173  1    4 
AUTHOR     (M.Cavallaro, F.Cappuzzello, M.Bondi, D.Carbone,       O2173  1    5 
           V.N.Garcia, A.Gargano, S.M.Lenzi, J.Lubian, C.Agodi,   O2173  1    6 
           F.Azaiez, M.De Napoli, A.Foti, S.Franchoo, R.Linares,  O2173  1    7 
           D.Nicolosi, M.Niikura, J.A.Scarpaci, S.Tropea)         O2173  1    8 
INSTITUTE  (2ITYLNS,2ITYCAT,3BZLUFF,2ITYNAP,2ITYPAD,2FR PAR)      O2173  1    9 
REFERENCE  (J,PR/C,88,054601,2013) - final results                O2173  1   10 
           (J,EPJ/CS,66,03017,2014) - results for ground state    O2173  1   11 
REL-REF    (M,,F.Cappuzzello+,J,NIM/A,638,74,2011)                O2173  1   12 
           (M,,M.Cavallaro+,J,NIM/A,648,46,2011)                  O2173  1   13 
SAMPLE     A 50 mug/cm**2 pure 12C and 99% enriched 13C targets.  O2173  1   14 
DETECTOR   (MAGSP) MAGNEX spectrometer is a large acceptance      O2173  1   15 
           magnetic spectrometer with very high requirements for  O2173  1   16 
           magnetic and optical performance.                      O2173  1   17 
FACILITY   (CYCLO,2ITYLNS)                                        O2173  1   18 
METHOD     (BCINT)                                                O2173  1   19 
ERR-ANALYS (DATA-ERR) An accuracy is about 10% in the absolute    O2173  1   20 
           cross section, mainly due to the uncertainty on the    O2173  1   21 
           target thickness.                                      O2173  1   22 
           (ERR-1,,3.) The error bars in the angular distributionsO2173  1   23 
           include both a statistical contribution and a componentO2173  1   24 
           due to the solid angle determination (about 3%)        O2173  1   25 
STATUS     (CURVE).Scanned from fig.3 of J,PR/C,88,054601,2013.   O2173  1   26 
HISTORY    (20140326C)                                            O2173  1   27 
           (20170404A) SD: E-LVL2 was added to Subents 002,003.   O2173  1   28 
           Ref. EPJ/CS,66,03017 was added.                        O2173  1   29 
ENDBIB              27          0                                 O2173  1   30 
COMMON               1          3                                 O2173  1   31 
EN                                                                O2173  1   32 
MEV                                                               O2173  1   33 
        84.                                                       O2173  1   34 
ENDCOMMON            3          0                                 O2173  1   35 
ENDSUBENT           34          0                                 O2173  199999 
SUBENT        O2173002   20170404                             O061O2173  2    1 
BIB                  4          7                                 O2173  2    2 
REACTION   (6-C-12(8-O-18,6-C-14)8-O-16,PAR,DA,RSD)               O2173  2    3 
EN-SEC     (E-LVL1,6-C-14)                                        O2173  2    4 
           (E-LVL2,8-O-16)                                        O2173  2    5 
LEVEL-PROP (6-C-14,E-LVL=0.00,SPIN=0.0,PARITY=+1.)                O2173  2    6 
           (6-C-14,E-LVL=8.32,SPIN=2.0,PARITY=+1.)                O2173  2    7 
           (6-C-14,E-LVL=10.74,SPIN=4.0,PARITY=+1.)               O2173  2    8 
HISTORY    (20170404A) SD: E-LVL -> E-LVL1, E-LVL2 was added.     O2173  2    9 
ENDBIB               7          0                                 O2173  2   10 
COMMON               1          3                                 O2173  2   11 
E-LVL2                                                            O2173  2   12 
MEV                                                               O2173  2   13 
 0.0                                                              O2173  2   14 
ENDCOMMON            3          0                                 O2173  2   15 
DATA                 4        214                                 O2173  2   16 
      10.74     13.880  7.112E+00  4.337E-01                      O2173  2  173 
      10.74     14.444  6.059E+00  4.337E-01                      O2173  2  174 
      10.74     14.797  5.163E+00  4.337E-01                      O2173  2  175 
      10.74     15.574  5.373E+00  4.337E-01                      O2173  2  176 
      10.74     16.209  5.163E+00  4.337E-01                      O2173  2  177 
      10.74     16.421  4.398E+00  5.363E-01                      O2173  2  178 
      10.74     17.126  3.901E+00  5.363E-01                      O2173  2  179 
      10.74     18.044  3.747E+00  5.363E-01                      O2173  2  180 
      10.74     18.891  3.600E+00  5.363E-01                      O2173  2  181 
      10.74     20.091  2.511E+00  5.363E-01                      O2173  2  182 
      10.74     20.514  3.068E+00  8.408E-01                      O2173  2  183 
      10.74     21.361  2.227E+00  4.936E-01                      O2173  2  184 
      10.74     21.996  2.720E+00  4.936E-01                      O2173  2  185 
      10.74     22.632  1.975E+00  4.827E-01                      O2173  2  186 
      10.74     23.620  2.055E+00  6.219E-01                      O2173  2  187 
      10.74     24.043  1.271E+00  3.695E-01                      O2173  2  188 
      10.74     25.173  1.323E+00  3.695E-01                      O2173  2  189 
      10.74     26.090  1.221E+00  3.695E-01                      O2173  2  190 
      10.74     26.725  1.323E+00  3.695E-01                      O2173  2  191 
      10.74     27.784  1.083E+00  3.695E-01                      O2173  2  192 
      10.74     28.490  7.256E-01  1.550E-01                      O2173  2  193 
      10.74     29.196  8.865E-01  1.550E-01                      O2173  2  194 
      10.74     29.760  8.865E-01  1.893E-01                      O2173  2  195 
      10.74     30.466  5.940E-01  1.550E-01                      O2173  2  196 
      10.74     31.031  7.256E-01  1.550E-01                      O2173  2  197 
      10.74     31.736  6.435E-01  1.550E-01                      O2173  2  198 
      10.74     32.372  6.698E-01  1.550E-01                      O2173  2  199 
      10.74     33.007  5.483E-01  1.953E-01                      O2173  2  200 
      10.74     33.713  5.940E-01  2.410E-01                      O2173  2  201 
      10.74     34.771  4.671E-01  1.550E-01                      O2173  2  202 
      10.74     35.407  5.061E-01  1.550E-01                      O2173  2  203 
      10.74     36.254  5.707E-01  1.395E-01                      O2173  2  204 
      10.74     37.030  4.488E-01  1.481E-01                      O2173  2  205 
      10.74     37.736  3.824E-01  1.444E-01                      O2173  2  206 
      10.74     38.724  3.674E-01  1.444E-01                      O2173  2  207 
      10.74     39.359  3.674E-01  1.444E-01                      O2173  2  208 
      10.74     39.994  2.667E-01  1.444E-01                      O2173  2  209 
      10.74     40.700  3.130E-01  1.444E-01                      O2173  2  210 
      10.74     41.618  2.667E-01  1.444E-01                      O2173  2  211 
      10.74     42.888  2.272E-01  1.444E-01                      O2173  2  212 
      10.74     43.382  1.717E-01  4.196E-02                      O2173  2  213 
      10.74     44.229  1.405E-01  2.550E-02                      O2173  2  214 
      10.74     45.076  1.350E-01  3.300E-02                      O2173  2  215 
      10.74     46.064  1.350E-01  3.700E-02                      O2173  2  216 
      10.74     47.052  1.297E-01  3.700E-02                      O2173  2  217 
      10.74     47.617  1.020E-01  1.851E-02                      O2173  2  218 
      10.74     48.182  1.197E-01  1.851E-02                      O2173  2  219 
      10.74     48.817  1.197E-01  2.654E-02                      O2173  2  220 
      10.74     49.946  8.021E-02  1.851E-02                      O2173  2  221 
      10.74     50.793  9.415E-02  1.851E-02                      O2173  2  222 
      10.74     51.428  7.404E-02  1.096E-02                      O2173  2  223 
      10.74     52.275  5.594E-02  6.332E-03                      O2173  2  224 
      10.74     53.052  6.308E-02  1.347E-02                      O2173  2  225 
      10.74     53.475  7.113E-02  1.347E-02                      O2173  2  226 
      10.74     54.181  8.021E-02  1.347E-02                      O2173  2  227 
      10.74     54.675  4.961E-02  1.501E-02                      O2173  2  228 
      10.74     56.087  4.961E-02  5.615E-03                      O2173  2  229 
      10.74     56.722  3.324E-02  4.919E-03                      O2173  2  230 
      10.74     57.428  4.579E-02  9.780E-03                      O2173  2  231 
      10.74     58.063  2.614E-02  7.165E-03                      O2173  2  232 
ENDDATA            216          0                                 O2173  2  233 
ENDSUBENT          232          0                                 O2173  299999 
SUBENT        O2173003   20170404                             O061O2173  3    1 
BIB                  4          7                                 O2173  3    2 
REACTION   (6-C-13(8-O-18,6-C-14)8-O-17,PAR,DA,RSD)               O2173  3    3 
EN-SEC     (E-LVL1,6-C-14)                                        O2173  3    4 
           (E-LVL2,8-O-17)                                        O2173  3    5 
LEVEL-PROP (6-C-14,E-LVL=0.00,SPIN=0.0,PARITY=+1.)                O2173  3    6 
           (6-C-14,E-LVL=6.09,SPIN=1.0,PARITY=-1.)                O2173  3    7 
           (6-C-14,E-LVL=6.73,SPIN=3.0,PARITY=-1.)                O2173  3    8 
HISTORY    (20170404A) SD: E-LVL -> E-LVL1, E-LVL2 was added.     O2173  3    9 
ENDBIB               7          0                                 O2173  3   10 
COMMON               1          3                                 O2173  3   11 
E-LVL2                                                            O2173  3   12 
MEV                                                               O2173  3   13 
 0.0                                                              O2173  3   14 
ENDCOMMON            3          0                                 O2173  3   15 
DATA                 4        129                                 O2173  3   16 
E-LVL1     ANG-CM     DATA-CM    DATA-ERR                         O2173  3   17 
MEV        ADEG       MB/SR      MB/SR                            O2173  3   18 
       0.00      8.057  3.499E+01  1.078E+01                      O2173  3   19 
       0.00      8.624  2.908E+01  5.331E+00                      O2173  3   20 
       0.00      9.167  2.287E+01  2.392E+00                      O2173  3   21 
       0.00      9.781  1.901E+01  1.021E+00                      O2173  3   22 
       0.00     10.301  1.468E+01  1.021E+00                      O2173  3   23 
       0.00     10.915  1.133E+01  1.021E+00                      O2173  3   24 
       0.00     11.458  7.981E+00  1.021E+00                      O2173  3   25 
       0.00     12.048  5.032E+00  1.021E+00                      O2173  3   26 
       0.00     12.615  4.031E+00  1.021E+00                      O2173  3   27 
       0.00     13.206  3.289E+00  1.021E+00                      O2173  3   28 
       0.00     13.797  3.473E+00  1.021E+00                      O2173  3   29 
       0.00     14.342  4.574E+00  1.021E+00                      O2173  3   30 
       0.00     14.933  4.830E+00  1.021E+00                      O2173  3   31 
       0.00     15.501  6.131E+00  1.021E+00                      O2173  3   32 
       0.00     16.093  6.969E+00  1.021E+00                      O2173  3   33 
       0.00     16.659  4.999E+00  1.021E+00                      O2173  3   34 
       0.00     17.297  3.520E+00  1.021E+00                      O2173  3   35 
       0.00     17.840  2.525E+00  1.021E+00                      O2173  3   36 
       0.00     18.383  1.683E+00  1.480E-01                      O2173  3   37 
       0.00     18.972  8.049E-01  9.734E-02                      O2173  3   38 
       0.00     19.657  4.544E-01  4.751E-02                      O2173  3   39 
       0.00     20.200  4.065E-01  6.209E-02                      O2173  3   40 
       0.00     20.718  1.476E-01  3.141E-02                      O2173  3   41 
       0.00     21.334  2.336E-01  4.631E-02                      O2173  3   42 
       0.00     21.905  7.725E-01  9.344E-02                      O2173  3   43 
       0.00     22.520  1.056E+00  9.344E-02                      O2173  3   44 
       0.00     23.017  1.469E+00  9.344E-02                      O2173  3   45 
       0.00     23.632  1.221E+00  9.344E-02                      O2173  3   46 
       0.00     24.105  1.266E+00  9.344E-02                      O2173  3   47 
       0.00     24.365  1.289E+00  9.344E-02                      O2173  3   48 
       0.00     24.813  8.435E-01  9.344E-02                      O2173  3   49 
       0.00     25.428  6.882E-01  9.426E-02                      O2173  3   50 
       0.00     25.945  2.278E-01  3.833E-02                      O2173  3   51 
       0.00     26.512  1.727E-01  3.676E-02                      O2173  3   52 
       0.00     27.076  4.583E-02  1.993E-02                      O2173  3   53 
       0.00     27.670  1.129E-01  3.334E-02                      O2173  3   54 
       0.00     28.237  9.557E-02  3.065E-02                      O2173  3   55 
       0.00     28.805  1.458E-01  3.315E-02                      O2173  3   56 
       0.00     29.397  1.752E-01  3.982E-02                      O2173  3   57 
       0.00     29.988  2.066E-01  4.098E-02                      O2173  3   58 
       0.00     30.605  3.720E-01  6.256E-02                      O2173  3   59 
       0.00     31.123  1.454E-01  3.509E-02                      O2173  3   60 
       0.00     31.714  1.563E-01  4.203E-02                      O2173  3   61 
       0.00     32.281  1.478E-01  7.021E-02                      O2173  3   62 
       6.09      8.433  1.484E+00  3.326E-01                      O2173  3   63 
       6.09      9.048  1.456E+00  2.191E-01                      O2173  3   64 
       6.09      9.639  1.149E+00  1.184E-01                      O2173  3   65 
       6.09     10.299  6.543E-01  9.854E-02                      O2173  3   66 
       6.09     10.889  3.865E-01  9.393E-02                      O2173  3   67 
       6.09     11.457  4.384E-01  7.272E-02                      O2173  3   68 
       6.09     12.144  6.409E-01  1.159E-01                      O2173  3   69 
       6.09     12.735  7.539E-01  8.981E-02                      O2173  3   70 
       6.09     13.326  6.756E-01  1.121E-01                      O2173  3   71 
       6.09     13.941  6.999E-01  1.053E-01                      O2173  3   72 
       6.09     14.556  6.160E-01  1.114E-01                      O2173  3   73 
       6.09     15.169  3.772E-01  5.678E-02                      O2173  3   74 
       6.09     15.806  2.148E-01  5.115E-02                      O2173  3   75 
       6.09     16.421  2.146E-01  4.810E-02                      O2173  3   76 
       6.09     17.034  9.485E-02  3.456E-02                      O2173  3   77 
       6.09     17.627  1.887E-01  5.501E-02                      O2173  3   78 
       6.09     18.266  2.141E-01  4.799E-02                      O2173  3   79 
       6.09     18.857  1.989E-01  4.460E-02                      O2173  3   80 
       6.09     19.520  3.424E-01  5.678E-02                      O2173  3   81 
       6.09     20.111  3.955E-01  8.868E-02                      O2173  3   82 
       6.09     20.726  3.179E-01  6.217E-02                      O2173  3   83 
       6.09     21.364  2.464E-01  5.869E-02                      O2173  3   84 
       6.09     21.977  1.455E-01  4.962E-02                      O2173  3   85 
       6.09     22.569  1.841E-01  5.124E-02                      O2173  3   86 
       6.09     23.206  1.107E-01  4.034E-02                      O2173  3   87 
       6.09     23.822  1.740E-01  5.071E-02                      O2173  3   88 
       6.09     24.437  2.084E-01  5.247E-02                      O2173  3   89 
       6.09     25.076  1.937E-01  5.890E-02                      O2173  3   90 
       6.09     25.667  2.043E-01  5.688E-02                      O2173  3   91 
       6.09     26.306  2.728E-01  5.730E-02                      O2173  3   92 
       6.09     26.919  1.526E-01  4.641E-02                      O2173  3   93 
       6.09     27.534  1.444E-01  5.262E-02                      O2173  3   94 
       6.09     28.149  1.443E-01  5.089E-02                      O2173  3   95 
       6.09     28.762  8.367E-02  3.331E-02                      O2173  3   96 
       6.09     29.988  1.388E-02  1.379E-02                      O2173  3   97 
       6.09     30.606  5.600E-02  2.684E-02                      O2173  3   98 
       6.09     31.222  8.490E-02  3.472E-02                      O2173  3   99 
       6.09     31.836  5.797E-02  2.779E-02                      O2173  3  100 
       6.09     32.425  2.961E-02  2.098E-02                      O2173  3  101 
       6.09     33.065  5.285E-02  3.031E-02                      O2173  3  102 
       6.09     33.655  4.097E-02  2.836E-02                      O2173  3  103 
       6.09     34.296  9.255E-02  4.608E-02                      O2173  3  104 
       6.73      8.539  1.656E+01  3.485E+00                      O2173  3  105 
