ENTRY            O1662   20140205                             O052O166200000001 
SUBENT        O1662001   20140205                             O052O166200100001 
BIB                 14         45                                 O166200100002 
TITLE      Study of refractive structure in the inelastic         O166200100003 
           O-16 + O-16 scattering at the incident energies of     O166200100004 
            250 to 1120 MeV.                                      O166200100005 
AUTHOR     (Dao T.Khoa, H.G.Bohlen, W.von Oertzen, G.Bartnitzky,  O166200100006 
           A.Blazevic, F.Nuoffer, B.Gebauer, W.Mittig,            O166200100007 
           P.Roussel-Chomaz)                                      O166200100008 
INSTITUTE  (3VN STH)                                              O166200100009 
           (2GERBER)                                              O166200100010 
           (2GERTUB)                                              O166200100011 
           (2GERTUE)                                              O166200100012 
           (2FR GAN)                                              O166200100013 
REFERENCE  (J,NP/A,759,3,2005) - final results                    O166200100014 
           (J,ZP/A,346,189,1993) -prelim.res. for inelastic scat. O166200100015 
FACILITY   (CYCLO,2GERBER) Cyclotron in Hahn-Meitner-Inst., used  O166200100016 
           for energies 250-480 MeV                               O166200100017 
           (CYCLO,2FR GAN) Grand Accelerateur National d'Ions     O166200100018 
           Lourds (GANIL) used for measurements at 704 and 1120   O166200100019 
           MeV.                                                   O166200100020 
METHOD     (EDE,TOF)                                              O166200100021 
SAMPLE     For the oxygen targets different compounds have been   O166200100022 
           used: 6Li2O,  CaO and V2O5. The latter two were        O166200100023 
           prepared as self-supporting foils in  the range of     O166200100024 
           0.2-1.4 mg/cm2 thickness and the former on a           O166200100025 
           carbon-backing of 60 mu-g/cm2 thickness.               O166200100026 
DETECTOR   (SPEC) Q3D magnetic spectrograph at Hahn-Meitner-Inst. O166200100027 
           for the incident energies Elab  = 250-480 MeV and at   O166200100028 
           the SPEG  spectrograph at GANIL for the energies of    O166200100029 
           704 and 1120 MeV.                                      O166200100030 
ERR-ANALYS (DATA-ERR).The errors are mainly of statistical.       O166200100031 
REL-REF    (E,O1698001,Dao T.Khoa+,J,NP/A,672,387,2000) The       O166200100032 
           calibration and precision the angular scale is very    O166200100033 
           important the (especially for ratio sigma/sigma-Mott), O166200100034 
           the procedure described in NP/A,672,387,2000, sect.2.  O166200100035 
           (O,O1698001,Dao T.Khoa+,J,NP/A,672,387,2000) -         O166200100036 
           The inelastic scattering data which have been measured O166200100037 
           in parallel with the elastic 16O + 16O scattering at   O166200100038 
           Elab = 250, 350, 480, 704 and 1120 MeV.                O166200100039 
EN-SEC     (E-LVL,8-O-16)                                         O166200100040 
LEVEL-PROP (8-O-16,E-LVL=6.92,SPIN=2.,PARITY=+1.)                 O166200100041 
           (8-O-16,E-LVL=6.13,SPIN=3.,PARITY=-1.)                 O166200100042 
STATUS     (TABLE) Data received from  Prof.H.G.Bohlen            O166200100043 
HISTORY    (20081016C) SB                                         O166200100044 
           (20140205U) SD: Ref. on ZP/A,346 (see REFERENCE) and   O166200100045 
           NP/A,672 (see REL-REF) were added; Institute code      O166200100046 
           changed  (3VN NNR -> 3VN STH)                          O166200100047 
ENDBIB              45          0                                 O166200100048 
NOCOMMON             0          0                                 O166200100049 
ENDSUBENT           48          0                                 O166200199999 
SUBENT        O1662002   20081020                             O037O166200200001 
BIB                  1          1                                 O166200200002 
REACTION   (8-O-16(8-O-16,INL)8-O-16,PAR,DA)                      O166200200003 
ENDBIB               1          0                                 O166200200004 
NOCOMMON             0          0                                 O166200200005 
DATA                 5        689                                 O166200200006 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              O166200200007 
  250.00000    6.13000   18.61000    5.26100    0.12341           O166200200060 
  250.00000    6.13000   18.71000    4.65300    0.28659           O166200200061 
  250.00000    6.13000   18.91000    3.86200    0.07479           O166200200062 
  250.00000    6.13000   19.02000    3.72900    0.25879           O166200200063 
  250.00000    6.13000   19.22000    2.91600    0.06037           O166200200064 
  250.00000    6.13000   19.32000    2.59400    0.21439           O166200200065 
  250.00000    6.13000   19.52000    2.95200    0.06160           O166200200066 
  250.00000    6.13000   19.63000    3.26300    0.27613           O166200200067 
  250.00000    6.13000   19.83000    3.77700    0.08225           O166200200068 
  250.00000    6.13000   19.93000    4.12600    0.35831           O166200200069 
  250.00000    6.13000   20.24000    4.56800    0.36571           O166200200070 
  250.00000    6.13000   20.54000    4.80200    0.37319           O166200200071 
  250.00000    6.13000   20.85000    5.16400    0.39982           O166200200072 
  250.00000    6.13000   21.15000    5.12600    0.41989           O166200200073 
  250.00000    6.13000   21.46000    4.50200    0.46317           O166200200074 
  250.00000    6.13000   21.76000    4.24000    0.96017           O166200200075 
  250.00000    6.13000   22.07000    3.58600    0.09328           O166200200076 
  250.00000    6.13000   22.37000    3.05800    0.08468           O166200200077 
  250.00000    6.13000   22.68000    2.83300    0.08264           O166200200078 
  250.00000    6.13000   22.98000    2.46100    0.07410           O166200200079 
  250.00000    6.13000   23.29000    2.05300    0.06359           O166200200080 
  250.00000    6.13000   23.59000    1.94000    0.06124           O166200200081 
  250.00000    6.13000   23.90000    1.87500    0.06187           O166200200082 
  250.00000    6.13000   24.20000    1.87500    0.06713           O166200200083 
  250.00000    6.13000   24.51000    1.79900    0.05945           O166200200084 
  250.00000    6.13000   24.72000    1.80700    0.06413           O166200200085 
  250.00000    6.13000   24.94000    1.82800    0.07099           O166200200086 
  250.00000    6.13000   25.22000    1.86200    0.08355           O166200200087 
  250.00000    6.13000   25.53000    1.84100    0.03179           O166200200088 
  250.00000    6.13000   25.83000    1.72300    0.02835           O166200200089 
  250.00000    6.13000   26.14000    1.61600    0.02771           O166200200090 
  250.00000    6.13000   26.44000    1.46900    0.02642           O166200200091 
  250.00000    6.13000   26.75000    1.33600    0.02588           O166200200092 
  250.00000    6.13000   27.05000    1.20700    0.02340           O166200200093 
  250.00000    6.13000   27.36000    1.04100    0.02072           O166200200094 
  250.00000    6.13000   27.66000    1.00700    0.02202           O166200200095 
  250.00000    6.13000   27.97000    0.95550    0.02152           O166200200096 
  250.00000    6.13000   28.27000    0.89110    0.01998           O166200200097 
  250.00000    6.13000   28.58000    0.85500    0.01948           O166200200098 
  250.00000    6.13000   28.88000    0.83190    0.01992           O166200200099 
  250.00000    6.13000   29.19000    0.83010    0.02023           O166200200100 
  250.00000    6.13000   29.49000    0.83080    0.02048           O166200200101 
  250.00000    6.13000   29.80000    0.87330    0.02164           O166200200102 
  250.00000    6.13000   30.10000    0.79750    0.02009           O166200200103 
  250.00000    6.13000   30.41000    0.71230    0.01798           O166200200104 
  250.00000    6.13000   30.72000    0.64220    0.01732           O166200200105 
  250.00000    6.13000   31.02000    0.61950    0.01645           O166200200106 
  250.00000    6.13000   31.33000    0.55860    0.01566           O166200200107 
  250.00000    6.13000   31.63000    0.54860    0.01538           O166200200108 
  250.00000    6.13000   31.94000    0.50270    0.01564           O166200200109 
  250.00000    6.13000   32.24000    0.46660    0.01484           O166200200110 
  250.00000    6.13000   32.55000    0.38200    0.01295           O166200200111 
  250.00000    6.13000   32.85000    0.36110    0.01369           O166200200112 
  250.00000    6.13000   33.16000    0.35200    0.01352           O166200200113 
  250.00000    6.13000   33.46000    0.32920    0.01267           O166200200114 
  250.00000    6.13000   33.67000    0.32660    0.01356           O166200200115 
  250.00000    6.13000   33.77000    0.32470    0.01348           O166200200116 
  250.00000    6.13000   33.97000    0.31910    0.01363           O166200200117 
  250.00000    6.13000   34.07000    0.31500    0.01345           O166200200118 
  250.00000    6.13000   34.28000    0.30980    0.01464           O166200200119 
  250.00000    6.13000   34.38000    0.30660    0.01449           O166200200120 
  250.00000    6.13000   34.58000    0.29950    0.01323           O166200200121 
  250.00000    6.13000   34.68000    0.30030    0.01326           O166200200122 
  250.00000    6.13000   34.89000    0.28860    0.01407           O166200200123 
  250.00000    6.13000   35.19000    0.25530    0.01313           O166200200124 
  250.00000    6.13000   35.50000    0.22700    0.01329           O166200200125 
  250.00000    6.13000   35.80000    0.22260    0.00683           O166200200126 
  250.00000    6.13000   36.11000    0.22250    0.00712           O166200200127 
  250.00000    6.13000   36.41000    0.20370    0.00676           O166200200128 
  250.00000    6.13000   36.72000    0.18620    0.00624           O166200200129 
  250.00000    6.13000   37.02000    0.18240    0.00654           O166200200130 
  250.00000    6.13000   37.33000    0.17000    0.00666           O166200200131 
  250.00000    6.13000   37.62000    0.16940    0.00685           O166200200132 
  250.00000    6.13000   37.94000    0.16200    0.00660           O166200200133 
  250.00000    6.13000   38.25000    0.15250    0.00643           O166200200134 
  250.00000    6.13000   38.55000    0.14550    0.00598           O166200200135 
  250.00000    6.13000   38.86000    0.13930    0.00598           O166200200136 
  250.00000    6.13000   39.16000    0.13610    0.00571           O166200200137 
  250.00000    6.13000   39.47000    0.13090    0.00561           O166200200138 
  250.00000    6.13000   39.77000    0.11940    0.00510           O166200200139 
  250.00000    6.13000   40.08000    0.10750    0.00532           O166200200140 
  250.00000    6.13000   40.38000    0.11010    0.00529           O166200200141 
  250.00000    6.13000   40.69000    0.10180    0.00521           O166200200142 
  250.00000    6.13000   40.99000    0.09727    0.00504           O166200200143 
  250.00000    6.13000   41.30000    0.09027    0.00484           O166200200144 
  250.00000    6.13000   41.60000    0.07570    0.00429           O166200200145 
  250.00000    6.13000   41.91000    0.06045    0.00384           O166200200146 
  250.00000    6.13000   42.22000    0.05544    0.00407           O166200200147 
  250.00000    6.13000   42.52000    0.05298    0.00441           O166200200148 
  250.00000    6.13000   42.83000    0.05063    0.00383           O166200200149 
  250.00000    6.13000   43.13000    0.04709    0.00366           O166200200150 
  250.00000    6.13000   43.44000    0.04720    0.00431           O166200200151 
  250.00000    6.13000   43.74000    0.04914    0.00457           O166200200152 
  250.00000    6.92000    4.88000   97.65000   20.43297           O166200200153 
  250.00000    6.92000    5.39000  153.10000   32.03679           O166200200154 
  250.00000    6.92000    5.90000  110.20000    6.33756           O166200200155 
  250.00000    6.92000    6.40000   52.84000    2.30112           O166200200156 
  250.00000    6.92000    6.91000   36.58000    1.41435           O166200200157 
  250.00000    6.92000    7.42000   32.70000    1.37812           O166200200158 
  250.00000    6.92000    7.93000   32.57000    1.45581           O166200200159 
  250.00000    6.92000    8.44000   28.17000    1.44909           O166200200160 
  250.00000    6.92000    8.95000   23.82000    1.53785           O166200200161 
  250.00000    6.92000    9.46000   10.67000    0.80985           O166200200162 
  250.00000    6.92000    9.77000   15.25000    1.61905           O166200200163 
  250.00000    6.92000    9.96000   18.07000    0.71737           O166200200164 
  250.00000    6.92000   10.07000   19.46000    2.07897           O166200200165 
  250.00000    6.92000   10.37000   19.79000    0.57269           O166200200166 
  250.00000    6.92000   10.47000   19.97000    0.63071           O166200200167 
  250.00000    6.92000   10.68000   22.08000    1.61231           O166200200168 
  250.00000    6.92000   10.98000   23.25000    0.67706           O166200200169 
  250.00000    6.92000   11.29000   22.99000    0.64966           O166200200170 
  250.00000    6.92000   11.59000   21.80000    1.93867           O166200200171 
  250.00000    6.92000   11.90000   16.58000    0.43473           O166200200172 
  250.00000    6.92000   12.20000   13.73000    1.29536           O166200200173 
  250.00000    6.92000   12.51000   14.75000    0.44352           O166200200174 
  250.00000    6.92000   12.81000   12.60000    0.34236           O166200200175 
  250.00000    6.92000   13.12000   10.27000    1.28998           O166200200176 
  250.00000    6.92000   13.42000    8.41500    0.28310           O166200200177 
  250.00000    6.92000   13.73000    6.94400    1.01731           O166200200178 
  250.00000    6.92000   14.03000    8.00800    0.27308           O166200200179 
  250.00000    6.92000   14.34000    7.65800    0.21293           O166200200180 
  250.00000    6.92000   14.64000    6.52500    1.27061           O166200200181 
  250.00000    6.92000   14.95000    6.75100    0.13633           O166200200182 
  250.00000    6.92000   15.25000    6.61300    0.13236           O166200200183 
  250.00000    6.92000   15.56000    7.60700    0.15336           O166200200184 
  250.00000    6.92000   15.66000    8.61900    0.39561           O166200200185 
  250.00000    6.92000   15.86000    6.39900    0.13161           O166200200186 
  250.00000    6.92000   15.96000    6.24600    0.30002           O166200200187 
  250.00000    6.92000   16.17000    5.39100    0.11925           O166200200188 
  250.00000    6.92000   16.27000    4.74000    0.22753           O166200200189 
  250.00000    6.92000   16.47000    5.02100    0.11907           O166200200190 
  250.00000    6.92000   16.57000    4.84900    0.23950           O166200200191 
  250.00000    6.92000   16.78000    4.98200    0.11769           O166200200192 
  250.00000    6.92000   16.88000    5.02700    0.29095           O166200200193 
  250.00000    6.92000   17.08000    4.80300    0.11582           O166200200194 
  250.00000    6.92000   17.19000    4.78700    0.28856           O166200200195 
  250.00000    6.92000   17.39000    4.13800    0.09886           O166200200196 
  250.00000    6.92000   17.49000    4.20600    0.28216           O166200200197 
  250.00000    6.92000   17.69000    4.24500    0.10921           O166200200198 
  250.00000    6.92000   17.80000    4.16100    0.28645           O166200200199 
  250.00000    6.92000   18.00000    4.39700    0.11555           O166200200200 
  250.00000    6.92000   18.10000    4.25700    0.30159           O166200200201 
  250.00000    6.92000   18.30000    4.36100    0.11616           O166200200202 
  250.00000    6.92000   18.41000    4.48800    0.34943           O166200200203 
  250.00000    6.92000   18.61000    4.41500    0.11263           O166200200204 
  250.00000    6.92000   18.71000    4.23700    0.31589           O166200200205 
  250.00000    6.92000   18.91000    3.98500    0.11341           O166200200206 
  250.00000    6.92000   19.02000    3.84000    0.28473           O166200200207 
  250.00000    6.92000   19.22000    3.23000    0.10000           O166200200208 
  250.00000    6.92000   19.32000    3.44200    0.28029           O166200200209 
  250.00000    6.92000   19.52000    2.88800    0.09713           O166200200210 
  250.00000    6.92000   19.63000    2.49600    0.22210           O166200200211 
  250.00000    6.92000   19.83000    2.33000    0.08348           O166200200212 
  250.00000    6.92000   19.93000    2.15500    0.20096           O166200200213 
  250.00000    6.92000   20.24000    2.19900    0.18180           O166200200214 
  250.00000    6.92000   20.54000    2.17500    0.17300           O166200200215 
  250.00000    6.92000   20.85000    2.28600    0.25260           O166200200216 
  250.00000    6.92000   21.15000    2.30800    0.23831           O166200200217 
  250.00000    6.92000   21.46000    2.05500    0.23970           O166200200218 
  250.00000    6.92000   21.76000    2.00300    0.49014           O166200200219 
  250.00000    6.92000   22.07000    1.85900    0.08357           O166200200220 
  250.00000    6.92000   22.37000    1.63300    0.06280           O166200200221 
  250.00000    6.92000   22.68000    1.48500    0.07081           O166200200222 
  250.00000    6.92000   22.98000    1.18600    0.04934           O166200200223 
  250.00000    6.92000   23.29000    0.94920    0.04236           O166200200224 
  250.00000    6.92000   23.59000    0.85300    0.03959           O166200200225 
  250.00000    6.92000   23.90000    0.74960    0.03730           O166200200226 
  250.00000    6.92000   24.20000    0.70420    0.03690           O166200200227 
  250.00000    6.92000   24.51000    0.61970    0.03834           O166200200228 
  250.00000    6.92000   24.72000    0.66430    0.04148           O166200200229 
  250.00000    6.92000   24.94000    0.71970    0.06151           O166200200230 
  250.00000    6.92000   25.22000    0.76820    0.05751           O166200200231 
  250.00000    6.92000   25.53000    0.79020    0.01982           O166200200232 
  250.00000    6.92000   25.83000    0.78090    0.01950           O166200200233 
  250.00000    6.92000   26.14000    0.76660    0.02101           O166200200234 
  250.00000    6.92000   26.44000    0.72800    0.01901           O166200200235 
  250.00000    6.92000   26.75000    0.63830    0.01827           O166200200236 
  250.00000    6.92000   27.05000    0.59000    0.01655           O166200200237 
  250.00000    6.92000   27.36000    0.58110    0.01654           O166200200238 
  250.00000    6.92000   27.66000    0.55520    0.01589           O166200200239 
  250.00000    6.92000   27.97000    0.48710    0.01478           O166200200240 
  250.00000    6.92000   28.27000    0.48050    0.01509           O166200200241 
  250.00000    6.92000   28.58000    0.49890    0.01512           O166200200242 
  250.00000    6.92000   28.88000    0.47120    0.01477           O166200200243 
  250.00000    6.92000   29.19000    0.41360    0.01451           O166200200244 
  250.00000    6.92000   29.49000    0.37680    0.01204           O166200200245 
  250.00000    6.92000   29.80000    0.31260    0.01150           O166200200246 
  250.00000    6.92000   30.10000    0.31160    0.01304           O166200200247 
  250.00000    6.92000   30.41000    0.32120    0.01297           O166200200248 
  250.00000    6.92000   30.72000    0.31230    0.01211           O166200200249 
  250.00000    6.92000   31.02000    0.29190    0.01112           O166200200250 
  250.00000    6.92000   31.33000    0.23590    0.01038           O166200200251 
  250.00000    6.92000   31.63000    0.18950    0.00834           O166200200252 
  250.00000    6.92000   31.94000    0.18340    0.00911           O166200200253 
  250.00000    6.92000   32.24000    0.20500    0.01080           O166200200254 
  250.00000    6.92000   32.55000    0.21830    0.01116           O166200200255 
  250.00000    6.92000   32.85000    0.20860    0.01136           O166200200256 
  250.00000    6.92000   33.16000    0.18100    0.00892           O166200200257 
  250.00000    6.92000   33.46000    0.15450    0.00829           O166200200258 
  250.00000    6.92000   33.67000    0.13810    0.00777           O166200200259 
  250.00000    6.92000   33.77000    0.13250    0.00746           O166200200260 
  250.00000    6.92000   33.97000    0.12190    0.00781           O166200200261 
  250.00000    6.92000   34.07000    0.11480    0.00735           O166200200262 
  250.00000    6.92000   34.28000    0.10760    0.00691           O166200200263 
  250.00000    6.92000   34.38000    0.10410    0.00669           O166200200264 
  250.00000    6.92000   34.58000    0.09176    0.00568           O166200200265 
  250.00000    6.92000   34.68000    0.08868    0.00549           O166200200266 
  250.00000    6.92000   34.89000    0.10640    0.00773           O166200200267 
  250.00000    6.92000   35.19000    0.10410    0.00909           O166200200268 
  250.00000    6.92000   35.50000    0.09899    0.00851           O166200200269 
  250.00000    6.92000   35.80000    0.09736    0.00449           O166200200270 
  250.00000    6.92000   36.11000    0.09617    0.00466           O166200200271 
  250.00000    6.92000   36.41000    0.08699    0.00432           O166200200272 
  250.00000    6.92000   36.72000    0.07616    0.00364           O166200200273 
  250.00000    6.92000   37.02000    0.07110    0.00410           O166200200274 
  250.00000    6.92000   37.33000    0.06299    0.00369           O166200200275 
  250.00000    6.92000   37.62000    0.05396    0.00352           O166200200276 
  250.00000    6.92000   37.94000    0.05278    0.00381           O166200200277 
  250.00000    6.92000   38.25000    0.05008    0.00359           O166200200278 
  250.00000    6.92000   38.55000    0.04948    0.00359           O166200200279 
  250.00000    6.92000   38.86000    0.04876    0.00429           O166200200280 
  250.00000    6.92000   39.16000    0.04893    0.00415           O166200200281 
  250.00000    6.92000   39.47000    0.04859    0.00431           O166200200282 
  250.00000    6.92000   39.77000    0.04567    0.00326           O166200200283 
  250.00000    6.92000   40.08000    0.04153    0.00307           O166200200284 
  250.00000    6.92000   40.38000    0.04351    0.00345           O166200200285 
  250.00000    6.92000   40.69000    0.04143    0.00324           O166200200286 
  250.00000    6.92000   40.99000    0.03997    0.00349           O166200200287 
  250.00000    6.92000   41.30000    0.04006    0.00335           O166200200288 
  250.00000    6.92000   41.60000    0.03967    0.00365           O166200200289 
  250.00000    6.92000   41.91000    0.04054    0.00356           O166200200290 
  250.00000    6.92000   42.22000    0.04154    0.00306           O166200200291 
  250.00000    6.92000   42.52000    0.03602    0.00334           O166200200292 
  250.00000    6.92000   42.83000    0.03020    0.00275           O166200200293 
  250.00000    6.92000   43.13000    0.02474    0.00286           O166200200294 
  250.00000    6.92000   43.44000    0.02211    0.00224           O166200200295 
  250.00000    6.92000   43.74000    0.01700    0.00231           O166200200296 
  350.00000    6.13000   10.66000   10.54000    1.09620           O166200200297 
  350.00000    6.13000   11.06000   14.26000    1.17780           O166200200298 
  350.00000    6.13000   11.48000   17.31000    1.11930           O166200200299 
  350.00000    6.13000   11.88000   17.28000    0.93841           O166200200300 
  350.00000    6.13000   12.28000   11.92000    0.65760           O166200200301 
  350.00000    6.13000   13.10000    6.40000    0.43680           O166200200302 
  350.00000    6.13000   13.50000    5.74800    0.39366           O166200200303 
  350.00000    6.13000   13.90000    5.07000    0.44280           O166200200304 
  350.00000    6.13000   14.32000    5.75000    0.48175           O166200200305 
  350.00000    6.13000   14.72000    7.95000    0.46605           O166200200306 
  350.00000    6.13000   15.12000   10.12000    0.42504           O166200200307 
  350.00000    6.13000   15.54000    7.36200    0.36074           O166200200308 
  350.00000    6.13000   15.94000    6.17400    0.33340           O166200200309 
  350.00000    6.13000   16.34000    4.01400    0.26894           O166200200310 
  350.00000    6.13000   16.74000    3.43800    0.24754           O166200200311 
  350.00000    6.13000   17.04000    3.60040    0.10801           O166200200312 
  350.00000    6.13000   17.52000    3.92760    0.11783           O166200200313 
  350.00000    6.13000   18.00000    3.73510    0.11205           O166200200314 
  350.00000    6.13000   18.48000    3.51060    0.10532           O166200200315 
  350.00000    6.13000   18.96000    2.91750    0.08753           O166200200316 
  350.00000    6.13000   19.44000    2.47420    0.07423           O166200200317 
  350.00000    6.13000   19.92000    1.82910    0.05487           O166200200318 
  350.00000    6.13000   20.40000    1.51250    0.04538           O166200200319 
  350.00000    6.13000   20.86000    1.39830    0.04195           O166200200320 
  350.00000    6.13000   21.34000    1.49610    0.04488           O166200200321 
  350.00000    6.13000   21.82000    1.40720    0.04222           O166200200322 
  350.00000    6.13000   22.30000    1.34000    0.04020           O166200200323 
  350.00000    6.13000   22.78000    1.15860    0.03476           O166200200324 
  350.00000    6.13000   23.26000    0.87450    0.02624           O166200200325 
  350.00000    6.13000   23.72000    0.69940    0.02098           O166200200326 
