ENTRY            O2577   20230615                             O097O2577000    1 
SUBENT        O2577001   20230615                             O097O2577001    1 
BIB                 11         23                                 O2577001    2 
TITLE      Resonance Excitations in 7Be(d,p)8Be* to address the   O2577001    3 
           cosmological lithium problem                           O2577001    4 
AUTHOR     (Sk M.Ali, D.Gupta, K.Kundalia, SwapanK.Saha,          O2577001    5 
           O.Tengblad, J.D.Ovejas, A.Perea, I.Martel, J.Cederkall,O2577001    6 
           J.Park, S.Szwec)                                       O2577001    7 
INSTITUTE  (3INDBOS,2SPNIEM,2SPNHLV,2SWDLND,2SF JYV,2SF HLS)      O2577001    8 
REFERENCE  (J,PRL,128,252701,2022)                                O2577001    9 
           #doi:10.1103/PhysRevLett.128.252701                    O2577001   10 
FACILITY   (LINAC,2ZZZCER) CERN HIE-ISOLDE                        O2577001   11 
INC-SPECT  5 MeV/u 7Be beam with energy spread of 168 keV.        O2577001   12 
           The intensity of the 7Be beam was 5E+05 pps            O2577001   13 
DETECTOR   (TELES,SISD,SI) The deltaE-E telescopes consisted of   O2577001   14 
           five double-sided silicon strip detectors of 60 um     O2577001   15 
           thickness backed by unsegmented 1500 um silicon pad    O2577001   16 
           detectors.                                             O2577001   17 
METHOD     (EDE)                                                  O2577001   18 
SAMPLE     15 um CD2 target                                       O2577001   19 
ERR-ANALYS (ERR-T) The errors in cross sections mainly arise from:O2577001   20 
            - statistical uncertainties,                          O2577001   21 
           (ERR-1) uncertainties in target thickness - 10%        O2577001   22 
           (ERR-2) beam intensity - 10%                           O2577001   23 
HISTORY    (20230615R) Data received from Sk M. Ali.              O2577001   24 
           (20230615C) VS                                         O2577001   25 
ENDBIB              23          0                                 O2577001   26 
COMMON               3          3                                 O2577001   27 
EN-CM      ERR-1      ERR-2                                       O2577001   28 
MEV        PER-CENT   PER-CENT                                    O2577001   29 
        7.8        10.        10.                                 O2577001   30 
ENDCOMMON            3          0                                 O2577001   31 
ENDSUBENT           30          0                                 O257700199999 
SUBENT        O2577002   20230615                             O097O2577002    1 
BIB                  3          6                                 O2577002    2 
REACTION   ((1-H-2(4-BE-7,SCT)1-H-2,PAR,DA)=                      O2577002    3 
           (4-BE-7(D,SCT)4-BE-7,,DA))                             O2577002    4 
CORRECTION The 0.43 MeV state of 7Be could not be separated.      O2577002    5 
           However, the inelastic contribution is expected to be  O2577002    6 
           small.                                                 O2577002    7 
STATUS     (TABLE) Fig. 4 (a) of Phys.Rev.Lett.128(2022)252701    O2577002    8 
ENDBIB               6          0                                 O2577002    9 
COMMON               2          3                                 O2577002   10 
E-LVL      E-LVL                                                  O2577002   11 
MEV        MEV                                                    O2577002   12 
        0.0      0.43                                             O2577002   13 
ENDCOMMON            3          0                                 O2577002   14 
DATA                 3         20                                 O2577002   15 
ANG-CM     DATA-CM    ERR-T                                       O2577002   16 
ADEG       MB/SR      MB/SR                                       O2577002   17 
      53.14      15.78       2.39                                 O2577002   18 
      57.40       7.77       1.18                                 O2577002   19 
      61.86       3.36       0.51                                 O2577002   20 
      86.23       6.61       0.71                                 O2577002   21 
      90.23      10.54       1.13                                 O2577002   22 
      94.23      12.25       1.31                                 O2577002   23 
      98.23      13.74       1.47                                 O2577002   24 
     102.23      15.57       1.67                                 O2577002   25 
     106.23      17.35       1.86                                 O2577002   26 
     110.22      18.76       2.01                                 O2577002   27 
     114.21      19.41       2.08                                 O2577002   28 
     118.21      19.28       2.06                                 O2577002   29 
     122.20      18.86       2.02                                 O2577002   30 
     126.19      17.72       1.90                                 O2577002   31 
     130.18      16.60       1.78                                 O2577002   32 
     134.17      14.06       1.51                                 O2577002   33 
     138.16      10.00       1.07                                 O2577002   34 
     142.14       5.77       0.62                                 O2577002   35 
     146.13       1.72       0.18                                 O2577002   36 
     150.12       0.50       0.05                                 O2577002   37 
ENDDATA             22          0                                 O2577002   38 
ENDSUBENT           37          0                                 O257700299999 
SUBENT        O2577003   20230615                             O097O2577003    1 
BIB                  2          4                                 O2577003    2 
REACTION   ((1-H-2(4-BE-7,P)4-BE-8,PAR,DA,RSD)=                   O2577003    3 
           (4-BE-7(D,P)4-BE-8,PAR,DA))                            O2577003    4 
STATUS     (TABLE) Figs. 4(a) and 4(b)of                          O2577003    5 
                   Phys.Rev.Lett.128(2022)252701                  O2577003    6 
ENDBIB               4          0                                 O2577003    7 
NOCOMMON             0          0                                 O2577003    8 
DATA                 4        104                                 O2577003    9 
      16.63     104.61       5.54       1.02                      O2577003   94 
      16.63     107.23       5.84       1.07                      O2577003   95 
      16.63     109.80       4.87       0.90                      O2577003   96 
      16.63     112.32       4.69       0.87                      O2577003   97 
      16.63     114.78       4.20       0.78                      O2577003   98 
      16.63     160.91      18.84       2.00                      O2577003   99 
      16.63     161.90      23.50       2.45                      O2577003  100 
      16.63     162.85      22.42       2.30                      O2577003  101 
      16.63     163.78      17.01       1.73                      O2577003  102 
      16.63     164.69      16.67       1.68                      O2577003  103 
      16.63     165.57      15.02       1.48                      O2577003  104 
      16.63     166.43      12.73       1.25                      O2577003  105 
      16.63     167.27      13.99       1.35                      O2577003  106 
      16.63     168.09      10.89       1.05                      O2577003  107 
      16.63     168.89      12.43       1.18                      O2577003  108 
      16.63     169.68      10.04       0.95                      O2577003  109 
      16.63     170.45      13.12       1.23                      O2577003  110 
      16.63     171.21      10.20       0.95                      O2577003  111 
      16.63     171.96       9.75       0.90                      O2577003  112 
      16.63     172.69       8.72       0.81                      O2577003  113 
      16.63     173.42       6.90       0.64                      O2577003  114 
      16.63     174.14       5.44       0.51                      O2577003  115 
ENDDATA            106          0                                 O2577003  116 
ENDSUBENT          115          0                                 O257700399999 
SUBENT        O2577004   20230616                             O097O2577004    1 
BIB                  3          8                                 O2577004    2 
REACTION   ((1-H-2(4-BE-7,P)4-BE-8,PAR,SIG,RSD)=                  O2577004    3 
           (4-BE-7(D,P)4-BE-8,PAR,SIG))                           O2577004    4 
FLAG       (1.) Total cross section determined assuming full      O2577004    5 
           isotropy of the angular distribution                   O2577004    6 
           (2.) Total cross section determined by integration of  O2577004    7 
           the differential cross section                         O2577004    8 
STATUS     (DEP,O2577003) differential cross section              O2577004    9 
           (TABLE) Table III of Phys.Rev.Lett.128(2022)252701     O2577004   10 
ENDBIB               8          0                                 O2577004   11 
NOCOMMON             0          0                                 O2577004   12 
DATA                 4          4                                 O2577004   13 
E-LVL      DATA       ERR-T      FLAG                             O2577004   14 
MEV        MB         MB         NO-DIM                           O2577004   15 
       0.0       14.2         2.6        1.                       O2577004   16 
      3.03       65.9        12.1        1.                       O2577004   17 
     11.35       82.3        15.1        1.                       O2577004   18 
     16.63       87.5         9.2        2.                       O2577004   19 
ENDDATA              6          0                                 O2577004   20 
ENDSUBENT           19          0                                 O257700499999 
ENDENTRY             4          0                                 O257799999999 
